GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Speed (OBD)(km/h),Trip Distance(km),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Engine RPM(rpm),Throttle Position(Manifold)(%),Unnamed: 18,11749
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:12.695000,7.49424637,44.64574627,7.33,5.36,396,350.1,-1.5196838,0.60105896,10.436737,0.024588075,25,2.78483343124389,17.8104209899902,9.13042640686035,1479.5,13.7254905700683,,
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:12.796000,7.49424637,44.64574627,7.33,5.36,396,350.1,0.68777466,1.4581909,11.811005,0.23414129,23,2.78483343124389,17.8104209899902,9.13042640686035,1403,13.7254905700683,,
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:12.896000,7.49424637,44.64574627,7.33,5.36,396,350.1,-0.90437317,0.996109,9.215698,-0.04332675,23,2.78790020942688,17.8104209899902,9.13042640686035,1403,13.7254905700683,,
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:12.995000,7.49424637,44.64574627,7.33,5.36,396,350.1,0.4986267,1.7861938,5.76326,-0.081343524,23,2.78790020942688,17.2790279388427,9.14344406127929,1403,13.7254905700683,,
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:13.096000,7.49424637,44.64574627,7.33,5.36,396,350.1,-3.9426117,-3.0596771,12.553207,0.39604813,23,2.78790020942688,17.2790279388427,9.14344406127929,1347,13.7254905700683,,
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:13.196000,7.49424637,44.64574627,7.33,5.36,396,350.1,-1.4622192,3.1437073,0.91259766,-0.61553395,22,2.790287733078,17.2790279388427,9.14344406127929,1347,13.7254905700683,,
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:13.295000,7.49424637,44.64574627,7.33,5.36,396,350.1,-2.0487976,-0.8713684,8.981064,0.25170803,22,2.790287733078,17.2790279388427,9.14344406127929,1347,13.3333339691162,,
Sun Mar 31 11:11:13 GMT+02:00 2019,2019-03-31 11:11:13.396000,7.49424637,44.64574627,7.33,5.36,396,350.1,3.4626465,2.3296814,5.875778,0.097433805,22,2.790287733078,16.4976024627685,9.14344406127929,1347,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:13.496000,7.49423823,44.6458084,6.95,5.36,396,351.9,-2.477356,-0.2321167,20.042267,1.0777287,22,2.790287733078,16.4976024627685,9.14344406127929,1299.5,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:13.595000,7.49423823,44.6458084,6.95,5.36,396,351.9,-0.9283142,6.84993,5.9763336,0.18491381,21,2.79267072677612,16.4976024627685,9.14344406127929,1299.5,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:13.695000,7.49423823,44.6458084,6.95,5.36,396,351.9,-0.73677063,1.8220978,7.7121277,0.12461772,21,2.79267072677612,16.4976024627685,9.14344406127929,1299.5,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:13.796000,7.49423823,44.6458084,6.95,5.36,396,351.9,1.6071472,1.3073425,11.406387,0.12929462,21,2.79267072677612,16.3233299255371,9.15489482879638,1299.5,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:13.896000,7.49423823,44.6458084,6.95,5.36,396,351.9,-1.912323,0.26826477,10.838959,0.14128643,21,2.79267072677612,16.3233299255371,9.15489482879638,1248,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:13.996000,7.49423823,44.6458084,6.95,5.36,396,351.9,-0.7128296,0.7183838,9.275543,0.034938294,19,2.79483747482299,16.3233299255371,9.15489482879638,1248,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:14.095000,7.49423823,44.6458084,6.95,5.36,396,351.9,-0.9067688,0.56036377,9.280334,0.020105282,19,2.79483747482299,16.3233299255371,9.15489482879638,1248,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:14.195000,7.49423823,44.6458084,6.95,5.36,396,351.9,-0.43989563,0.09588623,10.379272,0.078024685,19,2.79483747482299,16.3233299255371,9.15489482879638,1248,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:14.295000,7.49423823,44.6458084,6.95,5.36,396,351.9,-0.8397217,0.4837494,10.68573,0.073162,19,2.79483747482299,15.3781728744506,9.15489482879638,1248,13.3333339691162,,
Sun Mar 31 11:11:14 GMT+02:00 2019,2019-03-31 11:11:14.396000,7.49423823,44.6458084,6.95,5.36,396,351.9,-0.8995819,0.7902069,9.098373,0.04717129,19,2.79483747482299,15.3781728744506,9.15489482879638,1205,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:14.496000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.81817627,0.48135376,9.622711,0.04647521,16,2.79715132713317,15.3781728744506,9.15489482879638,1205,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:14.596000,7.49423843,44.64585911,5.48,4.288,396,355.5,-1.0576019,0.52923584,9.620316,0.007046163,16,2.79715132713317,15.3781728744506,9.15489482879638,1205,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:14.695000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.7726898,0.74710083,10.4104,0.03288929,16,2.79715132713317,13.4121580123901,9.1616735458374,1205,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:14.795000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.88760376,0.94343567,8.811066,0.038300987,16,2.79715132713317,13.4121580123901,9.1616735458374,1166,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:14.895000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.71043396,0.28024292,11.626648,0.045014042,14,2.79877638816833,13.4121580123901,9.1616735458374,1166,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:14.996000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.29385376,0.73513794,9.574829,-0.0016418695,14,2.79877638816833,13.4121580123901,9.1616735458374,1166,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:15.096000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.81817627,0.6417694,9.4383545,0.0362196,14,2.79877638816833,11.6430416107177,9.1616735458374,1166,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:15.196000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.8301544,1.1206055,9.921982,0.03438715,14,2.79877638816833,11.6430416107177,9.1616735458374,1126.5,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:15.296000,7.49423843,44.64585911,5.48,4.288,396,355.5,-0.68888855,1.4366302,9.38089,-0.011048138,11,2.80016183853149,11.6430416107177,9.1616735458374,1126.5,13.3333339691162,,
Sun Mar 31 11:11:15 GMT+02:00 2019,2019-03-31 11:11:15.395000,7.49423843,44.64585911,5.48,4.288,396,355.5,0.06288147,1.4390259,9.831009,0.025107034,11,2.80016183853149,11.6430416107177,9.1616735458374,1126.5,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:15.495000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.64100647,1.2235565,9.3042755,0.015720442,11,2.80016183853149,9.10468864440918,9.16158294677734,1126.5,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:15.596000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.4662323,1.723938,10.671371,0.017460784,11,2.80016183853149,9.10468864440918,9.16158294677734,1108,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:15.696000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.6936798,1.2857971,9.6514435,0.014045298,10,2.80127882957458,9.10468864440918,9.16158294677734,1108,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:15.796000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.47102356,1.8077393,9.481445,0.03676437,10,2.80127882957458,9.10468864440918,9.16158294677734,1108,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:15.895000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.75354004,2.6074066,9.174988,0.050576806,10,2.80127882957458,9.10468864440918,9.16158294677734,1108,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:15.995000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.01612854,3.0168152,8.863739,0.02060546,10,2.80127882957458,8.41518878936767,9.16158294677734,1108,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:16.095000,7.49424376,44.64591467,4.55,5.36,398,359.8,0.003036499,2.6744385,9.270752,0.0025684237,10,2.80127882957458,8.41518878936767,9.16158294677734,1079,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:16.196000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.23878479,1.7095795,9.63707,0.01693823,9,2.80256652832031,8.41518878936767,9.16158294677734,1079,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:16.295000,7.49424376,44.64591467,4.55,5.36,398,359.8,0.05091858,2.7462616,10.211685,0.034859553,9,2.80256652832031,8.41518878936767,9.16158294677734,1079,13.3333339691162,,
Sun Mar 31 11:11:16 GMT+02:00 2019,2019-03-31 11:11:16.396000,7.49424376,44.64591467,4.55,5.36,398,359.8,-0.99295044,1.8891449,9.060074,-0.032167435,9,2.80256652832031,8.0883150100708,9.15987968444824,1079,13.3333339691162,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:16.496000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.4303131,2.2458801,10.637848,0.12815922,9,2.80256652832031,8.0883150100708,9.15987968444824,1237.5,13.3333339691162,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:16.596000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.22680664,1.7454834,9.7352295,0.020186162,9,2.80356907844543,8.0883150100708,9.15987968444824,1237.5,13.3333339691162,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:16.696000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.9761963,1.6066284,8.495041,0.015667938,9,2.80356907844543,8.0883150100708,9.15987968444824,1237.5,13.3333339691162,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:16.795000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.60987854,1.984909,9.981842,0.058300436,9,2.80356907844543,8.0883150100708,9.15987968444824,1237.5,12.9411764144897,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:16.896000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.96183777,1.7502747,9.4599,0.02334722,9,2.80356907844543,8.0883150100708,9.15987968444824,1237.5,12.9411764144897,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:16.996000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.7511444,2.3081207,7.965912,0.024486609,9,2.80356907844543,9.27941703796386,9.15987968444824,1237.5,12.9411764144897,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:17.095000,7.49422416,44.64592774,2.38,5.36,396,340.1,0.3070984,2.5140228,10.302658,0.022636376,9,2.80356907844543,9.27941703796386,9.15987968444824,1237.5,12.9411764144897,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:17.195000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.2818756,2.6672516,9.318649,0.0074763894,9,2.80356907844543,9.27941703796386,9.15987968444824,1237.5,12.9411764144897,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:17.295000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.4734192,2.4182587,9.292313,0.02036645,9,2.80356907844543,9.27941703796386,9.15987968444824,1237.5,12.9411764144897,,
Sun Mar 31 11:11:17 GMT+02:00 2019,2019-03-31 11:11:17.395000,7.49422416,44.64592774,2.38,5.36,396,340.1,-0.57876587,2.2291107,9.941132,0.01952879,9,2.80356907844543,9.27941703796386,9.15987968444824,1567.5,12.9411764144897,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:17.496000,7.49420608,44.6459467,2.54,6.432,397,338.8,-0.20765686,2.2865753,9.931564,0.05809313,9,2.80356907844543,9.27941703796386,9.15987968444824,1567.5,12.9411764144897,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:17.596000,7.49420608,44.6459467,2.54,6.432,397,338.8,0.20414734,2.075882,10.087173,0.019181456,9,2.80356907844543,9.27941703796386,9.15987968444824,1567.5,12.9411764144897,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:17.696000,7.49420608,44.6459467,2.54,6.432,397,338.8,-0.49017334,2.039978,9.751999,0.019242326,8,2.80622053146362,9.27941703796386,9.15987968444824,1567.5,12.9411764144897,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:17.796000,7.49420608,44.6459467,2.54,6.432,397,338.8,-0.44708252,2.3512268,9.8142395,0.019989647,8,2.80622053146362,9.27941703796386,9.15987968444824,1567.5,12.9411764144897,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:17.895000,7.49420608,44.6459467,2.54,6.432,397,338.8,-0.5380554,3.7374573,9.713684,0.081364095,8,2.80622053146362,2.68968605995178,9.14962577819824,1567.5,19.2156867980957,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:17.996000,7.49420608,44.6459467,2.54,6.432,397,338.8,0.4555359,3.72789,8.80629,0.0228485,8,2.80622053146362,2.68968605995178,9.14962577819824,1656,19.2156867980957,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:18.096000,7.49420608,44.6459467,2.54,6.432,397,338.8,0.3286438,3.72789,8.559677,0.017729752,9,2.80726170539855,2.68968605995178,9.14962577819824,1656,19.2156867980957,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:18.195000,7.49420608,44.6459467,2.54,6.432,397,338.8,0.05091858,2.7797852,10.257172,0.10231227,9,2.80726170539855,2.68968605995178,9.14962577819824,1656,19.2156867980957,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:18.296000,7.49420608,44.6459467,2.54,6.432,397,338.8,-0.15258789,2.494873,9.040909,-0.024825752,9,2.80726170539855,2.68968605995178,9.14962577819824,1656,18.4313735961914,,
Sun Mar 31 11:11:18 GMT+02:00 2019,2019-03-31 11:11:18.395000,7.49420608,44.6459467,2.54,6.432,397,338.8,-0.28427124,2.8516083,9.917191,0.04565394,9,2.80726170539855,2.53370356559753,9.14962577819824,1656,18.4313735961914,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:18.495000,7.49422133,44.64597289,2.36,4.288,397,349.2,-0.07597351,3.2346802,8.679398,0.04019041,9,2.80726170539855,2.53370356559753,9.14962577819824,1835.5,18.4313735961914,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:18.596000,7.49422133,44.64597289,2.36,4.288,397,349.2,0.82424927,3.5794525,10.041687,0.10894865,10,2.80853629112243,2.53370356559753,9.14962577819824,1835.5,18.4313735961914,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:18.696000,7.49422133,44.64597289,2.36,4.288,397,349.2,0.84339905,2.7103577,8.756012,0.07302201,10,2.80853629112243,2.53370356559753,9.14962577819824,1835.5,20,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:18.796000,7.49422133,44.64597289,2.36,4.288,397,349.2,1.3318176,2.5930328,8.250824,0.029801002,10,2.80853629112243,2.64151191711425,9.13932800292968,1835.5,20,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:18.895000,7.49422133,44.64597289,2.36,4.288,397,349.2,0.10359192,3.107788,6.1343536,0.04110715,10,2.80853629112243,2.64151191711425,9.13932800292968,2067.5,20,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:18.995000,7.49422133,44.64597289,2.36,4.288,397,349.2,-2.0248566,3.1365204,10.805435,0.184362,12,2.80968523025512,2.64151191711425,9.13932800292968,2067.5,20,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:19.095000,7.49422133,44.64597289,2.36,4.288,397,349.2,-0.7439575,3.49086,7.5062256,0.023213366,12,2.80968523025512,2.64151191711425,9.13932800292968,2067.5,19.6078433990478,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:19.196000,7.49422133,44.64597289,2.36,4.288,397,349.2,0.29512024,1.7766113,9.699326,0.023874942,12,2.80968523025512,4.26381921768188,9.13932800292968,2067.5,19.6078433990478,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:19.298000,7.49422133,44.64597289,2.36,4.288,397,349.2,-0.15977478,2.3775635,10.147034,0.081495464,12,2.80968523025512,4.26381921768188,9.13932800292968,2246,19.6078433990478,,
Sun Mar 31 11:11:19 GMT+02:00 2019,2019-03-31 11:11:19.396000,7.49422133,44.64597289,2.36,4.288,397,349.2,-1.8117676,2.6337433,10.336182,0.12187773,13,2.81108450889587,4.26381921768188,9.13932800292968,2246,19.6078433990478,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:19.496000,7.49419795,44.64598641,2.61,3.216,397,344.8,0.39328003,1.8843536,11.995361,0.032266345,13,2.81108450889587,4.26381921768188,9.13932800292968,2246,15.2941179275512,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:19.595000,7.49419795,44.64598641,2.61,3.216,397,344.8,0.36216736,1.7622528,10.326599,0.03503324,13,2.81108450889587,6.1007432937622,9.13452816009521,2246,15.2941179275512,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:19.696000,7.49419795,44.64598641,2.61,3.216,397,344.8,-1.4478607,1.5826874,9.804672,0.04209608,13,2.81108450889587,6.1007432937622,9.13452816009521,1941,15.2941179275512,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:19.795000,7.49419795,44.64598641,2.61,3.216,397,344.8,-0.88282776,3.459732,10.075211,0.013870643,13,2.81252169609069,6.1007432937622,9.13452816009521,1941,15.2941179275512,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:19.895000,7.49419795,44.64598641,2.61,3.216,397,344.8,-0.37763977,2.1237793,9.433563,0.02680612,13,2.81252169609069,6.1007432937622,9.13452816009521,1941,15.2941179275512,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:19.996000,7.49419795,44.64598641,2.61,3.216,397,344.8,-1.4718018,1.7215424,9.277939,0.014648991,13,2.81252169609069,6.1007432937622,9.13452816009521,1941,13.7254905700683,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:20.096000,7.49419795,44.64598641,2.61,3.216,397,344.8,-1.1940613,2.2362976,10.257172,0.09604496,13,2.81252169609069,2.13639330863952,9.13452816009521,1941,13.7254905700683,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:20.195000,7.49419795,44.64598641,2.61,3.216,397,344.8,1.2839355,6.2729187,3.3953857,0.09671273,13,2.81252169609069,2.13639330863952,9.13452816009521,1283,13.7254905700683,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:20.297000,7.49419795,44.64598641,2.61,3.216,397,344.8,4.3987885,0.17250061,7.8294525,0.03835402,14,2.8143892288208,2.13639330863952,9.13452816009521,1283,13.7254905700683,,
Sun Mar 31 11:11:20 GMT+02:00 2019,2019-03-31 11:11:20.396000,7.49419795,44.64598641,2.61,3.216,397,344.8,4.1928864,0.4981079,8.973877,0.029968798,14,2.8143892288208,2.13639330863952,9.13452816009521,1283,19.6078433990478,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:20.496000,7.49419069,44.64601941,3.38,3.216,398,347,3.187317,2.4613495,8.744034,0.037966873,14,2.8143892288208,3.8901777267456,9.1262559890747,1283,19.6078433990478,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:20.595000,7.49419069,44.64601941,3.38,3.216,398,347,1.0397186,3.6297302,9.464691,0.030275619,14,2.8143892288208,3.8901777267456,9.1262559890747,1388.5,19.6078433990478,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:20.695000,7.49419069,44.64601941,3.38,3.216,398,347,1.6119385,2.3536224,9.67778,0.0541181,15,2.81595611572265,3.8901777267456,9.1262559890747,1388.5,19.6078433990478,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:20.795000,7.49419069,44.64601941,3.38,3.216,398,347,1.2815399,2.6576843,9.457504,0.028894842,15,2.81595611572265,3.8901777267456,9.1262559890747,1388.5,20,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:20.896000,7.49419069,44.64601941,3.38,3.216,398,347,1.171402,2.5858612,9.924377,0.009154286,15,2.81595611572265,4.15701723098754,9.1262559890747,1388.5,20,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:20.996000,7.49419069,44.64601941,3.38,3.216,398,347,2.0309143,2.174057,9.005005,-0.0012508471,15,2.81595611572265,4.15701723098754,9.1262559890747,1504,20,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:21.096000,7.49419069,44.64601941,3.38,3.216,398,347,3.2184448,3.660843,8.114365,-0.016077518,17,2.81768941879272,4.15701723098754,9.1262559890747,1504,20,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:21.196000,7.49419069,44.64601941,3.38,3.216,398,347,3.7523499,3.921814,13.448639,0.4973529,17,2.81768941879272,4.15701723098754,9.1262559890747,1504,20.3921566009521,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:21.295000,7.49419069,44.64601941,3.38,3.216,398,347,1.1929474,1.992096,8.559677,0.093745895,17,2.81768941879272,4.98213338851928,9.11972999572753,1504,20.3921566009521,,
Sun Mar 31 11:11:21 GMT+02:00 2019,2019-03-31 11:11:21.395000,7.49419069,44.64601941,3.38,3.216,398,347,0.99183655,5.312851,7.666641,0.079137854,17,2.81768941879272,4.98213338851928,9.11972999572753,1643,20.3921566009521,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:21.495000,7.49417432,44.64605812,4.36,3.216,398,346.5,3.4387054,2.8324585,7.4463806,-0.09646052,18,2.81952691078186,4.98213338851928,9.11972999572753,1643,20.3921566009521,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:21.595000,7.49417432,44.64605812,4.36,3.216,398,346.5,3.934311,1.6664734,6.934021,-0.05973919,18,2.81952691078186,4.98213338851928,9.11972999572753,1643,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:21.696000,7.49417432,44.64605812,4.36,3.216,398,346.5,4.449066,2.5403595,9.713684,-0.020526566,18,2.81952691078186,5.20764923095703,9.11972999572753,1643,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:21.796000,7.49417432,44.64605812,4.36,3.216,398,346.5,1.1642151,2.73909,10.187744,0.009756277,18,2.81952691078186,5.20764923095703,9.11972999572753,1845,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:21.895000,7.49417432,44.64605812,4.36,3.216,398,346.5,0.8266449,3.352005,9.163025,0.017149687,19,2.82193183898925,5.20764923095703,9.11972999572753,1845,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:21.996000,7.49417432,44.64605812,4.36,3.216,398,346.5,3.8313599,1.7885895,7.989853,0.072715804,19,2.82193183898925,5.20764923095703,9.11972999572753,1845,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:22.096000,7.49417432,44.64605812,4.36,3.216,398,346.5,1.2288666,3.3687592,7.6235504,0.006208638,19,2.82193183898925,5.09492874145507,9.11340141296386,1845,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:22.195000,7.49417432,44.64605812,4.36,3.216,398,346.5,2.9981842,2.7510529,8.289139,-0.039713085,19,2.82193183898925,5.09492874145507,9.11340141296386,1847.5,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:22.296000,7.49417432,44.64605812,4.36,3.216,398,346.5,2.028534,2.6026154,8.387299,-0.062237084,20,2.82393050193786,5.09492874145507,9.11340141296386,1847.5,19.2156867980957,,
Sun Mar 31 11:11:22 GMT+02:00 2019,2019-03-31 11:11:22.396000,7.49417432,44.64605812,4.36,3.216,398,346.5,0.83621216,2.8133087,10.115906,0.02253279,20,2.82393050193786,5.09492874145507,9.11340141296386,1847.5,19.6078433990478,,
Sun Mar 31 11:11:23 GMT+02:00 2019,2019-03-31 11:11:22.496000,7.49417005,44.64610425,5.42,3.216,399,350.6,1.645462,3.1724396,8.626724,0.012405981,20,2.82393050193786,5.35582590103149,9.11340141296386,1847.5,19.6078433990478,,
Sun Mar 31 11:11:23 GMT+02:00 2019,2019-03-31 11:11:22.596000,7.49417005,44.64610425,5.42,3.216,399,350.6,2.5720062,2.6864166,9.148651,0.025699317,20,2.82393050193786,5.35582590103149,9.11340141296386,1937.5,19.6078433990478,,
Sun Mar 31 11:11:23 GMT+02:00 2019,2019-03-31 11:11:22.696000,7.49417005,44.64610425,5.42,3.216,399,350.6,1.3581543,2.557129,9.589188,0.027317246,21,2.82603740692138,5.35582590103149,9.11340141296386,1937.5,19.6078433990478,,
Sun Mar 31 11:11:23 GMT+02:00 2019,2019-03-31 11:11:22.796000,7.49417005,44.64610425,5.42,3.216,399,350.6,1.5688324,3.1820068,8.29393,-0.02618585,21,2.82603740692138,5.35582590103149,9.11340141296386,1937.5,19.6078433990478,,
Sun Mar 31 11:11:23 GMT+02:00 2019,2019-03-31 11:11:22.895000,7.49417005,44.64610425,5.42,3.216,399,350.6,1.9207916,2.9425964,9.445541,-0.024283193,21,2.82603740692138,5.36239099502563,9.10751342773437,1937.5,19.6078433990478,,
Sun Mar 31 11:11:23 GMT+02:00 2019,2019-03-31 11:11:22.995000,7.49417005,44.64610425,5.42,3.216,399,350.6,0.819458,3.5339508,10.491806,0.15062839,21,2.82603740692138,5.36239099502563,9.10751342773437,2016,19.6078433990478,,
Sun Mar 31 11:11:23 GMT+02:00 2019,2019-03-31 11:11:23.096000,7.49417005,44.64610425,5.42,3.216,399,350.6,3.4818115,2.810913,5.717758,0.086161576,21,2.82831239700317,5.36239099502563,9.10751342773437,2016,19.6078433990478,,
