GPS Time,GPS Speed (Meters/second),Speed (OBD)(km/h),Kilometers Per Litre(Instant)(kpl),Trip Distance(km),Kilometers Per Litre(Long Term Average)(kpl),Average trip speed(whilst stopped or moving)(km/h)
Fri Apr 05 17:06:51 GMT+02:00 2019,0,3,9.36520195007324,1.80223262310028,7.52729892730713,15.8742141723633
Fri Apr 05 17:06:52 GMT+02:00 2019,0,0,2.84382343292236,1.80223262310028,7.51395559310913,15.8244514465332
Fri Apr 05 17:06:53 GMT+02:00 2019,0,0,0,1.80223262310028,7.51293897628784,15.8244514465332
Fri Apr 05 17:06:54 GMT+02:00 2019,0,0,0,1.80223262310028,7.51293897628784,15.7749996185303
Fri Apr 05 17:06:55 GMT+02:00 2019,0,0,0,1.80223262310028,7.51192569732666,15.7749996185303
Fri Apr 05 17:06:56 GMT+02:00 2019,0,0,0,1.80223262310028,7.51192569732666,15.7258567810059
Fri Apr 05 17:06:57 GMT+02:00 2019,0,0,0,1.80223262310028,7.51091527938843,15.6770181655884
Fri Apr 05 17:06:58 GMT+02:00 2019,0,0,0,1.80223262310028,7.50990772247314,15.6770181655884
Fri Apr 05 17:06:59 GMT+02:00 2019,0,0,0,1.80223262310028,7.50990772247314,15.6284828186035
Fri Apr 05 17:07:00 GMT+02:00 2019,0,0,0,1.80223262310028,7.50890302658081,15.580246925354
Fri Apr 05 17:07:01 GMT+02:00 2019,0,0,0,1.80223262310028,7.50790166854858,15.580246925354
Fri Apr 05 17:07:02 GMT+02:00 2019,0,0,0,1.80223262310028,7.50790166854858,15.5323076248169
Fri Apr 05 17:07:03 GMT+02:00 2019,0,0,0,1.80223262310028,7.50690269470215,15.4846630096436
Fri Apr 05 17:07:04 GMT+02:00 2019,0,0,0,1.80223262310028,7.50590705871582,15.4846630096436
Fri Apr 05 17:07:05 GMT+02:00 2019,0,0,0,1.80223262310028,7.50590705871582,15.4373092651367
Fri Apr 05 17:07:06 GMT+02:00 2019,0,0,0,1.80223262310028,7.50491428375244,15.3902435302734
Fri Apr 05 17:07:07 GMT+02:00 2019,0,0,0,1.80223262310028,7.50392436981201,15.3434648513794
Fri Apr 05 17:07:08 GMT+02:00 2019,0,0,0,1.80223262310028,7.50293731689453,15.2969694137573
Fri Apr 05 17:07:09 GMT+02:00 2019,0,0,0,1.80223262310028,7.501953125,15.2507553100586
Fri Apr 05 17:07:10 GMT+02:00 2019,0,0,0,1.80223262310028,7.50097131729126,15.2048196792603
Fri Apr 05 17:07:11 GMT+02:00 2019,0,0,0,1.80223262310028,7.49999284744263,15.159158706665
Fri Apr 05 17:07:12 GMT+02:00 2019,0,0,0,1.80223262310028,7.49901723861694,15.159158706665
Fri Apr 05 17:07:13 GMT+02:00 2019,0,0,0,1.80223262310028,7.49804401397705,15.1137723922729
Fri Apr 05 17:07:14 GMT+02:00 2019,1.410288,3,0.666267216205597,1.80223262310028,7.47947931289673,15.0776119232178
Fri Apr 05 17:07:15 GMT+02:00 2019,2.460201,8,2.0288724899292,1.80370688438416,7.46470832824707,15.056547164917
Fri Apr 05 17:07:16 GMT+02:00 2019,3.909784,12,2.57134437561035,1.8063679933548,7.45148277282715,15.047477722168
Fri Apr 05 17:07:17 GMT+02:00 2019,5.180556,18,5.72977733612061,1.81161797046661,7.44684219360352,15.0562133789062
Fri Apr 05 17:07:18 GMT+02:00 2019,5.428302,20,5.72977733612061,1.81677961349487,7.44684219360352,15.0707960128784
Fri Apr 05 17:07:19 GMT+02:00 2019,6.247399,20,2.42380428314209,1.81677961349487,7.43333959579468,15.0707960128784
Fri Apr 05 17:07:20 GMT+02:00 2019,7.532432,27,3.35877346992493,1.83157813549042,7.4224157333374,15.1058826446533
Fri Apr 05 17:07:21 GMT+02:00 2019,8.336043,30,4.03046083450317,1.83918607234955,7.41334629058838,15.1495599746704
Fri Apr 05 17:07:22 GMT+02:00 2019,9.240356,34,3.87555599212646,1.84985268115997,7.40391206741333,15.2046785354614
Fri Apr 05 17:07:23 GMT+02:00 2019,9.465796,34,12.6790742874146,1.85911762714386,7.41794204711914,15.2594747543335
Fri Apr 05 17:07:24 GMT+02:00 2019,10.015782,36,5.80062055587769,1.86882042884827,7.41365194320679,15.319766998291
Fri Apr 05 17:07:25 GMT+02:00 2019,9.892753,36,5.80062055587769,1.86882042884827,7.41365194320679,15.319766998291
Fri Apr 05 17:07:26 GMT+02:00 2019,9.545646,35,27.1793785095215,1.88088059425354,7.46594190597534,15.3768119812012
Fri Apr 05 17:07:27 GMT+02:00 2019,9.68741,34,7.32166862487793,1.89053106307983,7.4655613899231,15.4306354522705
Fri Apr 05 17:07:28 GMT+02:00 2019,9.813531,35,6.9243221282959,1.90283608436584,7.46413707733154,15.4870319366455
Fri Apr 05 17:07:29 GMT+02:00 2019,10.23014,36,6.9243221282959,1.91213512420654,7.46413707733154,15.5459766387939
Fri Apr 05 17:07:30 GMT+02:00 2019,10.43574,37,10.5219163894653,1.92469716072083,7.47216272354126,15.6074495315552
Fri Apr 05 17:07:31 GMT+02:00 2019,10.17068,36,26.0940399169922,1.93458259105682,7.52091121673584,15.665714263916
Fri Apr 05 17:07:32 GMT+02:00 2019,10.602914,37,8.91597938537598,1.94472146034241,7.52455377578735,15.7264957427979
Fri Apr 05 17:07:33 GMT+02:00 2019,9.616354,35,23.4684600830078,1.95689141750336,7.56607437133789,15.78125
Fri Apr 05 17:07:34 GMT+02:00 2019,9.41643,33,13.0018653869629,1.96666646003723,7.58019304275513,15.8300285339355
Fri Apr 05 17:07:35 GMT+02:00 2019,8.333541,33,17.6702880859375,1.96666646003723,7.60633325576782,15.8300285339355
Fri Apr 05 17:07:36 GMT+02:00 2019,6.612037,26,17.6702880859375,1.97719633579254,7.60633325576782,15.858757019043
Fri Apr 05 17:07:37 GMT+02:00 2019,6.648942,24,13.8989639282227,1.98749494552612,7.62259340286255,15.8816900253296
Fri Apr 05 17:07:38 GMT+02:00 2019,6.98938,27,5.86764335632324,1.99634909629822,7.61807012557983,15.9129209518433
Fri Apr 05 17:07:39 GMT+02:00 2019,7.594007,29,5.71314144134522,2.00459361076355,7.61317348480225,15.9495801925659
Fri Apr 05 17:07:40 GMT+02:00 2019,8.846134,30,11.0333614349365,2.01283717155457,7.62194299697876,15.988826751709
Fri Apr 05 17:07:41 GMT+02:00 2019,7.831116,30,16.007511138916,2.01283717155457,7.64338970184326,15.988826751709
Fri Apr 05 17:07:42 GMT+02:00 2019,6.025848,23,8.20575714111328,2.02302503585815,7.64482402801514,16.0083560943604
Fri Apr 05 17:07:43 GMT+02:00 2019,6.62122,23,8.20575714111328,2.02942037582397,7.64482402801514,16.0277786254883
Fri Apr 05 17:07:44 GMT+02:00 2019,7.390451,26,5.13357782363892,2.03785252571106,7.63843393325806,16.0554008483887
Fri Apr 05 17:07:45 GMT+02:00 2019,7.945755,29,5.40978050231934,2.04539203643799,7.63277769088745,16.0911598205566
Fri Apr 05 17:07:46 GMT+02:00 2019,8.711007,31,5.16119766235352,2.05386710166931,7.62652063369751,16.132230758667
Fri Apr 05 17:07:47 GMT+02:00 2019,9.402923,35,5.06919288635254,2.06539869308472,7.62006282806397,16.1840667724609
Fri Apr 05 17:07:48 GMT+02:00 2019,10.011805,35,6.33894014358521,2.07487797737122,7.61683559417725,16.23561668396
Fri Apr 05 17:07:49 GMT+02:00 2019,9.724047,35,16.9592628479004,2.08429884910583,7.64030885696411,16.2868843078613
Fri Apr 05 17:07:50 GMT+02:00 2019,9.536069,32,20.2218284606934,2.09554934501648,7.67184162139893,16.3297004699707
Fri Apr 05 17:07:51 GMT+02:00 2019,7.8573,24,16.5164546966553,2.10324931144714,7.69395303726196,16.3505439758301
Fri Apr 05 17:07:52 GMT+02:00 2019,5.773487,17,18.7089691162109,2.10878992080688,7.72142219543457,16.3523044586182
Fri Apr 05 17:07:53 GMT+02:00 2019,3.193719,17,14.1123695373535,2.10878992080688,7.73731994628906,16.3523044586182
Fri Apr 05 17:07:54 GMT+02:00 2019,2.288413,9,8.00556182861328,2.113440990448,7.73798561096191,16.3324317932129
Fri Apr 05 17:07:55 GMT+02:00 2019,1.086359,6,8.00556182861328,2.11554098129272,7.73798561096191,16.3045825958252
Fri Apr 05 17:07:56 GMT+02:00 2019,0,2,5.50406122207642,2.11693644523621,7.73245620727539,16.2661285400391
Fri Apr 05 17:07:57 GMT+02:00 2019,0,2,0.912740290164948,2.11747646331787,7.71561717987061,16.2278823852539
Fri Apr 05 17:07:58 GMT+02:00 2019,0,6,0.587966620922089,2.11893200874329,7.69806146621704,16.2005348205566
Fri Apr 05 17:07:59 GMT+02:00 2019,0,2,3.09999322891235,2.12005543708801,7.68676376342773,16.1626663208008
Fri Apr 05 17:08:00 GMT+02:00 2019,0,2,1.69871115684509,2.12005543708801,7.6720871925354,16.1626663208008
Fri Apr 05 17:08:01 GMT+02:00 2019,0,0,0,2.12005543708801,7.67119407653809,16.1196804046631
Fri Apr 05 17:08:02 GMT+02:00 2019,0,0,0,2.12005543708801,7.67030334472656,16.0769233703613
Fri Apr 05 17:08:03 GMT+02:00 2019,0,0,0,2.12005543708801,7.66941452026367,16.0343914031982
Fri Apr 05 17:08:04 GMT+02:00 2019,0,0,0,2.12005543708801,7.66852807998657,15.9920845031738
Fri Apr 05 17:08:05 GMT+02:00 2019,0,0,0,2.12005543708801,7.66852807998657,15.9499998092651
Fri Apr 05 17:08:06 GMT+02:00 2019,0,0,0,2.12005543708801,7.66764402389526,15.9081363677979
Fri Apr 05 17:08:07 GMT+02:00 2019,0,0,0,2.12005543708801,7.66676187515259,15.8664922714233
Fri Apr 05 17:08:08 GMT+02:00 2019,0,0,0,2.12005543708801,7.6658821105957,15.8664922714233
Fri Apr 05 17:08:09 GMT+02:00 2019,0,0,0,2.12005543708801,7.6658821105957,15.825065612793
Fri Apr 05 17:08:10 GMT+02:00 2019,0,0,0,2.12005543708801,7.66500473022461,15.7838544845581
Fri Apr 05 17:08:11 GMT+02:00 2019,0,0,0,2.12005543708801,7.66412925720215,15.7838544845581
Fri Apr 05 17:08:12 GMT+02:00 2019,0,0,0,2.12005543708801,7.66412925720215,15.7428569793701
Fri Apr 05 17:08:13 GMT+02:00 2019,0,0,0,2.12005543708801,7.66325616836548,15.7428569793701
Fri Apr 05 17:08:14 GMT+02:00 2019,0,0,0,2.12005543708801,7.66325616836548,15.7020721435547
Fri Apr 05 17:08:15 GMT+02:00 2019,0,0,0,2.12005543708801,7.6623854637146,15.6614990234375
Fri Apr 05 17:08:16 GMT+02:00 2019,0,0,0,2.12005543708801,7.66151666641235,15.6211338043213
Fri Apr 05 17:08:17 GMT+02:00 2019,0.861709,0,0,2.12005543708801,7.66064977645874,15.6211338043213
Fri Apr 05 17:08:18 GMT+02:00 2019,1.276111,4,1.02871799468994,2.12005543708801,7.64493465423584,15.5912599563599
Fri Apr 05 17:08:19 GMT+02:00 2019,3.478491,10,2.80100202560425,2.12207961082458,7.63348293304443,15.5769233703613
Fri Apr 05 17:08:20 GMT+02:00 2019,4.002912,15,7.82809257507324,2.12644410133362,7.63394212722778,15.5754480361938
Fri Apr 05 17:08:21 GMT+02:00 2019,4.271801,14,7.82809257507324,2.13044762611389,7.63394212722778,15.5714282989502
Fri Apr 05 17:08:22 GMT+02:00 2019,1.044297,3,7.33157014846802,2.13332343101501,7.63323068618774,15.5394401550293
Fri Apr 05 17:08:23 GMT+02:00 2019,0,1,2.5214991569519,2.13390564918518,7.62123107910156,15.502537727356
Fri Apr 05 17:08:24 GMT+02:00 2019,0,3,0.509357213973999,2.1345751285553,7.60457563400269,15.4708862304688
Fri Apr 05 17:08:25 GMT+02:00 2019,2.04013,8,0.605532884597778,2.13609218597412,7.58822298049927,15.4520206451416
Fri Apr 05 17:08:26 GMT+02:00 2019,4.034588,8,2.87436676025391,2.13609218597412,7.57723474502564,15.4520206451416
Fri Apr 05 17:08:27 GMT+02:00 2019,3.849961,12,2.87436676025391,2.13949227333069,7.57723474502564,15.4433250427246
Fri Apr 05 17:08:28 GMT+02:00 2019,3.609158,13,4.78772830963135,2.14466238021851,7.57074785232544,15.4371862411499
Fri Apr 05 17:08:29 GMT+02:00 2019,3.922006,13,2.76570391654968,2.14466238021851,7.55959892272949,15.4371862411499
Fri Apr 05 17:08:30 GMT+02:00 2019,5.56998,19,2.76570391654968,2.15248465538025,7.55959892272949,15.4461154937744
Fri Apr 05 17:08:31 GMT+02:00 2019,6.109022,22,2.78368782997131,2.16222214698791,7.54854393005371,15.4624996185303
Fri Apr 05 17:08:32 GMT+02:00 2019,6.835111,22,2.78368782997131,2.16222214698791,7.54854393005371,15.4624996185303
Fri Apr 05 17:08:33 GMT+02:00 2019,7.783001,28,4.11553049087524,2.1739513874054,7.54061555862427,15.4937658309937
Fri Apr 05 17:08:34 GMT+02:00 2019,8.666697,32,4.19477653503418,2.18393468856812,7.53290605545044,15.5348262786865
Fri Apr 05 17:08:35 GMT+02:00 2019,9.540802,34,6.09692621231079,2.1928813457489,7.5296049118042,15.5806455612183
Fri Apr 05 17:08:36 GMT+02:00 2019,9.571961,34,14.5411891937256,2.20175909996033,7.54568672180176,15.6262378692627
Fri Apr 05 17:08:37 GMT+02:00 2019,9.497778,34,25.259464263916,2.20175909996033,7.58622169494629,15.6262378692627
Fri Apr 05 17:08:38 GMT+02:00 2019,8.997337,32,20.3394908905029,2.21298837661743,7.61533880233765,15.6666669845581
Fri Apr 05 17:08:39 GMT+02:00 2019,8.294057,30,18.01344871521,2.22137570381165,7.63902425765991,15.7019701004028
Fri Apr 05 17:08:40 GMT+02:00 2019,6.758488,26,13.0217971801758,2.23119902610779,7.65125799179077,15.7272729873657
Fri Apr 05 17:08:41 GMT+02:00 2019,4.331761,18,13.220272064209,2.23700451850891,7.66388607025147,15.7328433990479
Fri Apr 05 17:08:42 GMT+02:00 2019,3.384713,15,13.220272064209,2.24294447898865,7.66388607025147,15.7310514450073
Fri Apr 05 17:08:43 GMT+02:00 2019,4.166217,16,9.05306148529053,2.24707770347595,7.66702890396118,15.731707572937
Fri Apr 05 17:08:44 GMT+02:00 2019,5.050497,19,4.82611656188965,2.25290608406067,7.66061639785767,15.7396593093872
Fri Apr 05 17:08:45 GMT+02:00 2019,4.278173,13,10.9337520599365,2.25737714767456,7.66798830032349,15.7330093383789
Fri Apr 05 17:08:46 GMT+02:00 2019,2.31297,7,9.23843765258789,2.26015496253967,7.67151737213135,15.7118644714355
Fri Apr 05 17:08:47 GMT+02:00 2019,1.168874,3,5.895667552948,2.26187992095947,7.66753530502319,15.6811590194702
Fri Apr 05 17:08:48 GMT+02:00 2019,0.897857,3,3.00714635848999,2.26269245147705,7.65710973739624,15.6506023406982
Fri Apr 05 17:08:49 GMT+02:00 2019,0.880421,5,1.7890682220459,2.26385569572449,7.64401149749756,15.625
Fri Apr 05 17:08:50 GMT+02:00 2019,1.696036,5,1.29989278316498,2.26385569572449,7.62988185882568,15.625
Fri Apr 05 17:08:51 GMT+02:00 2019,2.983295,9,5.36630535125732,2.26625323295593,7.6248517036438,15.609112739563
Fri Apr 05 17:08:52 GMT+02:00 2019,2.254438,9,6.56945848464966,2.26873326301575,7.62251138687134,15.5933017730713
Fri Apr 05 17:08:53 GMT+02:00 2019,1.048593,5,4.58544301986694,2.27064847946167,7.6157922744751,15.568018913269
Fri Apr 05 17:08:54 GMT+02:00 2019,0,2,1.70261085033417,2.27184629440308,7.60273885726929,15.5357141494751
Fri Apr 05 17:08:55 GMT+02:00 2019,0,2,1.00242924690247,2.27238631248474,7.58820104598999,15.5035629272461
Fri Apr 05 17:08:56 GMT+02:00 2019,0,2,1.00242924690247,2.27294135093689,7.58820104598999,15.4715642929077
Fri Apr 05 17:08:57 GMT+02:00 2019,2.272426,9,0.511768817901611,2.27489995956421,7.57264804840088,15.4562644958496
Fri Apr 05 17:08:58 GMT+02:00 2019,3.880399,14,2.35054016113281,2.27794432640076,7.56119632720947,15.4528303146362
Fri Apr 05 17:08:59 GMT+02:00 2019,5.443012,20,2.50742673873901,2.28251552581787,7.55013751983643,15.463529586792
Fri Apr 05 17:09:00 GMT+02:00 2019,6.841198,24,3.24545860290527,2.28988552093506,7.54073905944824,15.4835681915283
Fri Apr 05 17:09:01 GMT+02:00 2019,7.077021,26,2.89655518531799,2.29700350761414,7.53062057495117,15.5081968307495
Fri Apr 05 17:09:02 GMT+02:00 2019,7.91435,29,4.60638093948364,2.30436730384827,7.52426385879517,15.539719581604
Fri Apr 05 17:09:03 GMT+02:00 2019,8.356659,29,4.61229372024536,2.30436730384827,7.51794719696045,15.539719581604
Fri Apr 05 17:09:04 GMT+02:00 2019,9.423367,33,7.8731164932251,2.31532073020935,7.51871585845947,15.5804195404053
Fri Apr 05 17:09:05 GMT+02:00 2019,9.504108,34,17.4359645843506,2.3244309425354,7.54013538360596,15.6232557296753
Fri Apr 05 17:09:06 GMT+02:00 2019,9.12909,33,17.5392589569092,2.335942029953,7.56168508529663,15.6635732650757
Fri Apr 05 17:09:07 GMT+02:00 2019,8.795209,31,8.90195274353027,2.34459972381592,7.56456756591797,15.6990737915039
Fri Apr 05 17:09:08 GMT+02:00 2019,8.686648,31,8.90195274353027,2.3529007434845,7.56456756591797,15.734411239624
Fri Apr 05 17:09:09 GMT+02:00 2019,8.692679,33,14.1320714950562,2.36384296417236,7.57424163818359,15.7741937637329
Fri Apr 05 17:09:10 GMT+02:00 2019,8.909341,32,11.1002101898193,2.37260890007019,7.5817756652832,15.8114938735962
Fri Apr 05 17:09:11 GMT+02:00 2019,8.667307,31,11.1002101898193,2.38092136383057,7.5817756652832,15.8463306427002
Fri Apr 05 17:09:12 GMT+02:00 2019,8.490305,30,13.5841903686523,2.3911726474762,7.59457397460938,15.8787183761597
Fri Apr 05 17:09:13 GMT+02:00 2019,8.129881,28,6.76587247848511,2.39901065826416,7.59281063079834,15.9063930511475
Fri Apr 05 17:09:14 GMT+02:00 2019,7.79459,26,13.5824098587036,2.40665316581726,7.60552740097046,15.9293851852417
Fri Apr 05 17:09:15 GMT+02:00 2019,5.287844,16,12.1108541488647,2.41382241249084,7.61507272720337,15.9295454025269
Fri Apr 05 17:09:16 GMT+02:00 2019,4.079841,14,12.1460018157959,2.41799330711365,7.62465190887451,15.9251699447632
Fri Apr 05 17:09:17 GMT+02:00 2019,3.024859,14,10.0444173812866,2.41799330711365,7.62975692749023,15.9251699447632
Fri Apr 05 17:09:18 GMT+02:00 2019,2.956761,12,10.2770509719849,2.42255783081055,7.63533020019531,15.9162893295288
Fri Apr 05 17:09:19 GMT+02:00 2019,3.074765,11,11.5646991729736,2.42568850517273,7.64358520507813,15.9051914215088
Fri Apr 05 17:09:20 GMT+02:00 2019,2.738605,9,4.18759727478027,2.42839121818542,7.63633966445923,15.8896398544312
Fri Apr 05 17:09:21 GMT+02:00 2019,2.708136,9,3.33529829978943,2.43161869049072,7.62734174728394,15.8741569519043
Fri Apr 05 17:09:22 GMT+02:00 2019,3.396431,12,6.63946676254272,2.43439531326294,7.62527942657471,15.8654708862305
Fri Apr 05 17:09:23 GMT+02:00 2019,2.893074,11,6.63946676254272,2.43764090538025,7.62527942657471,15.8545866012573
Fri Apr 05 17:09:24 GMT+02:00 2019,2.421523,8,6.37673330307007,2.44096064567566,7.62267827987671,15.8370532989502
Fri Apr 05 17:09:25 GMT+02:00 2019,1.572459,4,5.82857847213745,2.44258403778076,7.61894845962524,15.8106908798218
Fri Apr 05 17:09:26 GMT+02:00 2019,0,2,3.58794403076172,2.44364237785339,7.61058521270752,15.7799997329712
Fri Apr 05 17:09:27 GMT+02:00 2019,0,2,1.24354290962219,2.44364237785339,7.59740304946899,15.7799997329712
Fri Apr 05 17:09:28 GMT+02:00 2019,0,1,0.449245512485504,2.44424653053284,7.58263397216797,15.7472286224365
Fri Apr 05 17:09:29 GMT+02:00 2019,1.189627,3,0.449245512485504,2.44479990005493,7.58263397216797,15.7190265655518
Fri Apr 05 17:09:30 GMT+02:00 2019,2.204037,9,0.505614638328552,2.44727659225464,7.5680422782898,15.7041940689087
Fri Apr 05 17:09:31 GMT+02:00 2019,3.30936,9,0.505614638328552,2.44727659225464,7.5680422782898,15.7041940689087
Fri Apr 05 17:09:32 GMT+02:00 2019,2.182367,8,6.60802984237671,2.45131635665894,7.56606721878052,15.6872243881226
Fri Apr 05 17:09:33 GMT+02:00 2019,1.016631,8,5.39139842987061,2.45131635665894,7.56160163879395,15.6872243881226
Fri Apr 05 17:09:34 GMT+02:00 2019,0.89357,4,5.39139842987061,2.45419478416443,7.56160163879395,15.6615381240845
Fri Apr 05 17:09:35 GMT+02:00 2019,1.781944,9,2.01519632339478,2.4569411277771,7.55023622512817,15.6469297409058
Fri Apr 05 17:09:36 GMT+02:00 2019,2.527296,9,3.0153386592865,2.4569411277771,7.54096221923828,15.6469297409058
Fri Apr 05 17:09:37 GMT+02:00 2019,3.50135,13,3.11613011360168,2.46061992645264,7.53193187713623,15.6411380767822
Fri Apr 05 17:09:38 GMT+02:00 2019,3.784428,15,7.60885667800903,2.46867084503174,7.53208875656128,15.6405229568481
Fri Apr 05 17:09:39 GMT+02:00 2019,2.755211,15,4.48597431182861,2.46867084503174,7.52589750289917,15.6405229568481
Fri Apr 05 17:09:40 GMT+02:00 2019,3.277269,15,7.51059436798096,2.4738667011261,7.52586603164673,15.6391305923462
Fri Apr 05 17:09:41 GMT+02:00 2019,1.725469,14,7.42803764343262,2.47786235809326,7.52566814422607,15.6355752944946
Fri Apr 05 17:09:42 GMT+02:00 2019,1.583258,10,6.58434104919434,2.48105239868164,7.52376651763916,15.6233768463135
Fri Apr 05 17:09:43 GMT+02:00 2019,1.09928,11,3.49760961532593,2.48493146896362,7.51564931869507,15.6133909225464
Fri Apr 05 17:09:44 GMT+02:00 2019,1.773715,13,3.49760961532593,2.48815822601318,7.51564931869507,15.6077585220337
Fri Apr 05 17:09:45 GMT+02:00 2019,2.733899,18,2.99028158187866,2.4934196472168,7.50654411315918,15.6129035949707
Fri Apr 05 17:09:46 GMT+02:00 2019,4.518406,20,3.30387377738953,2.49858140945435,7.4981050491333,15.6223173141479
Fri Apr 05 17:09:47 GMT+02:00 2019,5.360841,22,3.33749771118164,2.50414061546326,7.48976707458496,15.6359739303589
Fri Apr 05 17:09:48 GMT+02:00 2019,5.76223,27,3.95914053916931,2.51275634765625,7.48270559310913,15.6602563858032
Fri Apr 05 17:09:49 GMT+02:00 2019,6.322081,30,4.37038040161133,2.52087092399597,7.47649335861206,15.6908311843872
Fri Apr 05 17:09:50 GMT+02:00 2019,6.724478,30,9.34891605377197,2.52087092399597,7.48022317886353,15.6908311843872
Fri Apr 05 17:09:51 GMT+02:00 2019,6.261538,33,9.34891605377197,2.53396964073181,7.48022317886353,15.7276592254639
Fri Apr 05 17:09:52 GMT+02:00 2019,6.281917,31,16.6733703613281,2.54722309112549,7.49849987030029,15.760085105896
Fri Apr 05 17:09:53 GMT+02:00 2019,5.438033,31,12.5684843063355,2.54722309112549,7.5085597038269,15.760085105896
Fri Apr 05 17:09:54 GMT+02:00 2019,3.87254,23,12.5684843063355,2.55818057060242,7.5085597038269,15.7754240036011
Fri Apr 05 17:09:55 GMT+02:00 2019,2.993193,17,11.1714296340942,2.5653805732727,7.51581287384033,15.7780122756958
Fri Apr 05 17:09:56 GMT+02:00 2019,1.665696,13,11.6429929733276,2.56958889961243,7.5239691734314,15.7721519470215
Fri Apr 05 17:09:57 GMT+02:00 2019,0.317126,8,9.99150848388672,2.57304525375366,7.52883625030518,15.7557897567749
Fri Apr 05 17:09:58 GMT+02:00 2019,0.508724,5,6.94542551040649,2.57486534118652,7.52768754959106,15.733193397522
Fri Apr 05 17:09:59 GMT+02:00 2019,0,4,4.86320781707764,2.5761091709137,7.52245283126831,15.7085952758789
Fri Apr 05 17:10:00 GMT+02:00 2019,0,4,4.07168054580689,2.5761091709137,7.51568651199341,15.7085952758789
Fri Apr 05 17:10:01 GMT+02:00 2019,0,2,1.83105945587158,2.57718920707703,7.50456237792969,15.6799163818359
Fri Apr 05 17:10:02 GMT+02:00 2019,3.332654,2,1.83105945587158,2.57786536216736,7.50456237792969,15.6513566970825
Fri Apr 05 17:10:03 GMT+02:00 2019,4.837687,2,1.44645869731903,2.57786536216736,7.49273014068604,15.6513566970825
Fri Apr 05 17:10:04 GMT+02:00 2019,0,4,1.44645869731903,2.57930874824524,7.49273014068604,15.6270837783813
Fri Apr 05 17:10:05 GMT+02:00 2019,0,3,3.48852491378784,2.58096432685852,7.48492431640625,15.6008319854736
Fri Apr 05 17:10:06 GMT+02:00 2019,0,3,3.0809051990509,2.58096432685852,7.47635650634766,15.6008319854736
Fri Apr 05 17:10:07 GMT+02:00 2019,0,0,0,2.58096432685852,7.47566509246826,15.5684642791748
Fri Apr 05 17:10:08 GMT+02:00 2019,0,0,0,2.58096432685852,7.47497510910034,15.5362319946289
Fri Apr 05 17:10:09 GMT+02:00 2019,0,0,0,2.58096432685852,7.4742865562439,15.504132270813
Fri Apr 05 17:10:10 GMT+02:00 2019,0,0,0,2.58096432685852,7.47359943389893,15.4721651077271
Fri Apr 05 17:10:11 GMT+02:00 2019,0,0,0,2.58096432685852,7.47359943389893,15.4403295516968
Fri Apr 05 17:10:12 GMT+02:00 2019,0,0,0,2.58096432685852,7.47291374206543,15.4086246490479
Fri Apr 05 17:10:13 GMT+02:00 2019,0,0,0,2.58096432685852,7.47222948074341,15.377049446106
Fri Apr 05 17:10:14 GMT+02:00 2019,0,0,0,2.58096432685852,7.47154664993286,15.3456029891968
Fri Apr 05 17:10:15 GMT+02:00 2019,0,0,0,2.58096432685852,7.47086524963379,15.3142852783203
Fri Apr 05 17:10:16 GMT+02:00 2019,0,0,0,2.58096432685852,7.47018480300903,15.2830953598022
Fri Apr 05 17:10:17 GMT+02:00 2019,0,2,0,2.58096432685852,7.46950578689575,15.2560977935791
Fri Apr 05 17:10:18 GMT+02:00 2019,0,2,1.82662355899811,2.58096432685852,7.4587574005127,15.2560977935791
Fri Apr 05 17:10:19 GMT+02:00 2019,0,1,0.976343154907227,2.58148860931396,7.44643354415894,15.227180480957
Fri Apr 05 17:10:20 GMT+02:00 2019,0,0,0,2.58148860931396,7.44576072692871,15.1963558197021
Fri Apr 05 17:10:21 GMT+02:00 2019,0,0,0,2.58148860931396,7.44508934020996,15.1656560897827
Fri Apr 05 17:10:22 GMT+02:00 2019,0,0,0,2.58148860931396,7.44441890716553,15.1350803375244
Fri Apr 05 17:10:23 GMT+02:00 2019,0,0,0,2.58148860931396,7.44441890716553,15.1046276092529
Fri Apr 05 17:10:24 GMT+02:00 2019,0,0,0,2.58148860931396,7.44375038146973,15.1046276092529
Fri Apr 05 17:10:25 GMT+02:00 2019,0,0,0,2.58148860931396,7.44375038146973,15.0742969512939
Fri Apr 05 17:10:26 GMT+02:00 2019,0,0,0,2.58148860931396,7.44308280944824,15.0440883636475
Fri Apr 05 17:10:27 GMT+02:00 2019,0,0,0,2.58148860931396,7.44241619110107,15.0440883636475
Fri Apr 05 17:10:28 GMT+02:00 2019,0,0,0,2.58148860931396,7.44241619110107,15.0139999389648
Fri Apr 05 17:10:29 GMT+02:00 2019,0,0,0,2.58148860931396,7.44175148010254,14.9840316772461
Fri Apr 05 17:10:30 GMT+02:00 2019,0,0,0,2.58148860931396,7.44108772277832,14.9840316772461
Fri Apr 05 17:10:31 GMT+02:00 2019,0,0,0,2.58148860931396,7.44108772277832,14.9541835784912
Fri Apr 05 17:10:32 GMT+02:00 2019,0.940542,5,0,2.58148860931396,7.44042539596558,14.9343938827515
Fri Apr 05 17:10:33 GMT+02:00 2019,0.830808,5,3.63343119621277,2.58148860931396,7.43332290649414,14.9343938827515
Fri Apr 05 17:10:34 GMT+02:00 2019,0.281643,3,3.63343119621277,2.58310079574585,7.43332290649414,14.9107141494751
