GPS Time,GPS Speed (Meters/second),Speed (OBD)(km/h),Kilometers Per Litre(Instant)(kpl),Trip Distance(km),Kilometers Per Litre(Long Term Average)(kpl),Average trip speed(whilst stopped or moving)(km/h)
Fri Apr 05 17:16:13 GMT+02:00 2019,0,0,0,4.12230825424194,7.82482528686523,15.662112236023
Fri Apr 05 17:16:14 GMT+02:00 2019,0,0,0,4.12230825424194,7.82438039779663,15.6426801681519
Fri Apr 05 17:16:15 GMT+02:00 2019,0,0,0,4.12230825424194,7.82393646240234,15.6232957839966
Fri Apr 05 17:16:16 GMT+02:00 2019,0,0,0,4.12230825424194,7.82349300384522,15.6039600372314
Fri Apr 05 17:16:17 GMT+02:00 2019,0,0,0,4.12230825424194,7.82305002212524,15.5846719741821
Fri Apr 05 17:16:18 GMT+02:00 2019,0,0,0,4.12230825424194,7.82305002212524,15.5654325485229
Fri Apr 05 17:16:19 GMT+02:00 2019,0,0,0,4.12230825424194,7.82260751724243,15.546238899231
Fri Apr 05 17:16:20 GMT+02:00 2019,0,0,0,4.12230825424194,7.82216548919678,15.5270938873291
Fri Apr 05 17:16:21 GMT+02:00 2019,0,0,0,4.12230825424194,7.82172441482544,15.5270938873291
Fri Apr 05 17:16:22 GMT+02:00 2019,0,0,0,4.12230825424194,7.8212833404541,15.5079946517944
Fri Apr 05 17:16:23 GMT+02:00 2019,0,0,0,4.12230825424194,7.82084321975708,15.4889430999756
Fri Apr 05 17:16:24 GMT+02:00 2019,0,0,0,4.12230825424194,7.82040357589722,15.4699382781982
Fri Apr 05 17:16:25 GMT+02:00 2019,0,0,0,4.12230825424194,7.81996440887451,15.4509801864624
Fri Apr 05 17:16:26 GMT+02:00 2019,0,0,0,4.12230825424194,7.81996440887451,15.4320688247681
Fri Apr 05 17:16:27 GMT+02:00 2019,0,0,0,4.12230825424194,7.81908798217773,15.4132032394409
Fri Apr 05 17:16:28 GMT+02:00 2019,0,0,0,4.12230825424194,7.8186502456665,15.394383430481
Fri Apr 05 17:16:29 GMT+02:00 2019,0,0,0,4.12230825424194,7.8186502456665,15.3756093978882
Fri Apr 05 17:16:30 GMT+02:00 2019,0.613334,2,0,4.12230825424194,7.81821346282959,15.359317779541
Fri Apr 05 17:16:31 GMT+02:00 2019,1.730533,7,0.543547689914703,4.12353324890137,7.80968475341797,15.3491487503052
Fri Apr 05 17:16:32 GMT+02:00 2019,2.815036,12,2.99631190299988,4.12671566009522,7.80404853820801,15.3450794219971
Fri Apr 05 17:16:33 GMT+02:00 2019,3.269481,15,2.77403616905212,4.13034582138062,7.79816579818726,15.3446598052979
Fri Apr 05 17:16:34 GMT+02:00 2019,4.359625,19,2.37266325950623,4.13487434387207,7.79182720184326,15.3490905761719
Fri Apr 05 17:16:35 GMT+02:00 2019,4.169016,19,3.43487286567688,4.13487434387207,7.78674364089966,15.3490905761719
Fri Apr 05 17:16:36 GMT+02:00 2019,4.652036,20,3.74351763725281,4.14168834686279,7.78203105926514,15.3547220230103
Fri Apr 05 17:16:37 GMT+02:00 2019,5.420052,20,3.23808431625366,4.14168834686279,7.77674102783203,15.3547220230103
Fri Apr 05 17:16:38 GMT+02:00 2019,6.120477,27,12.8949928283691,4.1544828414917,7.78269290924072,15.368803024292
Fri Apr 05 17:16:39 GMT+02:00 2019,5.611449,26,10.4695863723755,4.16392707824707,7.785813331604,15.3816423416138
Fri Apr 05 17:16:40 GMT+02:00 2019,6.088024,25,3.67867946624756,4.17085456848145,7.78104877471924,15.3932447433472
Fri Apr 05 17:16:41 GMT+02:00 2019,7.28983,28,3.67867946624756,4.17790651321411,7.78104877471924,15.4084339141846
Fri Apr 05 17:16:42 GMT+02:00 2019,8.819148,34,3.68759822845459,4.19025468826294,7.77630567550659,15.4308061599731
Fri Apr 05 17:16:43 GMT+02:00 2019,10.193811,34,3.68759822845459,4.19025468826294,7.77630567550659,15.4308061599731
Fri Apr 05 17:16:44 GMT+02:00 2019,11.346352,41,3.88387894630432,4.20813989639282,7.77180051803589,15.4615383148193
Fri Apr 05 17:16:45 GMT+02:00 2019,11.677587,43,11.618896484375,4.22210502624512,7.77624797821045,15.4945974349976
Fri Apr 05 17:16:46 GMT+02:00 2019,11.929144,44,4.15793657302856,4.23392248153687,7.77206945419312,15.5287771224976
Fri Apr 05 17:16:47 GMT+02:00 2019,12.855936,47,5.6143856048584,4.24652338027954,7.76958084106445,15.5664672851562
Fri Apr 05 17:16:48 GMT+02:00 2019,13.475067,49,5.85215330123901,4.26252317428589,7.76737213134766,15.6064596176147
Fri Apr 05 17:16:49 GMT+02:00 2019,13.028457,48,17.2702178955078,4.27549695968628,7.77830743789673,15.6451616287231
Fri Apr 05 17:16:50 GMT+02:00 2019,12.997846,48,8.33646678924561,4.27549695968628,7.77894878387451,15.6451616287231
Fri Apr 05 17:16:51 GMT+02:00 2019,12.996682,49,8.33646678924561,4.29148864746094,7.77894878387451,15.6849641799927
Fri Apr 05 17:16:52 GMT+02:00 2019,13.066483,50,10.0515565872192,4.31190729141235,7.7815580368042,15.7258644104004
Fri Apr 05 17:16:53 GMT+02:00 2019,13.31597,52,7.04763650894165,4.33019638061523,7.78071641921997,15.7690477371216
Fri Apr 05 17:16:54 GMT+02:00 2019,13.52599,52,7.23390817642212,4.34409189224243,7.78008985519409,15.8121280670166
Fri Apr 05 17:16:55 GMT+02:00 2019,13.869164,52,7.32445526123047,4.35847854614258,7.77956867218018,15.8551073074341
Fri Apr 05 17:16:56 GMT+02:00 2019,14.022316,52,8.94825744628906,4.35847854614258,7.7809042930603,15.8551073074341
Fri Apr 05 17:16:57 GMT+02:00 2019,14.217463,55,9.16584014892578,4.39092683792114,7.7824854850769,15.9466829299927
Fri Apr 05 17:16:58 GMT+02:00 2019,14.486834,55,9.13124847412109,4.39092683792114,7.78402328491211,15.9466829299927
Fri Apr 05 17:16:59 GMT+02:00 2019,14.911962,56,12.5517597198486,4.40975046157837,7.78945350646973,15.9940824508667
Fri Apr 05 17:17:00 GMT+02:00 2019,15.140527,56,12.5517597198486,4.4263014793396,7.78945350646973,16.0413703918457
Fri Apr 05 17:17:01 GMT+02:00 2019,15.162409,56,33.0764656066895,4.44501495361328,7.82443618774414,16.0885486602783
Fri Apr 05 17:17:02 GMT+02:00 2019,14.795415,55,39.8672409057617,4.45986127853394,7.82532405853272,16.1344337463379
Fri Apr 05 17:17:03 GMT+02:00 2019,14.484413,54,39.8672409057617,4.47484874725342,7.82532405853272,16.1790332794189
Fri Apr 05 17:17:04 GMT+02:00 2019,14.037014,51,33.1377029418945,4.49326753616333,7.85402297973633,16.2199993133545
Fri Apr 05 17:17:05 GMT+02:00 2019,13.68369,50,33.1377029418945,4.50666427612305,7.85402297973633,16.2596950531006
Fri Apr 05 17:17:06 GMT+02:00 2019,13.044656,47,31.1093788146973,4.5198130607605,7.8803596496582,16.2957744598389
Fri Apr 05 17:17:07 GMT+02:00 2019,11.459394,40,24.2249526977539,4.53564214706421,7.89884901046753,16.3235645294189
Fri Apr 05 17:17:08 GMT+02:00 2019,10.061068,33,28.7125453948975,4.54595327377319,7.92236757278442,16.3430919647217
Fri Apr 05 17:17:09 GMT+02:00 2019,7.074867,33,31.9677848815918,4.54595327377319,7.94950675964356,16.3430919647217
Fri Apr 05 17:17:10 GMT+02:00 2019,4.576106,19,31.9677848815918,4.55693817138672,7.94950675964356,16.3461990356445
Fri Apr 05 17:17:11 GMT+02:00 2019,3.698012,14,19.7736721038818,4.56361627578735,7.96283721923828,16.3434581756592
Fri Apr 05 17:17:12 GMT+02:00 2019,2.51013,14,19.7736721038818,4.56361627578735,7.96283721923828,16.3434581756592
Fri Apr 05 17:17:13 GMT+02:00 2019,1.363127,6,15.4545288085938,4.56784391403198,7.97127389907837,16.3313884735107
Fri Apr 05 17:17:14 GMT+02:00 2019,0.352251,2,6.14501857757568,4.56924724578857,7.96921968460083,16.3146858215332
Fri Apr 05 17:17:15 GMT+02:00 2019,0.187533,1,1.97040569782257,4.569655418396,7.96247911453247,16.2968559265137
Fri Apr 05 17:17:16 GMT+02:00 2019,0,0,1.05266726016998,4.569655418396,7.95472431182861,16.2779064178467
Fri Apr 05 17:17:17 GMT+02:00 2019,0,0,0,4.569655418396,7.95429944992065,16.2590007781982
Fri Apr 05 17:17:18 GMT+02:00 2019,0,0,0,4.569655418396,7.95387554168701,16.2590007781982
Fri Apr 05 17:17:19 GMT+02:00 2019,0,0,0,4.569655418396,7.95345163345337,16.2401390075684
Fri Apr 05 17:17:20 GMT+02:00 2019,0,0,0,4.569655418396,7.95302867889404,16.221321105957
Fri Apr 05 17:17:21 GMT+02:00 2019,0,0,0,4.569655418396,7.95260572433472,16.2025470733643
Fri Apr 05 17:17:22 GMT+02:00 2019,0,0,0,4.569655418396,7.95218372344971,16.1838150024414
Fri Apr 05 17:17:23 GMT+02:00 2019,0,0,0,4.569655418396,7.9517617225647,16.1651268005371
Fri Apr 05 17:17:24 GMT+02:00 2019,0,0,0,4.569655418396,7.951340675354,16.1464824676514
Fri Apr 05 17:17:25 GMT+02:00 2019,0,0,0,4.569655418396,7.951340675354,16.1278800964355
Fri Apr 05 17:17:26 GMT+02:00 2019,0,0,0,4.569655418396,7.95092010498047,16.1093215942383
Fri Apr 05 17:17:27 GMT+02:00 2019,0,0,0,4.569655418396,7.95050001144409,16.0908050537109
Fri Apr 05 17:17:28 GMT+02:00 2019,0,0,0,4.569655418396,7.95007991790772,16.0723304748535
Fri Apr 05 17:17:29 GMT+02:00 2019,0,0,0,4.569655418396,7.94966077804565,16.0538997650146
Fri Apr 05 17:17:30 GMT+02:00 2019,0,0,0,4.569655418396,7.94924211502075,16.0355091094971
Fri Apr 05 17:17:31 GMT+02:00 2019,0,0,0,4.569655418396,7.94882392883301,16.0355091094971
Fri Apr 05 17:17:32 GMT+02:00 2019,0,0,0,4.569655418396,7.94840621948242,16.017162322998
Fri Apr 05 17:17:33 GMT+02:00 2019,0,0,0,4.569655418396,7.94798851013184,15.9988574981689
Fri Apr 05 17:17:34 GMT+02:00 2019,0,0,0,4.569655418396,7.94798851013184,15.9805936813354
Fri Apr 05 17:17:35 GMT+02:00 2019,0,0,0,4.569655418396,7.94757175445557,15.9623718261719
Fri Apr 05 17:17:36 GMT+02:00 2019,0,0,0,4.569655418396,7.94715547561646,15.9441909790039
Fri Apr 05 17:17:37 GMT+02:00 2019,0,0,0,4.569655418396,7.9467396736145,15.9260520935059
Fri Apr 05 17:17:38 GMT+02:00 2019,0,0,0,4.569655418396,7.94632434844971,15.9079542160034
Fri Apr 05 17:17:39 GMT+02:00 2019,0,0,0,4.569655418396,7.94590950012207,15.8898983001709
Fri Apr 05 17:17:40 GMT+02:00 2019,0,0,0,4.569655418396,7.94549512863159,15.8898983001709
Fri Apr 05 17:17:41 GMT+02:00 2019,0,0,0,4.569655418396,7.94508123397827,15.8718824386597
Fri Apr 05 17:17:42 GMT+02:00 2019,0.527862,0,0,4.569655418396,7.94466733932495,15.853907585144
Fri Apr 05 17:17:43 GMT+02:00 2019,0,1,0.77848619222641,4.569655418396,7.93684434890747,15.837103843689
Fri Apr 05 17:17:44 GMT+02:00 2019,0,0,0.77848619222641,4.569655418396,7.93684434890747,15.8192090988159
Fri Apr 05 17:17:45 GMT+02:00 2019,0,0,0,4.569655418396,7.93643188476563,15.8013544082642
Fri Apr 05 17:17:46 GMT+02:00 2019,0,0,0,4.569655418396,7.9360203742981,15.7835397720337
Fri Apr 05 17:17:47 GMT+02:00 2019,0,0,0,4.569655418396,7.93560934066772,15.7835397720337
Fri Apr 05 17:17:48 GMT+02:00 2019,0,0,0,4.569655418396,7.93560934066772,15.7657661437988
Fri Apr 05 17:17:49 GMT+02:00 2019,0,0,0,4.569655418396,7.93519830703735,15.7657661437988
Fri Apr 05 17:17:50 GMT+02:00 2019,0,0,0,4.569655418396,7.93519830703735,15.7480316162109
Fri Apr 05 17:17:51 GMT+02:00 2019,0,0,0,4.569655418396,7.9347882270813,15.7303371429443
Fri Apr 05 17:17:52 GMT+02:00 2019,0,0,0,4.569655418396,7.93437814712524,15.7303371429443
Fri Apr 05 17:17:53 GMT+02:00 2019,0,0,0,4.569655418396,7.93396902084351,15.712682723999
Fri Apr 05 17:17:54 GMT+02:00 2019,0,0,0,4.569655418396,7.93355989456177,15.6950674057007
Fri Apr 05 17:17:55 GMT+02:00 2019,0,0,0,4.569655418396,7.93315172195435,15.6774911880493
Fri Apr 05 17:17:56 GMT+02:00 2019,0,0,0,4.569655418396,7.93315172195435,15.6599550247192
Fri Apr 05 17:17:57 GMT+02:00 2019,0,0,0,4.569655418396,7.93274354934692,15.6424579620361
Fri Apr 05 17:17:58 GMT+02:00 2019,0,0,0,4.569655418396,7.93233633041382,15.625
Fri Apr 05 17:17:59 GMT+02:00 2019,1.349197,6,0,4.569655418396,7.93192911148071,15.6142702102661
Fri Apr 05 17:18:00 GMT+02:00 2019,2.128425,12,1.40535032749176,4.5728554725647,7.92490386962891,15.6102447509766
Fri Apr 05 17:18:01 GMT+02:00 2019,3.176358,17,1.40535032749176,4.57670593261719,7.92490386962891,15.6117906570435
Fri Apr 05 17:18:02 GMT+02:00 2019,3.331868,18,6.92748594284058,4.58130931854248,7.92383146286011,15.614444732666
Fri Apr 05 17:18:03 GMT+02:00 2019,3.513674,19,3.00194978713989,4.58756351470947,7.91854476928711,15.6182022094727
Fri Apr 05 17:18:04 GMT+02:00 2019,4.266466,22,4.54183292388916,4.59330940246582,7.91492176055908,15.6252775192261
Fri Apr 05 17:18:05 GMT+02:00 2019,4.943825,22,4.18449544906616,4.59330940246582,7.91092348098755,15.6252775192261
Fri Apr 05 17:18:06 GMT+02:00 2019,6.121675,25,3.86098146438599,4.60142993927002,7.90658712387085,15.6356592178345
Fri Apr 05 17:18:07 GMT+02:00 2019,7.097532,29,3.65333676338196,4.6087498664856,7.90203809738159,15.6504421234131
Fri Apr 05 17:18:08 GMT+02:00 2019,8.964031,33,3.53228354454041,4.61877298355103,7.89736986160278,15.6696128845215
Fri Apr 05 17:18:09 GMT+02:00 2019,9.988408,37,3.66924166679382,4.62817430496216,7.89285707473755,15.6931571960449
Fri Apr 05 17:18:10 GMT+02:00 2019,10.857608,41,3.89290714263916,4.63850927352905,7.88859272003174,15.72105884552
Fri Apr 05 17:18:11 GMT+02:00 2019,11.591149,45,15.0285167694092,4.65311717987061,7.8961968421936,15.753303527832
Fri Apr 05 17:18:12 GMT+02:00 2019,11.389337,45,3.59208750724792,4.66481733322144,7.89161777496338,15.7854785919189
Fri Apr 05 17:18:13 GMT+02:00 2019,12.193357,48,3.59208750724792,4.6775016784668,7.89161777496338,15.8208789825439
Fri Apr 05 17:18:14 GMT+02:00 2019,13.066267,52,4.98181676864624,4.69411277770996,7.88852548599243,15.8605928421021
Fri Apr 05 17:18:15 GMT+02:00 2019,14.630225,54,5.06386804580689,4.70774555206299,7.88552713394165,15.9024124145508
Fri Apr 05 17:18:16 GMT+02:00 2019,14.883972,56,6.40757703781128,4.72245788574219,7.88395977020264,15.9463310241699
Fri Apr 05 17:18:17 GMT+02:00 2019,12.870798,54,20.4020328521729,4.74079132080078,7.89722061157227,15.987964630127
Fri Apr 05 17:18:18 GMT+02:00 2019,12.783397,53,20.1898059844971,4.75483512878418,7.91022825241089,16.0284156799316
Fri Apr 05 17:18:19 GMT+02:00 2019,13.100425,53,8.65761375427246,4.76874780654907,7.91101837158203,16.0687770843506
Fri Apr 05 17:18:20 GMT+02:00 2019,13.067156,53,22.2577247619629,4.76874780654907,7.9261679649353,16.0687770843506
Fri Apr 05 17:18:21 GMT+02:00 2019,12.856353,52,22.2577247619629,4.78961658477783,7.9261679649353,16.1079616546631
Fri Apr 05 17:18:22 GMT+02:00 2019,12.369074,48,20.2943153381348,4.81369972229004,7.9392147064209,16.1427021026611
Fri Apr 05 17:18:23 GMT+02:00 2019,12.272402,48,20.7077217102051,4.81369972229004,7.95266914367676,16.1427021026611
Fri Apr 05 17:18:24 GMT+02:00 2019,12.272555,47,9.81534862518311,4.83361005783081,7.95462989807129,16.1762790679932
Fri Apr 05 17:18:25 GMT+02:00 2019,12.359599,47,18.6726684570312,4.84601306915283,7.96590042114258,16.2097835540771
Fri Apr 05 17:18:26 GMT+02:00 2019,12.495749,45,16.6362209320068,4.86160182952881,7.97500801086426,16.2410430908203
Fri Apr 05 17:18:27 GMT+02:00 2019,12.252192,45,21.1090145111084,4.87380170822144,7.98878955841064,16.2722339630127
Fri Apr 05 17:18:28 GMT+02:00 2019,10.493295,40,21.1090145111084,4.88506412506104,7.98878955841064,16.2979412078857
Fri Apr 05 17:18:29 GMT+02:00 2019,8.472133,31,20.2671775817871,4.8974494934082,8.00166034698486,16.3138523101807
Fri Apr 05 17:18:30 GMT+02:00 2019,6.293417,22,27.2645359039307,4.9049654006958,8.02183055877686,16.3199996948242
Fri Apr 05 17:18:31 GMT+02:00 2019,4.273472,14,20.7637004852295,4.91114521026611,8.03515911102295,16.3174953460693
Fri Apr 05 17:18:32 GMT+02:00 2019,1.843509,8,14.3077764511108,4.91432619094849,8.04171371459961,16.308521270752
Fri Apr 05 17:18:33 GMT+02:00 2019,0.40389,8,7.89231586456299,4.91432619094849,8.04155731201172,16.308521270752
Fri Apr 05 17:18:34 GMT+02:00 2019,0,3,7.89231586456299,4.91620063781738,8.04155731201172,16.2941818237305
Fri Apr 05 17:18:35 GMT+02:00 2019,0,0,3.19207715988159,4.91620063781738,8.03650093078613,16.2766418457031
Fri Apr 05 17:18:36 GMT+02:00 2019,0,0,0,4.91620063781738,8.03610229492188,16.2766418457031
Fri Apr 05 17:18:37 GMT+02:00 2019,0,0,0,4.91620063781738,8.03570365905762,16.2591400146484
Fri Apr 05 17:18:38 GMT+02:00 2019,0,0,0,4.91620063781738,8.03530597686768,16.2416763305664
Fri Apr 05 17:18:39 GMT+02:00 2019,0,0,0,4.91620063781738,8.03490829467773,16.2242488861084
Fri Apr 05 17:18:40 GMT+02:00 2019,0,0,0,4.91620063781738,8.03451156616211,16.206859588623
Fri Apr 05 17:18:41 GMT+02:00 2019,0,0,0,4.91620063781738,8.03411483764648,16.1895084381104
Fri Apr 05 17:18:42 GMT+02:00 2019,0,0,0,4.91620063781738,8.03411483764648,16.172191619873
Fri Apr 05 17:18:43 GMT+02:00 2019,0,0,0,4.91620063781738,8.03371906280518,16.154914855957
Fri Apr 05 17:18:44 GMT+02:00 2019,0,0,0,4.91620063781738,8.03332328796387,16.137674331665
Fri Apr 05 17:18:45 GMT+02:00 2019,0,0,0,4.91620063781738,8.03292846679688,16.1204681396484
Fri Apr 05 17:18:46 GMT+02:00 2019,0,0,0,4.91620063781738,8.03253364562988,16.1033020019531
Fri Apr 05 17:18:47 GMT+02:00 2019,0,0,0,4.91620063781738,8.03213977813721,16.0861701965332
Fri Apr 05 17:18:48 GMT+02:00 2019,0,0,0,4.91620063781738,8.03174495697022,16.0690746307373
Fri Apr 05 17:18:49 GMT+02:00 2019,0,0,0,4.91620063781738,8.03135204315186,16.0690746307373
Fri Apr 05 17:18:50 GMT+02:00 2019,0,0,0,4.91620063781738,8.0309591293335,16.0520172119141
Fri Apr 05 17:18:51 GMT+02:00 2019,0,0,0,4.91620063781738,8.03056621551514,16.0349941253662
Fri Apr 05 17:18:52 GMT+02:00 2019,0,0,0,4.91620063781738,8.03017425537109,16.018009185791
Fri Apr 05 17:18:53 GMT+02:00 2019,0,0,0,4.91620063781738,8.02978229522705,16.0010585784912
Fri Apr 05 17:18:54 GMT+02:00 2019,0,0,0,4.91620063781738,8.02978229522705,15.9841442108154
Fri Apr 05 17:18:55 GMT+02:00 2019,0,0,0,4.91620063781738,8.02939128875732,15.9672651290894
Fri Apr 05 17:18:56 GMT+02:00 2019,0,2,0.429551780223846,4.91620063781738,8.02123737335205,15.9525318145752
Fri Apr 05 17:18:57 GMT+02:00 2019,2.326194,7,0.429551780223846,4.91745042800903,8.02123737335205,15.9430980682373
Fri Apr 05 17:18:58 GMT+02:00 2019,4.424909,14,1.89034700393677,4.921058177948,8.01498126983643,15.9410524368286
Fri Apr 05 17:18:59 GMT+02:00 2019,5.747145,20,2.2451639175415,4.92562007904053,8.00909996032715,15.9453210830688
Fri Apr 05 17:19:00 GMT+02:00 2019,5.592762,21,7.26729536056519,4.9312858581543,8.00834465026856,15.9506301879883
Fri Apr 05 17:19:01 GMT+02:00 2019,6.633879,26,7.26729536056519,4.9395956993103,8.00834465026856,15.9611749649048
Fri Apr 05 17:19:02 GMT+02:00 2019,7.439703,30,3.63430976867676,4.94675922393799,8.0038948059082,15.9758911132813
Fri Apr 05 17:19:03 GMT+02:00 2019,8.259998,34,3.61030650138855,4.95553255081177,7.99942970275879,15.9947643280029
Fri Apr 05 17:19:04 GMT+02:00 2019,9.094003,34,3.64957475662231,4.95553255081177,7.99501371383667,15.9947643280029
Fri Apr 05 17:19:05 GMT+02:00 2019,9.236288,38,8.44781398773193,4.96801233291626,7.99547290802002,16.0177822113037
Fri Apr 05 17:19:06 GMT+02:00 2019,8.771475,38,8.44781398773193,4.97850465774536,7.99547290802002,16.0407524108887
Fri Apr 05 17:19:07 GMT+02:00 2019,9.24815,41,6.69878005981445,4.99191284179688,7.99415922164917,16.0668067932129
Fri Apr 05 17:19:08 GMT+02:00 2019,9.766926,42,23.5187549591064,5.00316381454468,8.00987243652344,16.0938472747803
Fri Apr 05 17:19:09 GMT+02:00 2019,9.688636,41,23.5187549591064,5.01504898071289,8.00987243652344,16.1197910308838
Fri Apr 05 17:19:10 GMT+02:00 2019,9.317148,39,27.5601806640625,5.02841567993164,8.02964019775391,16.1436004638672
Fri Apr 05 17:19:11 GMT+02:00 2019,8.992447,39,24.4235820770264,5.02841567993164,8.04619979858398,16.1436004638672
Fri Apr 05 17:19:12 GMT+02:00 2019,9.471147,39,7.32707452774048,5.04983329772949,8.0454740524292,16.1673603057861
Fri Apr 05 17:19:13 GMT+02:00 2019,9.509219,39,23.6179637908936,5.04983329772949,8.06117153167725,16.1673603057861
Fri Apr 05 17:19:14 GMT+02:00 2019,9.475175,39,7.36389112472534,5.07417583465576,8.06046962738037,16.191068649292
Fri Apr 05 17:19:15 GMT+02:00 2019,10.35629,41,6.57244682312012,5.08568716049194,8.05897235870361,16.2168045043945
Fri Apr 05 17:19:16 GMT+02:00 2019,10.826436,41,6.36762428283691,5.08568716049194,8.05727291107178,16.2168045043945
Fri Apr 05 17:19:17 GMT+02:00 2019,10.994196,43,11.5757427215576,5.09992027282715,8.06080532073975,16.2445602416992
Fri Apr 05 17:19:18 GMT+02:00 2019,10.861055,44,8.49956798553467,5.11188268661499,8.06124591827393,16.2732925415039
Fri Apr 05 17:19:19 GMT+02:00 2019,11.348932,44,20.5295505523682,5.12339591979981,8.07373905181885,16.301965713501
Fri Apr 05 17:19:20 GMT+02:00 2019,10.233293,43,20.9710102081299,5.1386570930481,8.08664894104004,16.3295459747314
Fri Apr 05 17:19:21 GMT+02:00 2019,10.134938,41,22.8995361328125,5.15010213851929,8.10146236419678,16.3550052642822
Fri Apr 05 17:19:22 GMT+02:00 2019,9.925069,38,22.8154907226562,5.16340065002441,8.11616134643555,16.3773193359375
Fri Apr 05 17:19:23 GMT+02:00 2019,9.105494,34,22.7878303527832,5.17318058013916,8.13080406188965,16.3954677581787
Fri Apr 05 17:19:24 GMT+02:00 2019,9.038054,33,22.7878303527832,5.18234634399414,8.13080406188965,16.4125518798828
Fri Apr 05 17:19:25 GMT+02:00 2019,8.925135,33,8.75119590759277,5.19380474090576,8.13142204284668,16.4295997619629
Fri Apr 05 17:19:26 GMT+02:00 2019,9.46098,33,9.45086765289307,5.20306301116943,8.13273620605469,16.4466114044189
Fri Apr 05 17:19:27 GMT+02:00 2019,9.235898,32,20.928243637085,5.21172046661377,8.14546871185303,16.4625644683838
Fri Apr 05 17:19:28 GMT+02:00 2019,8.980263,30,22.1412391662598,5.22223472595215,8.15938091278076,16.4764347076416
Fri Apr 05 17:19:29 GMT+02:00 2019,8.908952,30,12.7083024978638,5.23060131072998,8.16389751434326,16.4902763366699
Fri Apr 05 17:19:30 GMT+02:00 2019,8.988742,31,7.78888845443726,5.23870086669922,8.16352558135986,16.5051116943359
Fri Apr 05 17:19:31 GMT+02:00 2019,8.843021,31,18.2990341186523,5.23870086669922,8.17357063293457,16.5051116943359
Fri Apr 05 17:19:32 GMT+02:00 2019,7.270312,30,17.7318305969238,5.24916410446167,8.18303489685059,16.5188961029053
Fri Apr 05 17:19:33 GMT+02:00 2019,5.689504,22,14.5506000518799,5.25682687759399,8.18933296203613,16.5244903564453
Fri Apr 05 17:19:34 GMT+02:00 2019,3.404373,14,12.4899578094482,5.2617769241333,8.19358253479004,16.5219173431396
Fri Apr 05 17:19:35 GMT+02:00 2019,2.806546,9,3.53147411346436,5.26570272445679,8.18898010253906,16.5142574310303
Fri Apr 05 17:19:36 GMT+02:00 2019,3.027322,11,3.48439764976501,5.26840257644653,8.18434047698975,16.5086479187012
Fri Apr 05 17:19:37 GMT+02:00 2019,4.004226,14,3.48439764976501,5.27175331115723,8.18434047698975,16.5060977935791
Fri Apr 05 17:19:38 GMT+02:00 2019,4.219131,17,4.23256301879883,5.2771053314209,8.18044757843018,16.5065994262695
Fri Apr 05 17:19:39 GMT+02:00 2019,4.268167,21,3.34533309936523,5.28248882293701,8.17568778991699,16.5111560821533
Fri Apr 05 17:19:40 GMT+02:00 2019,3.749116,21,11.449728012085,5.28820562362671,8.17890739440918,16.5157032012939
Fri Apr 05 17:19:41 GMT+02:00 2019,3.705753,22,5.00011539459229,5.29536056518555,8.17578506469727,16.5212554931641
Fri Apr 05 17:19:42 GMT+02:00 2019,5.418625,25,5.00011539459229,5.30173826217651,8.17578506469727,16.5298290252686
Fri Apr 05 17:19:43 GMT+02:00 2019,5.835983,30,3.72379541397095,5.30910968780518,8.17141628265381,16.5434341430664
Fri Apr 05 17:19:44 GMT+02:00 2019,7.664143,34,3.82854890823364,5.31982088088989,8.16715812683106,16.5610485076904
Fri Apr 05 17:19:45 GMT+02:00 2019,7.88962,35,11.0587558746338,5.3291072845459,8.16999053955078,16.5796375274658
Fri Apr 05 17:19:46 GMT+02:00 2019,6.862875,34,15.0214567184448,5.33870983123779,8.1766939163208,16.5971794128418
Fri Apr 05 17:19:47 GMT+02:00 2019,6.802447,34,8.48688697814941,5.33870983123779,8.17699718475342,16.5971794128418
Fri Apr 05 17:19:48 GMT+02:00 2019,7.163656,35,7.84072732925415,5.35001802444458,8.17666912078857,16.6156940460205
Fri Apr 05 17:19:49 GMT+02:00 2019,7.653857,36,7.91195249557495,5.35970163345337,8.17641067504883,16.6351757049561
Fri Apr 05 17:19:50 GMT+02:00 2019,7.490114,37,22.0893516540527,5.36954641342163,8.18997097015381,16.6556224822998
Fri Apr 05 17:19:51 GMT+02:00 2019,5.672339,35,18.2038345336914,5.3819465637207,8.19972229003906,16.6740226745605
Fri Apr 05 17:19:52 GMT+02:00 2019,4.332786,26,20.0918216705322,5.39067316055298,8.21129035949707,16.6833667755127
Fri Apr 05 17:19:53 GMT+02:00 2019,1.602515,17,20.0918216705322,5.39649629592896,8.21129035949707,16.6836833953857
Fri Apr 05 17:19:54 GMT+02:00 2019,0.552908,9,15.9568605422974,5.40106773376465,8.21881771087647,16.6760005950928
Fri Apr 05 17:19:55 GMT+02:00 2019,0.418839,7,8.39180183410645,5.40326118469238,8.21898555755615,16.6663341522217
Fri Apr 05 17:19:56 GMT+02:00 2019,0.323933,6,6.28745937347412,5.40547275543213,8.21711158752441,16.655689239502
Fri Apr 05 17:19:57 GMT+02:00 2019,0.756332,8,2.39864444732666,5.40745782852173,8.21147346496582,16.6470584869385
Fri Apr 05 17:19:58 GMT+02:00 2019,0,4,5.16307497024536,5.40910959243774,8.20852279663086,16.6344623565674
