GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Speed (OBD)(km/h),Kilometers Per Litre(Instant)(kpl),Trip Distance(km),Engine RPM(rpm)
-,29-mar-2019 10:57:52.698,-,-,-,-,-,-,-0.17454529,9.688492,1.9145203,0.021809995,0.02180999517440796,0.0,0.0,4.51731014251709,1193.0
-,29-mar-2019 10:57:53.724,-,-,-,-,-,-,0.20553589,9.870453,1.0843353,0.03143233,0.03143233060836792,0.0,0.0,4.51731014251709,1203.0
-,29-mar-2019 10:57:54.725,-,-,-,-,-,-,-0.22302246,9.467636,2.6148224,0.015916161,0.015916161239147186,0.0,0.0,4.51731014251709,1269.0
-,29-mar-2019 10:57:55.727,-,-,-,-,-,-,-0.19369507,9.637024,1.7816467,0.018721895,0.018721895292401314,0.0,0.0,4.51731014251709,994.0
-,29-mar-2019 10:57:56.701,-,-,-,-,-,-,-0.030883789,9.852493,1.1747131,0.030449927,0.03044992685317993,0.0,0.0,4.51731014251709,946.0
-,29-mar-2019 10:57:57.724,-,-,-,-,-,-,-0.9251251,10.23259,-0.3300476,0.06687194,0.06687194108963013,0.0,0.0,4.51731014251709,1966.0
-,29-mar-2019 10:57:58.727,-,-,-,-,-,-,-1.7421417,10.737152,-0.25042725,0.04559433,0.04559433087706566,7.0,0.0,4.51731014251709,1759.0
-,29-mar-2019 10:57:59.702,-,-,-,-,-,-,0.9812622,8.411789,8.928329,0.033092294,0.03309229388833046,15.0,5.527666091918945,4.519730091094971,2006.0
-,29-mar-2019 10:58:00.725,-,-,-,-,-,-,-0.24456787,10.229584,1.3087921,0.070566475,0.07056647539138794,18.0,10.603721618652344,4.526604652404785,1131.0
-,29-mar-2019 10:58:01.726,-,-,-,-,-,-,-0.26312256,10.611465,1.8002014,0.015155487,0.015155486762523651,17.0,17.647476196289062,4.5304741859436035,922.0
-,29-mar-2019 10:58:02.714,-,-,-,-,-,-,-1.1633453,10.611465,2.1258087,0.025105048,0.025105047971010208,16.0,17.086610794067383,4.534204959869385,890.0
-,29-mar-2019 10:58:03.691,-,-,-,-,-,-,0.85017395,9.155777,2.0300446,-0.010022964,-0.01002296432852745,16.0,11.720294952392578,4.53724479675293,1387.0
-,29-mar-2019 10:58:04.724,-,-,-,-,-,-,0.953125,9.984177,1.2351685,0.049105823,0.049105823040008545,17.0,6.12351655960083,4.544741630554199,1273.0
-,29-mar-2019 10:58:05.725,-,-,-,-,-,-,0.03135681,9.699265,2.05159,0.029592812,0.029592812061309814,18.0,8.077032089233398,4.5482611656188965,1323.0
-,29-mar-2019 10:58:06.728,-,-,-,-,-,-,-0.8856201,10.319366,0.18650818,0.02172297,0.02172297053039074,20.0,8.046075820922852,4.552768230438232,1441.0
-,29-mar-2019 10:58:07.708,-,-,-,-,-,-,-0.976593,8.981003,2.1401825,0.041116457,0.04111645743250847,20.0,8.801122665405273,4.5575127601623535,1515.0
-,29-mar-2019 10:58:08.696,-,-,-,-,-,-,0.9028473,10.587509,0.6988678,0.10451394,0.10451394319534302,20.0,16.03846549987793,4.566555500030518,1535.0
-,29-mar-2019 10:58:09.724,-,-,-,-,-,-,-0.9071655,8.502167,2.6788788,-0.06762028,-0.06762027740478516,20.0,15.760968208312988,4.571000099182129,1499.0
-,29-mar-2019 10:58:10.694,-,-,-,-,-,-,-1.0220795,8.98819,2.3388977,0.005822403,0.005822402890771627,19.0,17.904939651489258,4.574488639831543,1412.0
-,29-mar-2019 10:58:11.694,-,-,-,-,-,-,-0.11228943,9.256348,2.4011383,-0.006140709,-0.006140708923339844,19.0,14.102624893188477,4.578721523284912,1333.0
-,29-mar-2019 10:58:12.725,-,-,-,-,-,-,-1.0029297,10.029663,2.2311554,0.07136136,0.07136136293411255,18.0,16.33441734313965,4.586772918701172,1260.0
-,29-mar-2019 10:58:13.725,-,-,-,-,-,-,0.2444458,9.684906,2.2550964,0.020264182,0.02026418223977089,17.0,18.103670120239258,4.59119176864624,1224.0
-,29-mar-2019 10:58:14.695,-,-,-,-,-,-,0.37852478,10.532455,0.3732605,0.043347314,0.0433473140001297,16.0,12.71495246887207,4.594794273376465,1196.0
-,29-mar-2019 10:58:15.705,-,-,-,-,-,-,0.16064453,9.574768,1.6230316,0.014145025,0.014145025052130222,16.0,12.453520774841309,4.597909927368164,1181.0
-,29-mar-2019 10:58:16.720,-,-,-,-,-,-,-0.38043213,9.1653595,2.506485,0.0025596097,0.0025596097111701965,16.0,15.675673484802246,4.6055145263671875,1185.0
-,29-mar-2019 10:58:17.709,-,-,-,-,-,-,-0.4019928,9.72081,0.9406738,0.025819957,0.02581995725631714,15.0,16.3328857421875,4.608541488647461,1153.0
-,29-mar-2019 10:58:18.698,-,-,-,-,-,-,0.25881958,9.141418,1.8744202,0.006616026,0.006616026163101196,15.0,11.54050064086914,4.6123456954956055,1157.0
-,29-mar-2019 10:58:19.724,-,-,-,-,-,-,-1.0891266,9.251556,2.8368835,0.025012186,0.0250121857970953,15.0,14.231226921081543,4.618462085723877,1103.0
-,29-mar-2019 10:58:20.708,-,-,-,-,-,-,0.46949768,10.03685,2.3029785,0.053514633,0.05351463332772255,15.0,17.233774185180664,4.621820449829102,1060.0
-,29-mar-2019 10:58:21.703,-,-,-,-,-,-,0.1822052,9.84053,2.8129425,0.062455833,0.062455832958221436,13.0,17.932880401611328,4.625328063964844,985.0
-,29-mar-2019 10:58:22.702,-,-,-,-,-,-,-0.6294403,9.62265,2.9158936,0.045954525,0.04595452547073364,12.0,13.127337455749512,4.627557277679443,901.0
-,29-mar-2019 10:58:23.705,-,-,-,-,-,-,0.8908844,9.258728,3.2941742,0.025533212,0.02553321234881878,9.0,8.475285530090332,4.632413387298584,875.0
-,29-mar-2019 10:58:24.698,-,-,-,-,-,-,0.48147583,8.571594,4.862381,0.04779359,0.047793589532375336,7.0,8.050808906555176,4.633880138397217,928.0
-,29-mar-2019 10:58:25.725,-,-,-,-,-,-,0.74005127,10.228394,2.1928558,0.045564394,0.04556439444422722,4.0,4.1011552810668945,4.635141849517822,927.0
-,29-mar-2019 10:58:26.701,-,-,-,-,-,-,-0.43789673,9.502945,1.9151154,0.015712135,0.015712134540081024,0.0,0.0,4.635141849517822,786.0
-,29-mar-2019 10:58:27.725,-,-,-,-,-,-,0.1642456,9.978195,1.8953705,0.054468095,0.05446809530258179,0.0,0.0,4.635141849517822,731.0
-,29-mar-2019 10:58:28.725,-,-,-,-,-,-,-1.3931885,8.813416,0.77308655,0.03154479,0.03154478967189789,0.0,0.0,4.635141849517822,685.0
-,29-mar-2019 10:58:29.695,-,-,-,-,-,-,-0.6126709,9.70166,1.8049927,0.021083126,0.021083125844597816,0.0,0.0,4.635141849517822,719.0
-,29-mar-2019 10:58:30.697,-,-,-,-,-,-,-0.03327942,9.52449,1.759491,0.022530165,0.022530164569616318,0.0,0.0,4.635141849517822,693.0
-,29-mar-2019 10:58:31.694,-,-,-,-,-,-,-0.49536133,9.672928,1.6014862,0.019724905,0.019724905490875244,0.0,0.0,4.635141849517822,710.0
-,29-mar-2019 10:58:32.708,-,-,-,-,-,-,-0.35650635,9.832153,2.1210327,0.01854143,0.018541429191827774,0.0,0.0,4.635141849517822,727.0
-,29-mar-2019 10:58:33.725,-,-,-,-,-,-,0.15167236,9.66156,1.8546753,0.01808502,0.018085019662976265,0.0,0.0,4.635141849517822,711.0
-,29-mar-2019 10:58:34.725,-,-,-,-,-,-,-0.36128235,9.650192,1.95224,0.018838119,0.018838118761777878,0.0,0.0,4.635141849517822,807.0
-,29-mar-2019 10:58:35.719,-,-,-,-,-,-,-1.0538177,9.810593,0.46842957,0.035863936,0.03586393594741821,0.0,0.0,4.635141849517822,1161.0
-,29-mar-2019 10:58:36.694,-,-,-,-,-,-,-0.719223,9.912949,-0.5556946,0.033732712,0.033732712268829346,0.0,0.0,4.635141849517822,2232.0
-,29-mar-2019 10:58:37.702,-,-,-,-,-,-,0.02357483,11.202835,-0.78912354,0.07255671,0.07255671173334122,0.0,0.0,4.635141849517822,2188.0
-,29-mar-2019 10:58:38.731,-,-,-,-,-,-,0.78852844,6.798691,-0.3599701,0.06359051,0.06359051167964935,21.0,2.1285488605499268,4.638442039489746,2744.0
-,29-mar-2019 10:58:39.725,-,-,-,-,-,-,2.775116,12.811737,-2.8170166,0.19514854,0.1951485425233841,22.0,4.442378044128418,4.643948554992676,1573.0
-,29-mar-2019 10:58:40.728,-,-,-,-,-,-,-1.078949,9.426331,-0.25881958,-0.013476312,-0.013476312160491943,28.0,3.845917224884033,4.649740219116211,2365.0
-,29-mar-2019 10:58:41.724,-,-,-,-,-,-,-1.2597046,6.5191803,-0.078048706,0.006628639,0.006628639064729214,32.0,6.546966552734375,4.6551737785339355,2316.0
-,29-mar-2019 10:58:42.724,-,-,-,-,-,-,1.1075592,10.992737,2.814148,0.055068426,0.055068425834178925,37.0,7.011257171630859,4.671917915344238,1667.0
-,29-mar-2019 10:58:43.724,-,-,-,-,-,-,-0.3624878,7.1087494,6.0139923,0.102526665,0.10252666473388672,37.0,23.54234504699707,4.678403377532959,1673.0
-,29-mar-2019 10:58:44.727,-,-,-,-,-,-,-0.29125977,7.8719025,1.197464,-0.1687895,0.17816931009292603,31.0,25.113676071166992,4.686053276062012,1505.0
-,29-mar-2019 10:58:45.694,-,-,-,-,-,-,-0.8251648,8.6081085,0.56658936,0.028954577,0.028954576700925827,21.0,16.14503288269043,4.696238994598389,1542.0
-,29-mar-2019 10:58:46.694,-,-,-,-,-,-,0.0050201416,8.893616,2.3454742,0.0085299825,0.008529982529580593,20.0,12.497434616088867,4.701033592224121,1449.0
-,29-mar-2019 10:58:47.732,-,-,-,-,-,-,-1.5787354,10.121246,3.600647,0.023484945,0.02348494529724121,19.0,17.052324295043945,4.705420970916748,1412.0
-,29-mar-2019 10:58:48.725,-,-,-,-,-,-,1.9096069,10.385208,1.3848114,0.104599774,0.10459977388381958,17.0,15.850146293640137,4.708830833435059,1056.0
-,29-mar-2019 10:58:49.725,-,-,-,-,-,-,1.8060608,8.500977,0.6803131,-0.0923866,-0.09238660335540771,14.0,10.376936912536621,4.715749263763428,1017.0
-,29-mar-2019 10:58:50.726,-,-,-,-,-,-,1.6827698,9.486786,0.86346436,0.026836164,0.02683616429567337,15.0,6.784178733825684,4.718375205993652,1085.0
-,29-mar-2019 10:58:51.724,-,-,-,-,-,-,2.0173645,10.157166,1.4410706,0.040522315,0.040522314608097076,16.0,5.27402400970459,4.721905708312988,1205.0
-,29-mar-2019 10:58:52.724,-,-,-,-,-,-,-0.30203247,10.230789,0.44389343,0.017462038,0.01746203750371933,21.0,5.270824909210205,4.729236125946045,1540.0
-,29-mar-2019 10:58:53.724,-,-,-,-,-,-,0.047531128,10.018906,0.81318665,0.04366511,0.04366511106491089,25.0,4.283687591552734,4.734673023223877,1826.0
-,29-mar-2019 10:58:54.694,-,-,-,-,-,-,-0.8718567,9.806412,2.3263245,0.028626174,0.028626173734664917,27.0,14.705653190612793,4.740920066833496,1961.0
-,29-mar-2019 10:58:55.696,-,-,-,-,-,-,-1.7104187,8.735001,2.1736908,0.039225455,0.03922545537352562,28.0,17.76824951171875,4.7458930015563965,1939.0
-,29-mar-2019 10:58:56.725,-,-,-,-,-,-,1.9706726,6.8800964,4.038788,-0.0062326705,-0.0062326705083251,25.0,17.646177291870117,4.757753849029541,1826.0
-,29-mar-2019 10:58:57.725,-,-,-,-,-,-,0.490448,8.687714,5.1885986,0.05172819,0.05172818899154663,21.0,17.152423858642578,4.761932373046875,1481.0
-,29-mar-2019 10:58:58.725,-,-,-,-,-,-,-0.4235382,9.170151,2.8057709,0.025828335,0.02582833543419838,12.0,11.185595512390137,4.766203880310059,1142.0
-,29-mar-2019 10:58:59.728,-,-,-,-,-,-,0.20614624,9.677719,2.0587769,0.018549448,0.018549447879195213,5.0,7.565866470336914,4.769368648529053,907.0
-,29-mar-2019 10:59:00.725,-,-,-,-,-,-,0.84181213,9.527481,1.9695892,0.011507107,0.011507106944918633,4.0,5.4335408210754395,4.770382404327393,870.0
-,29-mar-2019 10:59:01.725,-,-,-,-,-,-,0.24325562,9.561005,1.9983215,0.014986992,0.014986991882324219,4.0,4.300992965698242,4.771277904510498,922.0
-,29-mar-2019 10:59:02.724,-,-,-,-,-,-,-0.1098938,9.56459,2.2742615,0.013707399,0.013707399368286133,3.0,3.0925467014312744,4.772609710693359,835.0
-,29-mar-2019 10:59:03.698,-,-,-,-,-,-,-0.0057373047,9.510727,2.1240234,0.01452241,0.014522409997880459,0.0,3.297013759613037,4.772609710693359,790.0
-,29-mar-2019 10:59:04.724,-,-,-,-,-,-,0.47608948,9.509537,2.3550568,0.017231077,0.017231076955795288,0.0,0.0,4.772609710693359,727.0
-,29-mar-2019 10:59:05.725,-,-,-,-,-,-,0.047531128,9.4891815,1.6858826,0.0014561415,0.001456141471862793,0.0,0.0,4.772609710693359,675.0
-,29-mar-2019 10:59:06.725,-,-,-,-,-,-,0.46232605,9.995544,-0.51200867,0.040337503,0.04033750295639038,3.0,0.0,4.772609710693359,1284.0
-,29-mar-2019 10:59:07.716,-,-,-,-,-,-,1.5732269,10.610855,-1.5624542,0.12460192,0.12460192292928696,10.0,0.6498650312423706,4.774044990539551,1567.0
-,29-mar-2019 10:59:08.718,-,-,-,-,-,-,-0.41755676,9.309616,3.5755005,0.057082523,0.05708252266049385,19.0,6.995744705200195,4.777331829071045,1903.0
-,29-mar-2019 10:59:09.702,-,-,-,-,-,-,-0.7497406,9.243179,4.5702972,0.07387526,0.07387526333332062,21.0,11.786331176757812,4.780953884124756,1118.0
-,29-mar-2019 10:59:10.694,-,-,-,-,-,-,0.57244873,8.87088,2.3813934,-0.04289764,-0.04289764165878296,13.0,10.150449752807617,4.7888994216918945,907.0
-,29-mar-2019 10:59:11.696,-,-,-,-,-,-,0.37553406,9.689102,3.367813,0.02008309,0.020083090290427208,12.0,11.256290435791016,4.791368007659912,952.0
-,29-mar-2019 10:59:12.725,-,-,-,-,-,-,0.74124146,8.698486,4.3302765,0.045786534,0.0457865335047245,8.0,8.301462173461914,4.793956756591797,919.0
-,29-mar-2019 10:59:13.729,-,-,-,-,-,-,0.16603088,9.568787,2.004303,0.016607331,0.01660733111202717,3.0,3.103640556335449,4.795261383056641,863.0
-,29-mar-2019 10:59:14.729,-,-,-,-,-,-,-0.11288452,9.574768,0.4019928,-0.0040512085,-0.00405120849609375,0.0,0.0,4.795261383056641,2156.0
-,29-mar-2019 10:59:15.703,-,-,-,-,-,-,0.9884491,9.823166,3.2840118,0.042397343,0.04239734262228012,0.0,0.0,4.795261383056641,1127.0
-,29-mar-2019 10:59:16.693,-,-,-,-,-,-,0.6568451,9.553223,1.9851532,0.02089424,0.020894240587949753,3.0,0.0,4.795261383056641,1034.0
-,29-mar-2019 10:59:17.724,-,-,-,-,-,-,0.19476318,9.407776,2.6854553,0.021830551,0.021830551326274872,0.0,0.0,4.795261383056641,953.0
-,29-mar-2019 10:59:18.726,-,-,-,-,-,-,0.50660706,9.453857,2.1970367,0.00972414,0.009724140167236328,0.0,0.0,4.795261383056641,1230.0
-,29-mar-2019 10:59:19.732,-,-,-,-,-,-,-0.72221375,9.34433,2.3813934,0.004729986,0.0047299861907958984,3.0,0.0,4.795261383056641,994.0
-,29-mar-2019 10:59:20.725,-,-,-,-,-,-,-0.7084503,9.7148285,1.315979,0.028513161,0.028513161465525627,5.0,3.599964141845703,4.796152591705322,859.0
-,29-mar-2019 10:59:21.696,-,-,-,-,-,-,0.3695526,9.569382,2.1599274,0.017923133,0.017923133447766304,0.0,3.032641887664795,4.7969465255737305,937.0
-,29-mar-2019 10:59:22.699,-,-,-,-,-,-,0.5676727,9.773483,1.8935852,0.035452902,0.03545290231704712,0.0,0.0,4.7969465255737305,837.0
-,29-mar-2019 10:59:23.731,-,-,-,-,-,-,0.42341614,9.886017,0.78086853,0.030808628,0.030808627605438232,2.0,1.3194472789764404,4.7969465255737305,826.0
-,29-mar-2019 10:59:24.725,-,-,-,-,-,-,0.26779175,9.829147,1.4344788,0.01848129,0.018481289967894554,0.0,0.0,4.7969465255737305,860.0
-,29-mar-2019 10:59:25.699,-,-,-,-,-,-,0.9333801,9.650192,2.3562622,0.018797468,0.01879746839404106,0.0,0.0,4.7969465255737305,878.0
-,29-mar-2019 10:59:26.725,-,-,-,-,-,-,0.5562897,9.585541,1.4374847,0.009906054,0.00990605354309082,0.0,0.0,4.7969465255737305,861.0
-,29-mar-2019 10:59:27.700,-,-,-,-,-,-,0.6706238,9.681915,1.8750153,0.026602328,0.026602327823638916,0.0,0.0,4.7969465255737305,865.0
-,29-mar-2019 10:59:28.725,-,-,-,-,-,-,1.2500153,9.792053,1.2423553,0.02274724,0.022747239097952843,0.0,0.0,4.7969465255737305,846.0
-,29-mar-2019 10:59:29.725,-,-,-,-,-,-,0.84420776,9.786652,1.5081024,0.022145309,0.022145308554172516,0.0,0.0,4.7969465255737305,844.0
-,29-mar-2019 10:59:30.725,-,-,-,-,-,-,0.041534424,9.473618,2.1820831,0.016976403,0.016976403072476387,0.0,0.0,4.7969465255737305,850.0
-,29-mar-2019 10:59:31.731,-,-,-,-,-,-,0.7633972,9.702255,1.976181,0.0120866215,0.01208662148565054,0.0,0.0,4.7969465255737305,982.0
-,29-mar-2019 10:59:32.724,-,-,-,-,-,-,0.66822815,10.073364,1.9019623,0.06620723,0.06620723009109497,0.0,0.0,4.7969465255737305,860.0
-,29-mar-2019 10:59:33.725,-,-,-,-,-,-,0.1756134,9.174332,2.6944427,0.017162077,0.017162077128887177,0.0,0.0,4.7969465255737305,750.0
-,29-mar-2019 10:59:34.698,-,-,-,-,-,-,0.39408875,9.553223,1.6002808,0.01466912,0.01466912031173706,0.0,0.0,4.7969465255737305,928.0
-,29-mar-2019 10:59:35.717,-,-,-,-,-,-,0.40545654,9.651978,2.0216675,0.025091946,0.025091946125030518,0.0,0.0,4.7969465255737305,924.0
-,29-mar-2019 10:59:36.692,-,-,-,-,-,-,0.50660706,9.535263,1.8744202,0.010941625,0.010941624641418457,0.0,0.0,4.7969465255737305,898.0
-,29-mar-2019 10:59:37.726,-,-,-,-,-,-,0.5185852,9.912949,1.9270935,0.01824421,0.01824421063065529,0.0,0.0,4.7969465255737305,878.0
-,29-mar-2019 10:59:38.724,-,-,-,-,-,-,3.7723083,5.043747,-4.0147247,0.10962131,0.1096213087439537,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:39.730,-,-,-,-,-,-,-1.4356842,2.0509949,11.502701,0.21899956,0.21899956464767456,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:40.692,-,-,-,-,-,-,-3.5312042,4.503845,2.9356537,0.04747653,0.04747653007507324,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:41.693,-,-,-,-,-,-,-2.50589,2.30896,10.370834,0.009685008,0.009685007855296135,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:42.724,-,-,-,-,-,-,-0.4810028,0.6731262,10.112869,0.05185902,0.05185902118682861,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:43.724,-,-,-,-,-,-,-1.1639404,2.447235,8.862488,0.0026860982,0.0026860982179641724,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:44.691,-,-,-,-,-,-,-2.3029785,2.8829803,8.808029,-0.008123627,-0.008123626932501793,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:45.691,-,-,-,-,-,-,-1.6302185,3.388153,8.85112,-0.011896665,-0.011896665208041668,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:46.692,-,-,-,-,-,-,-2.2239685,4.0393677,8.463257,0.008611673,0.008611672557890415,0.0,0.0,4.7969465255737305,0.0
-,29-mar-2019 10:59:47.691,-,-,-,-,-,-,-2.530426,4.2285156,7.984421,-0.024561346,-0.02456134557723999,0.0,0.0,4.7969465255737305,0.0
