GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Engine RPM(rpm),Throttle Position(Manifold)(%),Kilometers Per Litre(Instant)(kpl),Trip Distance(km),Engine Load(%)
Fri Mar 29 19:19:09 GMT+01:00 2019,29-Mar-2019 19:19:03.090,7.80008209,45.1674115,38.8,9.0,251.0,54.8,8.810662,2.231396,4.060566,0.03374535,141.0,4707.0,48.235294342041016,6.887056827545166,16.875957489013672,97.64706420898438
Fri Mar 29 19:19:10 GMT+01:00 2019,29-Mar-2019 19:19:04.091,7.80048778,45.16761451,39.14,9.0,251.0,54.9,8.37013,2.1739352,3.9073372,-0.013661444,142.0,4727.0,41.568626403808594,7.443594932556152,16.915157318115234,92.94117736816406
Fri Mar 29 19:19:11 GMT+01:00 2019,29-Mar-2019 19:19:05.091,7.8009006,45.1678153,39.39,9.0,251.0,55.0,7.9966335,2.0973208,3.8498764,-0.051380873,142.0,4751.0,36.07843017578125,8.749014854431152,16.95539093017578,87.8431396484375
Fri Mar 29 19:19:12 GMT+01:00 2019,29-Mar-2019 19:19:06.091,7.80131706,45.1680214,39.58,9.0,252.0,54.9,7.872135,1.9440918,3.7445314,-0.07055253,142.0,4732.5,29.411766052246094,11.207240104675293,16.9947566986084,57.25490188598633
Fri Mar 29 19:19:13 GMT+01:00 2019,29-Mar-2019 19:19:07.090,7.80172592,45.16822605,39.47,9.0,252.0,54.9,8.887277,2.1643584,4.271256,0.048065722,142.0,4725.0,34.11764907836914,8.648092269897461,17.012901306152344,72.54901885986328
Fri Mar 29 19:19:14 GMT+01:00 2019,29-Mar-2019 19:19:08.091,7.80213461,45.16843133,39.4,9.0,253.0,55.0,8.6574335,2.777274,4.4436383,0.050579846,142.0,4726.5,36.07843017578125,8.013016700744629,17.056644439697266,82.35294342041016
Fri Mar 29 19:19:15 GMT+01:00 2019,29-Mar-2019 19:19:09.091,7.80254497,45.16863439,39.37,9.0,253.0,54.9,9.155427,2.0590134,4.6255975,0.08548266,142.0,4723.5,37.64706039428711,7.7332000732421875,17.098377227783203,86.2745132446289
Fri Mar 29 19:19:16 GMT+01:00 2019,29-Mar-2019 19:19:10.090,7.80296315,45.16884257,39.36,9.0,253.0,54.7,8.408437,2.0973208,3.9264908,-0.011164248,142.0,4734.5,37.64706039428711,7.819230556488037,17.13691520690918,86.66667175292969
Fri Mar 29 19:19:17 GMT+01:00 2019,29-Mar-2019 19:19:11.091,7.8033688,45.16905517,39.4,9.0,253.0,54.9,8.341399,2.384625,4.0318356,-0.0058048368,142.0,4735.5,38.82352828979492,7.532107353210449,17.17793846130371,88.23529815673828
Fri Mar 29 19:19:18 GMT+01:00 2019,29-Mar-2019 19:19:12.091,7.80377413,45.16926101,39.41,9.0,254.0,54.9,8.714894,2.0590134,3.9456444,0.016507804,142.0,4742.0,39.2156867980957,7.611328125,17.217304229736328,89.01960754394531
Fri Mar 29 19:19:19 GMT+01:00 2019,29-Mar-2019 19:19:13.090,7.80418749,45.16946616,39.51,9.0,254.0,54.8,8.628703,2.2026656,4.012682,0.014687538,142.0,4748.0,41.568626403808594,7.151364326477051,17.258602142333984,92.54901885986328
Fri Mar 29 19:19:20 GMT+01:00 2019,29-Mar-2019 19:19:14.091,7.8045919,45.16967798,39.61,9.0,254.0,54.8,7.326257,2.1164744,3.4763808,-0.12668252,143.0,4764.0,43.13725662231445,7.107485771179199,17.299013137817383,95.686279296875
Fri Mar 29 19:19:21 GMT+01:00 2019,29-Mar-2019 19:19:15.091,7.80500716,45.16987555,39.71,9.0,254.0,55.0,7.6710224,1.8770541,3.6104562,-0.09583104,143.0,4785.5,41.568626403808594,7.253011703491211,17.33949089050293,93.72549438476563
Fri Mar 29 19:19:22 GMT+01:00 2019,29-Mar-2019 19:19:16.091,7.80542203,45.17007923,39.85,9.0,255.0,55.0,8.762778,2.2218192,3.9456444,0.024465144,144.0,4794.5,41.568626403808594,7.272464275360107,17.380146026611328,94.50980377197266
Fri Mar 29 19:19:23 GMT+01:00 2019,29-Mar-2019 19:19:17.091,7.80583719,45.17028416,39.95,9.0,255.0,54.7,8.820239,1.7238252,4.1659107,0.028755844,144.0,4811.5,41.568626403808594,7.247491359710693,17.42206573486328,94.50980377197266
Fri Mar 29 19:19:24 GMT+01:00 2019,29-Mar-2019 19:19:18.091,7.80625372,45.17049247,40.07,9.0,255.0,54.8,9.385271,2.4516625,4.453215,0.1070295,145.0,4831.5,41.568626403808594,7.361022472381592,17.463035583496094,94.50980377197266
Fri Mar 29 19:19:25 GMT+01:00 2019,29-Mar-2019 19:19:19.091,7.80667925,45.17070015,40.24,9.0,256.0,55.1,7.651869,1.7142484,3.7924154,-0.09308338,145.0,4842.0,41.568626403808594,7.332111358642578,17.504077911376953,95.29412078857422
Fri Mar 29 19:19:26 GMT+01:00 2019,29-Mar-2019 19:19:20.092,7.80709373,45.17090506,40.31,9.0,256.0,55.1,8.7532015,2.6431987,4.0797195,0.03963703,146.0,4865.0,41.568626403808594,7.3621320724487305,17.544803619384766,95.29412078857422
Fri Mar 29 19:19:27 GMT+01:00 2019,29-Mar-2019 19:19:21.091,7.80752017,45.17111399,40.53,9.0,256.0,55.0,8.628703,2.6623523,4.1276035,0.031103313,146.0,4879.0,41.568626403808594,7.329646587371826,17.58694076538086,96.07843017578125
Fri Mar 29 19:19:28 GMT+01:00 2019,29-Mar-2019 19:19:22.092,7.80794483,45.17132802,40.67,9.0,256.0,54.7,8.561666,2.087744,4.2904096,0.018128335,147.0,4899.0,41.568626403808594,7.336934566497803,17.62798500061035,95.686279296875
Fri Mar 29 19:19:29 GMT+01:00 2019,29-Mar-2019 19:19:23.091,7.80836514,45.17153969,40.88,9.0,256.0,54.8,8.820239,2.815581,4.6351743,0.07447153,148.0,4926.5,41.568626403808594,7.3182692527771,17.669330596923828,96.07843017578125
Fri Mar 29 19:19:30 GMT+01:00 2019,29-Mar-2019 19:19:24.091,7.80878626,45.17175226,41.04,9.0,256.0,54.8,8.714894,2.6240451,4.4244847,0.05058354,148.0,4939.0,41.960784912109375,7.336697101593018,17.712373733520508,97.2549057006836
Fri Mar 29 19:19:31 GMT+01:00 2019,29-Mar-2019 19:19:25.091,7.80921144,45.17196441,41.23,9.0,256.0,54.9,8.121132,2.0398598,3.9360676,-0.03784257,149.0,4971.5,41.568626403808594,7.346073627471924,17.75426483154297,98.03921508789063
Fri Mar 29 19:19:32 GMT+01:00 2019,29-Mar-2019 19:19:26.091,7.80963923,45.17218102,41.4,9.0,256.0,54.9,8.149862,2.4708161,4.654328,0.0083014965,149.0,4984.5,38.82352828979492,8.83554744720459,17.794742584228516,89.80392456054688
Fri Mar 29 19:19:33 GMT+01:00 2019,29-Mar-2019 19:19:27.091,7.81007532,45.1723987,41.55,9.0,255.0,55.0,8.00621,1.7238252,4.0892963,-0.047883928,149.0,4988.0,34.11764907836914,8.59588623046875,17.818748474121094,77.64705657958984
Fri Mar 29 19:19:34 GMT+01:00 2019,29-Mar-2019 19:19:28.091,7.81050673,45.17260941,41.56,9.0,255.0,55.2,7.383718,1.1492168,3.6966474,-0.13115525,150.0,4991.5,36.47058868408203,8.09532642364502,17.860260009765625,86.2745132446289
Fri Mar 29 19:19:35 GMT+01:00 2019,29-Mar-2019 19:19:29.091,7.81094652,45.1728201,41.66,9.0,254.0,55.6,9.251195,2.5378537,4.8937483,0.11677021,150.0,5013.0,37.64706039428711,7.9598493576049805,17.903926849365234,90.98039245605469
Fri Mar 29 19:19:36 GMT+01:00 2019,29-Mar-2019 19:19:30.090,7.81139056,45.17303144,41.87,9.0,253.0,55.7,6.588843,1.7717092,3.6774938,-0.19090259,151.0,5036.0,37.64706039428711,7.976318836212158,17.94580078125,90.5882339477539
Fri Mar 29 19:19:37 GMT+01:00 2019,29-Mar-2019 19:19:31.091,7.811836,45.17324238,42.02,9.0,253.0,55.9,8.283937,2.2888567,4.1659107,-0.0074246526,151.0,5053.5,35.686275482177734,8.478610038757324,17.98975944519043,85.09803771972656
Fri Mar 29 19:19:38 GMT+01:00 2019,29-Mar-2019 19:19:32.091,7.81227587,45.17345512,42.16,9.0,252.0,55.8,8.686164,2.6623523,4.4915223,0.052094758,152.0,5064.0,35.686275482177734,8.647527694702148,18.03106689453125,84.70588684082031
Fri Mar 29 19:19:39 GMT+01:00 2019,29-Mar-2019 19:19:33.090,7.81271833,45.17366969,42.26,9.0,252.0,55.5,7.9008656,2.3080103,3.9839516,-0.048835754,152.0,5082.5,37.25490188598633,8.162887573242188,18.075485229492188,90.5882339477539
Fri Mar 29 19:19:40 GMT+01:00 2019,29-Mar-2019 19:19:34.090,7.81316822,45.1738852,42.41,9.0,252.0,55.2,8.590396,2.3654714,4.098873,0.018766224,153.0,5111.0,38.039215087890625,7.989944934844971,18.122880935668945,92.54901885986328
Fri Mar 29 19:19:41 GMT+01:00 2019,29-Mar-2019 19:19:35.090,7.8136159,45.1741047,42.61,9.0,251.0,55.1,8.446744,2.4037786,4.367024,0.018794358,154.0,5131.5,36.07843017578125,8.204086303710938,18.16285514831543,88.23529815673828
Fri Mar 29 19:19:42 GMT+01:00 2019,29-Mar-2019 19:19:36.090,7.81405939,45.17432389,42.81,9.0,250.0,55.1,7.479486,1.9632454,3.7445314,-0.10518223,154.0,5148.5,36.07843017578125,8.49410343170166,18.20952606201172,87.05882263183594
Fri Mar 29 19:19:43 GMT+01:00 2019,29-Mar-2019 19:19:37.091,7.81451015,45.17454449,42.98,9.0,249.0,55.0,7.7189064,2.3080103,4.1371803,-0.05778414,155.0,5164.0,34.509803771972656,9.530238151550293,18.252471923828125,72.54901885986328
Fri Mar 29 19:19:44 GMT+01:00 2019,29-Mar-2019 19:19:38.091,7.81496233,45.17477232,43.07,9.0,247.0,54.9,8.532935,2.336741,4.414908,0.02690059,155.0,5164.5,32.156864166259766,10.302794456481934,18.29724884033203,71.76470947265625
Fri Mar 29 19:19:45 GMT+01:00 2019,29-Mar-2019 19:19:39.091,7.81540523,45.17499647,43.05,9.0,247.0,54.8,7.5944076,2.1643584,4.0318356,-0.07717538,154.0,5140.5,29.411766052246094,12.061668395996094,18.340578079223633,59.2156867980957
Fri Mar 29 19:19:46 GMT+01:00 2019,29-Mar-2019 19:19:40.090,7.8158514,45.17522013,42.88,9.0,247.0,55.0,9.011775,2.719813,4.711789,0.092053235,153.0,5123.5,30.58823585510254,11.008362770080566,18.38413429260254,65.09803771972656
Fri Mar 29 19:19:47 GMT+01:00 2019,29-Mar-2019 19:19:41.091,7.81629483,45.17543845,42.68,9.0,247.0,54.8,7.8529816,2.6527755,4.060566,-0.04011327,153.0,5113.0,32.54901885986328,9.780975341796875,18.426591873168945,78.4313735961914
Fri Mar 29 19:19:48 GMT+01:00 2019,29-Mar-2019 19:19:42.091,7.81673502,45.17566306,42.61,9.0,247.0,54.2,8.1402855,2.767697,4.4723687,0.0069273114,153.0,5106.5,35.29411697387695,8.502577781677246,18.4716854095459,83.13725280761719
Fri Mar 29 19:19:49 GMT+01:00 2019,29-Mar-2019 19:19:43.091,7.81716559,45.17589067,42.56,3.0,247.0,53.7,9.279925,2.327164,4.4244847,0.09349686,153.0,5115.0,37.25490188598633,8.067327499389648,18.5143985748291,90.19608306884766
Fri Mar 29 19:19:50 GMT+01:00 2019,29-Mar-2019 19:19:44.091,7.81760327,45.17611764,42.67,3.0,247.0,53.7,8.724471,1.6280571,4.3766007,0.02771908,153.0,5125.0,38.039215087890625,7.948594570159912,18.537858963012695,92.54901885986328
Fri Mar 29 19:19:51 GMT+01:00 2019,29-Mar-2019 19:19:45.091,7.81804345,45.176341,42.69,3.0,248.0,54.0,8.829816,1.9153614,3.964798,0.024790704,154.0,5125.0,38.039215087890625,7.987287521362305,18.60011863708496,92.94117736816406
Fri Mar 29 19:19:52 GMT+01:00 2019,29-Mar-2019 19:19:46.091,7.81848498,45.17656503,42.71,3.0,248.0,54.7,7.8146744,2.3080103,3.86903,-0.061501622,154.0,5121.5,38.431373596191406,7.992741584777832,18.624074935913086,93.33333587646484
Fri Mar 29 19:19:53 GMT+01:00 2019,29-Mar-2019 19:19:47.091,7.81892441,45.17678671,42.65,3.0,248.0,54.7,7.833828,2.4899697,4.3861775,-0.03125012,153.0,5113.0,34.11764907836914,9.078788757324219,18.667888641357422,80.39215850830078
Fri Mar 29 19:19:54 GMT+01:00 2019,29-Mar-2019 19:19:48.091,7.81937435,45.17700721,42.63,3.0,249.0,54.8,7.374141,2.1739352,4.0892963,-0.09335178,152.0,5062.0,29.019607543945313,11.618766784667969,18.71213722229004,52.156864166259766
Fri Mar 29 19:19:55 GMT+01:00 2019,29-Mar-2019 19:19:49.090,7.81981348,45.1772258,42.19,3.0,248.0,54.7,8.599973,2.0590134,4.3287168,0.022634208,151.0,5045.0,30.19607925415039,10.982192993164063,18.754610061645508,63.13725662231445
Fri Mar 29 19:19:56 GMT+01:00 2019,29-Mar-2019 19:19:50.090,7.82025167,45.17744558,41.93,3.0,248.0,54.7,8.0445175,2.0207062,4.31914,-0.027727544,150.0,5016.5,30.19607925415039,10.971442222595215,18.79848861694336,64.31372833251953
Fri Mar 29 19:19:57 GMT+01:00 2019,29-Mar-2019 19:19:51.091,7.82068874,45.17766017,41.77,3.0,248.0,54.8,8.485051,1.8962077,4.31914,0.008609772,150.0,4998.0,30.58823585510254,10.825407981872559,18.83961296081543,64.31372833251953
Fri Mar 29 19:19:58 GMT+01:00 2019,29-Mar-2019 19:19:52.091,7.8211297,45.177878,41.62,3.0,248.0,55.0,8.121132,2.078167,4.1180267,-0.028942525,149.0,4983.0,30.980392456054688,10.431982040405273,18.881935119628906,66.66666412353516
Fri Mar 29 19:19:59 GMT+01:00 2019,29-Mar-2019 19:19:53.090,7.8215634,45.17809007,41.53,3.0,247.0,55.1,8.887277,2.9017725,4.5872903,0.0805493,149.0,4978.0,32.156864166259766,9.51400375366211,18.924484252929688,75.686279296875
Fri Mar 29 19:20:00 GMT+01:00 2019,29-Mar-2019 19:19:54.090,7.82199566,45.17830769,41.5,3.0,247.0,55.1,8.274361,2.7389667,5.046977,0.045675933,149.0,4947.0,21.568628311157227,15.978202819824219,18.967571258544922,20.39215660095215
Fri Mar 29 19:20:01 GMT+01:00 2019,29-Mar-2019 19:19:55.090,7.82242783,45.17852162,41.3,3.0,246.0,55.0,8.8777,2.2122424,4.501099,0.058392823,148.0,4940.0,27.843137741088867,8.767760276794434,19.008869171142578,83.13725280761719
Fri Mar 29 19:20:02 GMT+01:00 2019,29-Mar-2019 19:19:56.090,7.82286067,45.17873857,41.18,3.0,245.0,54.8,8.90643,2.4420857,4.7884035,0.079422414,149.0,4951.5,31.764705657958984,9.255414009094238,19.051565170288086,70.19608306884766
Fri Mar 29 19:20:03 GMT+01:00 2019,29-Mar-2019 19:19:57.090,7.82329237,45.17894604,41.32,3.0,245.0,55.0,8.580819,2.3750482,4.4723687,0.034657776,149.0,4964.0,34.509803771972656,8.792274475097656,19.09382438659668,81.96078491210938
Fri Mar 29 19:20:04 GMT+01:00 2019,29-Mar-2019 19:19:58.091,7.82371506,45.17916058,41.34,3.0,245.0,54.8,9.576807,2.7485435,4.501099,0.13347095,149.0,4973.5,35.686275482177734,8.429055213928223,19.13724136352539,85.88235473632813
Fri Mar 29 19:20:05 GMT+01:00 2019,29-Mar-2019 19:19:59.091,7.82414399,45.17937685,41.4,3.0,245.0,54.8,8.465898,2.3463178,4.223372,0.012627542,149.0,4974.0,36.07843017578125,8.310382843017578,19.17867088317871,85.88235473632813
Fri Mar 29 19:20:06 GMT+01:00 2019,29-Mar-2019 19:20:00.091,7.82458423,45.17959833,41.44,3.0,244.0,54.8,8.0445175,2.1068976,4.185065,-0.032012522,149.0,4973.5,36.07843017578125,8.27841854095459,19.2216739654541,85.88235473632813
Fri Mar 29 19:20:07 GMT+01:00 2019,29-Mar-2019 19:20:01.091,7.82500973,45.17981102,41.41,3.0,245.0,54.9,8.389283,1.7142484,3.964798,-0.019123077,149.0,4969.0,36.07843017578125,8.290083885192871,19.26302146911621,86.2745132446289
Fri Mar 29 19:20:08 GMT+01:00 2019,29-Mar-2019 19:20:02.090,7.82544244,45.18002073,41.41,3.0,245.0,55.1,6.4260373,1.2354081,3.217807,-0.23766845,149.0,4967.0,36.07843017578125,8.286747932434082,19.30722427368164,85.88235473632813
