GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Litres Per 100 Kilometer(Instant)(l/100km),GPS Altitude(m),Engine RPM(rpm),Trip Distance(km),Acceleration Sensor(Total)(g)
Tue Mar 26 16:55:51 GMT+01:00 2019,26-Mar-2019 16:57:21.365,7.6534005334026665,45.04055795797597,11.6555805,16.0,292.6310505832636,209.33531,-0.9804256,9.035717,4.140772,0.034945715,37.0,3.071869134902954,292.6310505832636,0.0,2.432591199874878,0.034945715218782425
Tue Mar 26 16:55:52 GMT+01:00 2019,26-Mar-2019 16:57:22.364,7.6533321192896375,45.04047076930354,11.244254,12.0,292.6054981714211,208.41199,-0.08379706,9.078813,3.7960067,0.021754261,37.0,3.071869134902954,292.6054981714211,0.0,2.4418206214904785,0.02175426110625267
Tue Mar 26 16:55:53 GMT+01:00 2019,26-Mar-2019 16:57:23.365,7.6532685110049306,45.04038544207725,10.942107,16.0,292.56264578415045,204.8291,-0.6811504,8.944737,3.7062242,0.028170865,38.0,3.071869134902954,292.56264578415045,0.0,2.452237367630005,0.028170865029096603
Tue Mar 26 16:55:54 GMT+01:00 2019,26-Mar-2019 16:57:24.365,7.65321727903877,45.04030358100067,10.655911,24.0,292.49759381931915,205.38977,-0.30047232,8.707711,3.9671922,-0.0051015615,38.0,2.99103045463562,292.49759381931915,0.0,2.462803363800049,-0.005101561546325684
Tue Mar 26 16:55:55 GMT+01:00 2019,26-Mar-2019 16:57:25.364,7.653162201047758,45.04022010196937,10.641274,24.0,292.4300366702975,205.5105,-0.027533319,8.7532015,4.402937,0.017799318,37.0,2.99103045463562,292.4300366702975,0.0,2.477074146270752,0.017799317836761475
Tue Mar 26 16:55:56 GMT+01:00 2019,26-Mar-2019 16:57:26.364,7.6531149164055075,45.04014753820544,9.785855,24.0,292.36658129126806,205.82118,-0.18794483,8.696938,4.325125,0.0024323016,35.0,3.071869134902954,292.36658129126806,0.0,2.4870941638946533,0.002432301640510559
Tue Mar 26 16:55:57 GMT+01:00 2019,26-Mar-2019 16:57:27.365,7.653057740298961,45.040063740045554,0.0,48.0,292.3097711993738,0.0,-0.37588966,8.9998045,4.1335893,0.017422294,35.0,3.2474045753479004,292.3097711993738,0.0,2.4958150386810303,0.01742229424417019
Tue Mar 26 16:55:58 GMT+01:00 2019,26-Mar-2019 16:57:28.364,7.653000600963508,45.03997878749689,9.795921,24.0,292.2491011441034,206.23451,-0.6464345,9.4295635,4.27365,0.050829865,34.0,3.2474045753479004,292.2491011441034,0.0,2.505417585372925,0.05082986503839493
Tue Mar 26 16:55:59 GMT+01:00 2019,26-Mar-2019 16:57:29.364,7.652943949156056,45.039896462072456,9.938808,16.0,292.1818924782258,205.48856,-0.6691794,9.458294,4.2999864,0.08030361,33.0,3.342916488647461,292.1818924782258,0.0,2.514685869216919,0.0803036093711853
Tue Mar 26 16:56:00 GMT+01:00 2019,26-Mar-2019 16:57:30.365,7.652908579003206,45.039839801833985,9.671529,16.0,292.0737448454577,205.56342,-0.50637364,9.223662,4.394557,0.01334494,32.0,3.4442169666290283,292.0737448454577,0.0,2.5229010581970215,0.013344939798116684
Tue Mar 26 16:56:01 GMT+01:00 2019,26-Mar-2019 16:57:31.364,7.652866796653307,45.03977509017859,9.42426,16.0,291.9973542729649,202.63628,0.073023155,8.237251,4.1276035,0.015147694,31.0,3.5518486499786377,291.9973542729649,0.0,2.531651020050049,0.015147694386541843
Tue Mar 26 16:56:02 GMT+01:00 2019,26-Mar-2019 16:57:32.364,7.652825250850602,45.039700539135694,9.430891,16.0,291.8996171776177,203.20717,-0.6811504,8.418014,3.8355112,3.7471057E-4,30.0,3.666424512863159,291.8996171776177,0.0,2.5400216579437256,3.747105656657368E-4
Tue Mar 26 16:56:03 GMT+01:00 2019,26-Mar-2019 16:57:33.365,7.652782566336531,45.039626353258726,9.209509,16.0,291.79676018871385,202.92871,-1.067814,8.342596,4.321534,-0.01709181,29.0,3.7886385917663574,291.79676018871385,0.0,2.547027826309204,-0.017091810703277588
Tue Mar 26 16:56:04 GMT+01:00 2019,26-Mar-2019 16:57:34.365,7.652744596230601,45.0395581969737,7.649294,16.0,291.6873467345495,199.63327,-1.2066777,8.445546,4.346673,-0.0049750805,28.0,3.919281244277954,291.6873467345495,0.0,2.554936647415161,-0.004975080490112305
Tue Mar 26 16:56:05 GMT+01:00 2019,26-Mar-2019 16:57:35.364,7.6527145243300705,45.03948804820828,7.507522,16.0,291.5726600953597,195.38826,-0.90859956,8.360553,5.723339,0.038184687,27.0,4.059255599975586,291.5726600953597,0.0,2.5625526905059814,0.03818468749523163
Tue Mar 26 16:56:06 GMT+01:00 2019,26-Mar-2019 16:57:36.365,7.652688396880009,45.0393976863503,7.9410133,16.0,291.44919216287843,186.18895,-0.46088383,8.743625,4.6591167,0.032081332,23.0,4.209598541259766,291.44919216287843,0.0,2.568795680999756,0.03208133205771446
Tue Mar 26 16:56:07 GMT+01:00 2019,26-Mar-2019 16:57:37.364,7.652677427713965,45.039318350365896,7.173221,16.0,291.39396357053,183.50488,-0.8655039,8.608353,4.1718965,0.014046453,20.0,4.941702365875244,291.39396357053,0.0,2.5747978687286377,0.014046452939510345
Tue Mar 26 16:56:08 GMT+01:00 2019,26-Mar-2019 16:57:38.364,7.652672934073107,45.0392482391951,6.559777,24.0,291.35062318533926,176.4297,-0.8631097,8.850166,4.1922474,0.021123946,19.0,5.682958126068115,291.35062318533926,0.0,2.580176591873169,0.021123945713043213
Tue Mar 26 16:56:09 GMT+01:00 2019,26-Mar-2019 16:57:39.365,7.652683088030348,45.03917759983804,5.139846,12.0,291.33189792273726,171.94495,-0.6859388,9.103952,4.3837833,0.021347199,19.0,5.98206090927124,291.33189792273726,0.0,2.585021495819092,0.021347198635339737
Tue Mar 26 16:56:10 GMT+01:00 2019,26-Mar-2019 16:57:40.365,7.652700347316318,45.03910750298393,5.2271852,12.0,291.321492148036,168.92003,-0.52073884,8.628703,4.1539397,0.026098562,18.0,5.98206090927124,291.321492148036,0.0,2.5898725986480713,0.02609856240451336
Tue Mar 26 16:56:11 GMT+01:00 2019,26-Mar-2019 16:57:41.364,7.652725863248355,45.03902558799167,5.2580876,8.0,291.3239975591705,165.73283,-0.427365,8.765172,4.0258503,0.0059752404,18.0,6.314397811889648,291.3239975591705,0.0,2.5948526859283447,0.005975240375846624
Tue Mar 26 16:56:12 GMT+01:00 2019,26-Mar-2019 16:57:42.365,7.652756317797404,45.03895287780018,5.101288,8.0,291.38972924753676,163.95494,-1.2162545,9.208099,3.9193082,0.046638906,17.0,6.685832977294922,291.38972924753676,0.0,2.598936080932617,0.04663890600204468
Tue Mar 26 16:56:13 GMT+01:00 2019,26-Mar-2019 16:57:43.365,7.652785164090492,45.03888813199509,5.459588,8.0,291.48448754895094,163.87383,-0.33758244,8.850166,3.311181,-0.01715362,18.0,6.314397811889648,291.48448754895094,0.0,2.603602647781372,-0.017153620719909668
Tue Mar 26 16:56:14 GMT+01:00 2019,26-Mar-2019 16:57:44.364,7.65280814336507,45.03883601807992,6.052527,8.0,291.5629328088829,163.09274,-0.81642276,9.03452,4.5801077,0.043165646,21.0,5.412341117858887,291.5629328088829,0.0,2.6090192794799805,0.043165646493434906
Tue Mar 26 16:56:15 GMT+01:00 2019,26-Mar-2019 16:57:45.365,7.652831911213245,45.03878101105932,6.0279474,8.0,291.63468554625615,162.33116,-0.08619126,8.662222,5.801151,0.03912062,18.0,5.682958126068115,291.63468554625615,0.0,2.619088649749756,0.039120618253946304
Tue Mar 26 16:56:16 GMT+01:00 2019,26-Mar-2019 16:57:46.364,7.652856428242712,45.03872619427698,5.245917,8.0,291.7156975003827,162.67973,-0.80804306,9.012972,5.2852,0.05247297,14.0,6.314397811889648,291.7156975003827,0.0,2.6233553886413574,0.05247297137975693
Tue Mar 26 16:56:17 GMT+01:00 2019,26-Mar-2019 16:57:47.364,7.652875660913814,45.03868470706229,3.7901247,8.0,291.7351359913529,162.71423,-0.09696517,8.588001,3.9600096,-0.016929865,11.0,8.118511199951172,291.7351359913529,0.0,2.6264560222625732,0.010118722915649414
Tue Mar 26 16:56:18 GMT+01:00 2019,26-Mar-2019 16:57:48.365,7.652896993586745,45.03864233162232,2.765962,8.0,291.7563108550251,164.16327,2.2301989,10.491392,2.123657,0.076253705,11.0,10.332651138305664,291.7563108550251,0.0,2.6295390129089355,0.07625370472669601
Tue Mar 26 16:56:19 GMT+01:00 2019,26-Mar-2019 16:57:49.365,7.652909338067045,45.03861449146653,3.0724895,6.0,291.7772310307584,170.34116,0.8810662,10.964247,1.6675615,0.064638995,17.0,10.332651138305664,291.7772310307584,0.0,2.6334316730499268,0.06463899463415146
Tue Mar 26 16:56:20 GMT+01:00 2019,26-Mar-2019 16:57:50.364,7.6529157010621365,45.038584613558065,4.517142,6.0,291.97102184109957,188.61661,0.8559271,10.572795,1.4975731,0.06627421,25.0,43.46866226196289,291.97102184109957,2191.0,2.638629198074341,0.06627421081066132
Tue Mar 26 16:56:21 GMT+01:00 2019,26-Mar-2019 16:57:51.365,7.652906932800157,45.03854367795837,5.4063835,8.0,292.10020652266746,210.99648,-0.5315128,9.733627,2.03148,0.034041345,33.0,36.45864486694336,292.10020652266746,2789.0,2.646491527557373,0.03404134511947632
Tue Mar 26 16:56:22 GMT+01:00 2019,26-Mar-2019 16:57:52.365,7.65285300203144,45.038483733958834,9.037756,8.0,292.17920301808823,216.18082,0.22505496,9.702502,2.6479871,0.044471204,38.0,36.50205612182617,292.17920301808823,3244.0,2.6557512283325195,0.04447120428085327
Tue Mar 26 16:56:23 GMT+01:00 2019,26-Mar-2019 16:57:53.364,7.652771918897868,45.03840566724927,10.517568,8.0,292.2180033440762,217.70314,-0.06703765,8.977059,4.474763,0.01833754,41.0,18.311647415161133,292.2180033440762,2167.0,2.665527582168579,0.018337540328502655
Tue Mar 26 16:56:24 GMT+01:00 2019,26-Mar-2019 16:57:54.365,7.652683517926268,45.038324890098494,0.0,48.0,292.241216763431,0.0,-0.4261679,8.971074,4.084508,0.018033937,40.0,11.400679588317871,292.241216763431,2135.0,2.676788806915283,0.018033936619758606
Tue Mar 26 16:56:25 GMT+01:00 2019,26-Mar-2019 16:57:55.364,7.652592983568803,45.0382421037373,0.0,48.0,292.250842731025,0.0,-0.2896984,8.931569,4.3766007,0.02388113,39.0,2.878025531768799,292.250842731025,315.0,2.687091827392578,0.023881129920482635
Tue Mar 26 16:56:26 GMT+01:00 2019,26-Mar-2019 16:57:56.364,7.65250266157178,45.038159220645966,11.263279,16.0,292.24654207676656,217.53798,-0.47524905,8.893262,4.2904096,0.026698649,38.0,2.989304542541504,292.24654207676656,0.0,2.6962890625,0.026698648929595947
Tue Mar 26 16:56:27 GMT+01:00 2019,26-Mar-2019 16:57:57.365,7.652416110996262,45.03808070905331,10.9911,16.0,292.2417920856996,217.80284,-0.1316811,9.148245,3.954024,0.020490862,37.0,3.0679702758789062,292.2417920856996,0.0,2.7067160606384277,0.020490862429142
Tue Mar 26 16:56:28 GMT+01:00 2019,26-Mar-2019 16:57:58.365,7.6523300329315385,45.03800283188475,10.891815,16.0,292.2358233848415,218.12726,-1.448492,9.150639,4.203021,0.029960152,37.0,3.150888442993164,292.2358233848415,0.0,2.716963052749634,0.02996015176177025
Tue Mar 26 16:56:29 GMT+01:00 2019,26-Mar-2019 16:57:59.364,7.652232954202464,45.037915414884054,11.248819,16.0,292.22053492407133,216.68436,-0.4405331,8.942344,4.449624,0.011877102,37.0,3.150888442993164,292.22053492407133,0.0,2.726233720779419,0.011877101846039295
Tue Mar 26 16:56:30 GMT+01:00 2019,26-Mar-2019 16:58:00.365,7.6521576569939835,45.037845315869504,9.58603,32.0,292.34462147609963,213.7346,0.09696517,8.814254,4.2161894,0.015046775,36.0,3.150888442993164,292.34462147609963,0.0,2.7363827228546143,0.015046775341033936
Tue Mar 26 16:56:31 GMT+01:00 2019,26-Mar-2019 16:58:01.365,7.652074198289778,45.037760217657656,9.301398,32.0,292.1334300038045,219.77342,-0.34596214,8.683769,4.4783545,0.015601993,35.0,3.330939292907715,292.1334300038045,0.0,2.7462141513824463,0.0156019926071167
Tue Mar 26 16:56:32 GMT+01:00 2019,26-Mar-2019 16:58:02.364,7.65198508138041,45.03768497191906,9.254497,32.0,291.74318009780734,220.99792,-0.2621651,8.710106,4.911705,0.018054679,34.0,3.428908109664917,291.74318009780734,0.0,2.7548487186431885,0.018054679036140442
Tue Mar 26 16:56:33 GMT+01:00 2019,26-Mar-2019 16:58:03.364,7.651902965527223,45.03761842622427,9.494051,32.0,291.44486581405687,221.36353,0.016759412,8.414422,5.1475334,0.020758688,32.0,3.643214702606201,291.44486581405687,0.0,2.764024496078491,0.02075868844985962
Tue Mar 26 16:56:34 GMT+01:00 2019,26-Mar-2019 16:58:04.365,7.651805576346822,45.0375401097481,8.991169,32.0,291.3245058177958,221.42041,-0.1352724,8.529344,4.8542438,0.018662632,27.0,4.3178839683532715,291.3245058177958,0.0,2.7726941108703613,0.018662631511688232
Tue Mar 26 16:56:35 GMT+01:00 2019,26-Mar-2019 16:58:05.364,7.651720577306427,45.03747179080242,7.516136,32.0,291.3881672697577,222.59647,-0.009576807,8.51857,4.8458643,0.018024921,23.0,5.068820476531982,291.3881672697577,0.0,2.778923273086548,0.017385244369506836
Tue Mar 26 16:56:36 GMT+01:00 2019,26-Mar-2019 16:58:06.364,7.651645855997349,45.03741429704837,6.199356,16.0,291.52643517689324,223.96089,0.61770403,8.605958,4.891354,0.017861268,20.0,5.829143524169922,291.52643517689324,0.0,2.7849013805389404,0.017861267551779747
Tue Mar 26 16:56:37 GMT+01:00 2019,26-Mar-2019 16:58:07.365,7.651596619757364,45.03737791772392,5.310748,16.0,291.59419267107074,225.86526,-0.81283146,8.567651,5.0661306,0.024135228,14.0,6.857816219329834,291.59419267107074,0.0,2.7939066886901855,0.024135228246450424
Tue Mar 26 16:56:38 GMT+01:00 2019,26-Mar-2019 16:58:08.364,7.651564794684466,45.037354424507186,4.306006,16.0,291.5682455819865,229.40594,0.06943185,8.176199,5.3713913,0.027148897,10.0,8.327347755432129,291.5682455819865,0.0,2.7971765995025635,0.0271488968282938
Tue Mar 26 16:56:39 GMT+01:00 2019,26-Mar-2019 16:58:09.365,7.651567227161199,45.03735867786354,3.3457143,12.0,291.53037149353867,225.63837,-0.1592144,8.301894,5.2444987,0.020118773,5.0,11.658287048339844,291.53037149353867,0.0,2.7992162704467773,0.020118772983551025
Tue Mar 26 16:56:40 GMT+01:00 2019,26-Mar-2019 16:58:10.365,7.651549716756814,45.03734578179355,2.6539302,12.0,291.48953085396425,225.72588,-0.17956513,8.49343,4.923676,0.019919574,1.0,23.316574096679688,291.48953085396425,0.0,2.800001382827759,0.01991957426071167
Tue Mar 26 16:56:41 GMT+01:00 2019,26-Mar-2019 16:58:11.364,7.651530782949092,45.037332101469744,2.2489393,12.0,291.44662219681595,225.84758,-0.22744916,8.932767,3.9396589,0.016857903,0.0,116.58287048339844,291.44662219681595,0.0,2.800001382827759,0.016857903450727463
Tue Mar 26 16:56:42 GMT+01:00 2019,26-Mar-2019 16:58:12.365,7.651516762420563,45.037322407720886,1.462323,8.0,291.40035002583187,226.10185,-0.25617957,8.955511,4.000711,0.017674074,0.0,-,291.40035002583187,0.0,2.800001382827759,0.017674073576927185
Tue Mar 26 16:56:43 GMT+01:00 2019,26-Mar-2019 16:58:13.364,7.651516762420563,45.037322407720886,0.0,24.0,291.35671991723785,226.31119,-0.24540567,8.953117,3.9959226,0.017022349,0.0,-,291.35671991723785,0.0,2.800001382827759,0.017022348940372467
Tue Mar 26 16:56:44 GMT+01:00 2019,26-Mar-2019 16:58:14.364,7.651516762420563,45.037322407720886,0.0,8.0,291.35228422169445,226.31119,-0.2896984,8.918402,3.976769,0.014836967,0.0,-,291.35228422169445,0.0,2.800001382827759,0.016168057918548584
Tue Mar 26 16:56:45 GMT+01:00 2019,26-Mar-2019 16:58:15.365,7.651516762420563,45.037322407720886,0.0,8.0,291.34780829142295,226.31119,-0.23582886,8.961497,3.9695864,0.01777695,0.0,-,291.34780829142295,0.0,2.800001382827759,0.01777694933116436
Tue Mar 26 16:56:46 GMT+01:00 2019,26-Mar-2019 16:58:16.364,7.651516762420563,45.037322407720886,0.0,8.0,291.34360935994545,226.31119,-0.2645593,8.956709,3.9983168,0.017776946,0.0,-,291.34360935994545,0.0,2.800001382827759,0.01777694560587406
Tue Mar 26 16:56:47 GMT+01:00 2019,26-Mar-2019 16:58:17.364,7.651516762420563,45.037322407720886,0.0,8.0,291.3396793897753,226.31119,-0.2861071,8.943541,3.976769,0.016678404,0.0,-,291.3396793897753,0.0,2.800001382827759,0.016678404062986374
Tue Mar 26 16:56:48 GMT+01:00 2019,26-Mar-2019 16:58:18.365,7.651516762420563,45.037322407720886,0.0,6.0,291.33602154794943,226.31119,-0.2741361,8.941146,3.9707835,0.016660571,0.0,-,291.33602154794943,0.0,2.800001382827759,0.016660571098327637
Tue Mar 26 16:56:49 GMT+01:00 2019,26-Mar-2019 16:58:19.364,7.651516762420563,45.037322407720886,0.0,6.0,291.33284539862444,226.31119,-0.25258827,8.932767,3.9803603,0.016218007,0.0,-,291.33284539862444,0.0,2.800001382827759,0.01621800661087036
Tue Mar 26 16:56:50 GMT+01:00 2019,26-Mar-2019 16:58:20.364,7.651516762420563,45.037322407720886,0.0,6.0,291.3297626199895,226.31119,-0.2645593,8.948329,3.9851487,0.01695931,0.0,-,291.3297626199895,0.0,2.800001382827759,0.016959309577941895
Tue Mar 26 16:56:51 GMT+01:00 2019,26-Mar-2019 16:58:21.365,7.651516762420563,45.037322407720886,0.0,8.0,291.326831359685,226.31119,-0.25617957,8.943541,3.9839516,0.016933233,0.0,-,291.326831359685,0.0,2.800001382827759,0.01693323254585266
Tue Mar 26 16:56:52 GMT+01:00 2019,26-Mar-2019 16:58:22.364,7.651516762420563,45.037322407720886,0.0,12.0,291.3247018755913,226.31119,-0.25019407,8.949526,3.9875429,0.017735384,0.0,-,291.3247018755913,0.0,2.800001382827759,0.01773538440465927
Tue Mar 26 16:56:53 GMT+01:00 2019,26-Mar-2019 16:58:23.364,7.651516762420563,45.037322407720886,0.0,6.0,291.3226246254914,226.31119,-0.2633622,8.942344,3.964798,0.016400933,0.0,-,291.3226246254914,0.0,2.800001382827759,0.016400933265686035
Tue Mar 26 16:56:54 GMT+01:00 2019,26-Mar-2019 16:58:24.365,7.651516762420563,45.037322407720886,0.0,6.0,291.3205357872912,226.31119,-0.2825158,8.939949,3.977966,0.016830666,0.0,-,291.3205357872912,0.0,2.800001382827759,0.01683066599071026
Tue Mar 26 16:56:55 GMT+01:00 2019,26-Mar-2019 16:58:25.364,7.651516762420563,45.037322407720886,0.0,6.0,291.31824616635413,226.31119,-0.2669535,8.926781,4.0019083,0.016741106,0.0,-,291.31824616635413,0.0,2.800001382827759,0.016741106286644936
Tue Mar 26 16:56:56 GMT+01:00 2019,26-Mar-2019 16:58:26.365,7.651516762420563,45.037322407720886,0.0,6.0,291.3158020907179,226.31119,-0.29328972,8.935161,4.021062,0.017268742,0.0,-,291.3158020907179,0.0,2.800001382827759,0.017268741503357887
Tue Mar 26 16:56:57 GMT+01:00 2019,26-Mar-2019 16:58:27.364,7.651516762420563,45.037322407720886,0.0,6.0,291.31269738019995,226.31119,-0.24779987,8.944737,3.9588125,0.016429126,0.0,-,291.31269738019995,0.0,2.800001382827759,0.016429126262664795
Tue Mar 26 16:56:58 GMT+01:00 2019,26-Mar-2019 16:58:28.364,7.651516762420563,45.037322407720886,0.0,6.0,291.30925510217946,226.31119,-0.34117374,9.024943,3.8869865,0.021275938,0.0,-,291.30925510217946,0.0,2.800001382827759,0.02127593755722046
Tue Mar 26 16:56:59 GMT+01:00 2019,26-Mar-2019 16:58:29.365,7.651516762420563,45.037322407720886,0.0,6.0,291.3063823021367,226.31119,-0.29927522,9.232041,3.50152,0.019905448,0.0,-,291.3063823021367,0.0,2.800001382827759,0.019905447959899902
Tue Mar 26 16:57:00 GMT+01:00 2019,26-Mar-2019 16:58:30.364,7.651516762420563,45.037322407720886,0.0,6.0,291.303652293511,226.31119,-0.320823,9.369708,3.0921116,0.024502715,1.0,-,291.303652293511,0.0,2.800001382827759,0.024502715095877647
Tue Mar 26 16:57:01 GMT+01:00 2019,26-Mar-2019 16:58:31.365,7.651516762420563,45.037322407720886,0.0,6.0,291.3005032608909,226.31119,-0.29807812,9.361329,3.0669725,0.023521326,5.0,116.58287048339844,291.3005032608909,0.0,2.800755500793457,0.02352132648229599
Tue Mar 26 16:57:02 GMT+01:00 2019,26-Mar-2019 16:58:32.365,7.651516762420563,45.037322407720886,0.0,6.0,291.27072888016767,226.31119,-0.18674773,9.497798,3.0466216,0.035943806,8.0,77.84373474121094,291.27072888016767,1267.0,2.802595376968384,0.035943806171417236
Tue Mar 26 16:57:03 GMT+01:00 2019,26-Mar-2019 16:58:33.364,7.651539922225647,45.03733739231802,1.515656,6.0,291.2425611199288,229.15004,-0.16879122,8.337808,5.7484784,0.025612853,12.0,12.913044929504395,291.2425611199288,1791.0,2.805281400680542,0.025612853467464447
Tue Mar 26 16:57:04 GMT+01:00 2019,26-Mar-2019 16:58:34.364,7.6515138259050435,45.03732183023377,2.420031,6.0,291.2179616735767,230.62569,-0.08499416,8.416816,5.3019595,0.0245456,10.0,10.74462890625,291.2179616735767,1850.0,2.807814359664917,0.02454560063779354
Tue Mar 26 16:57:05 GMT+01:00 2019,26-Mar-2019 16:58:35.365,7.651495425046445,45.03731116252864,1.5015464,8.0,291.1916629749982,230.32549,-0.32680854,8.954314,3.867833,0.017078286,5.0,21.4892578125,291.1916629749982,681.0,2.809854030609131,0.017078286036849022
Tue Mar 26 16:57:06 GMT+01:00 2019,26-Mar-2019 16:58:36.365,7.651478841458231,45.03730148613133,1.2704586,8.0,291.1722058319738,231.28647,-0.32561144,9.106346,3.7600937,0.0148515105,3.0,35.8154296875,291.1722058319738,0.0,2.8109662532806396,0.014851510524749756
Tue Mar 26 16:57:07 GMT+01:00 2019,26-Mar-2019 16:58:37.364,7.651462680521031,45.0372924049814,1.5717918,6.0,291.15524842879455,232.26164,-0.2657564,8.856153,3.8187518,0.0024915934,5.0,21.4892578125,291.15524842879455,0.0,2.811962842941284,0.002491593360900879
Tue Mar 26 16:57:08 GMT+01:00 2019,26-Mar-2019 16:58:38.365,7.651443862133192,45.03728212382447,2.0443733,6.0,291.1393826028518,232.7013,-0.4369418,9.630676,2.4313118,0.02655271,5.0,21.4892578125,291.1393826028518,0.0,2.813351631164551,0.026552710682153702
Tue Mar 26 16:57:09 GMT+01:00 2019,26-Mar-2019 16:58:39.365,7.65142359370126,45.0372712074034,1.5556537,6.0,291.12367136491537,232.22055,-0.31603462,9.625888,2.669535,0.026497245,11.0,17.90771484375,291.12367136491537,0.0,2.8169963359832764,0.026497244834899902
Tue Mar 26 16:57:10 GMT+01:00 2019,26-Mar-2019 16:58:40.364,7.651407605879089,45.03726253641406,1.3214566,6.0,291.1090666079748,232.91544,-0.19871874,9.610326,2.6264393,0.037270084,16.0,9.767844200134277,291.1090666079748,0.0,2.8207614421844482,0.03727008402347565
Tue Mar 26 16:57:11 GMT+01:00 2019,26-Mar-2019 16:58:41.365,7.651382445762993,45.03724923390304,2.6103806,12.0,291.0968809515199,233.40535,-0.6368576,9.736021,2.328361,0.04150766,21.0,6.715392589569092,291.0968809515199,687.0,2.8258848190307617,0.04150766134262085
Tue Mar 26 16:57:12 GMT+01:00 2019,26-Mar-2019 16:58:42.365,7.651339435693837,45.03722673338035,3.9515846,12.0,291.0866708913132,233.46196,-0.4345476,9.697714,2.9939492,0.03588827,26.0,31.168819427490234,291.0866708913132,2222.0,2.831772804260254,0.035888269543647766
Tue Mar 26 16:57:13 GMT+01:00 2019,26-Mar-2019 16:58:43.364,7.6512744394368015,45.03719280207823,5.6728544,12.0,290.99814669673503,234.18115,-0.40222588,9.500193,3.0885203,0.025441855,30.0,31.964004516601562,290.99814669673503,2508.0,2.839519500732422,0.025441855192184448
Tue Mar 26 16:57:14 GMT+01:00 2019,26-Mar-2019 16:58:44.364,7.651199109323837,45.03715391355026,6.7787175,12.0,290.89622590253657,233.8261,-0.053869538,9.588778,2.8562827,0.019643672,34.0,18.699552536010742,290.89622590253657,1781.0,2.8484084606170654,0.019643671810626984
Tue Mar 26 16:57:15 GMT+01:00 2019,26-Mar-2019 16:58:45.365,7.651112983623894,45.037108739958,7.6659513,12.0,290.7592566350432,231.68452,-0.545878,9.32781,3.0023289,0.019435823,37.0,17.92921257019043,290.7592566350432,1958.0,2.857283353805542,0.0194358229637146
Tue Mar 26 16:57:16 GMT+01:00 2019,26-Mar-2019 16:58:46.365,7.651032095190264,45.03706349418217,8.101779,12.0,290.6442079062412,232.13179,-0.58298814,9.247604,3.0178912,0.012377739,41.0,16.94960594177246,290.6442079062412,2143.0,2.8680949211120605,0.012377738952636719
Tue Mar 26 16:57:17 GMT+01:00 2019,26-Mar-2019 16:58:47.364,7.6509449410753625,45.037015576793884,8.622992,12.0,290.54871085030743,231.75037,-0.25498247,9.02614,3.1399956,0.024600867,44.0,16.945030212402344,290.54871085030743,2323.0,2.8799004554748535,0.024600867182016373
Tue Mar 26 16:57:18 GMT+01:00 2019,26-Mar-2019 16:58:48.364,7.650838337184241,45.03695619931735,9.561844,12.0,290.4367761643466,231.97415,-0.5327099,9.161413,3.5577838,0.034644872,46.0,16.337881088256836,290.4367761643466,2046.0,2.891113042831421,0.034644871950149536
Tue Mar 26 16:57:18 GMT+01:00 2019,26-Mar-2019 16:58:49.365,7.650838337184241,45.03695619931735,9.561844,12.0,290.4367761643466,231.97415,-0.17836803,8.802282,4.1599255,0.049644537,47.0,10.41571044921875,290.4367761643466,1686.0,2.904029607772827,0.04964453727006912
Tue Mar 26 16:57:20 GMT+01:00 2019,26-Mar-2019 16:58:50.364,7.650587393010112,45.036821187714295,10.975235,16.0,290.1857716791418,230.60353,-1.5191209,9.19134,4.8626237,0.09022707,46.0,9.719775199890137,290.1857716791418,1663.0,2.916959285736084,0.09022706747055054
Tue Mar 26 16:57:21 GMT+01:00 2019,26-Mar-2019 16:58:51.364,7.650464919993277,45.03674951274015,11.052812,16.0,290.0233263572426,229.1691,0.15203181,8.710106,4.2820296,0.00472843,45.0,6.4194464683532715,290.0233263572426,1488.0,2.929105281829834,0.004728429950773716
Tue Mar 26 16:57:22 GMT+01:00 2019,26-Mar-2019 16:58:52.365,7.650377338005172,45.03669342070141,10.967372,32.0,289.64120093890745,227.49913,-0.78888947,8.797494,4.050989,0.015067637,44.0,2.485152006149292,289.64120093890745,1491.0,2.9414169788360596,0.015067636966705322
Tue Mar 26 16:57:23 GMT+01:00 2019,26-Mar-2019 16:58:53.365,7.650279681514859,45.036626583621526,11.182812,16.0,289.08666456164224,219.58746,-0.11971009,8.208521,5.3582234,0.03506857,43.0,2.616386890411377,289.08666456164224,0.0,2.953500270843506,0.0350685715675354
Tue Mar 26 16:57:24 GMT+01:00 2019,26-Mar-2019 16:58:54.364,7.6501722423265885,45.03653378468052,11.335708,12.0,288.54497321541487,221.05089,0.5746084,7.219715,7.2233067,0.06170243,38.0,2.6772329807281494,288.54497321541487,0.0,2.9636478424072266,0.0617024302482605
Tue Mar 26 16:57:25 GMT+01:00 2019,26-Mar-2019 16:58:55.365,7.650070701344856,45.036449604163025,10.246364,32.0,288.021065413049,220.5155,-0.08020575,8.055291,6.087258,0.048253,27.0,3.0295004844665527,288.021065413049,0.0,2.9726486206054688,0.048252999782562256
