GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Kilometers Per Litre(Instant)(kpl),GPS Satellites,Trip Distance(km)
Wed Mar 27 21:44:41 GMT+01:00 2019,27-mar-2019 21:44:39.498,7.40327,45.100458333333336,19.457014,7.6,346.0,164.61,0.871,-0.306,9.299,-0.028429866,68.0,-0.028429865837097168,1874.25,8.885443687438965,12.0,1.138077974319458
Wed Mar 27 21:44:42 GMT+01:00 2019,27-mar-2019 21:44:40.492,7.403338333333333,45.10028833333334,19.247522,7.5,346.1,164.5,0.9,0.622,9.768,0.020944297,68.0,0.020944297313690186,1872.25,9.444730758666992,11.0,1.1571369171142578
Wed Mar 27 21:44:43 GMT+01:00 2019,27-mar-2019 21:44:41.492,7.403396666666667,45.10011833333333,19.214066,7.5,346.5,165.7,0.565,0.708,11.023,0.14643663,68.0,0.1464366316795349,1869.25,8.590083122253418,11.0,1.1748546361923218
Wed Mar 27 21:44:44 GMT+01:00 2019,27-mar-2019 21:44:42.492,7.40345,45.09994833333334,19.228477,7.5,346.8,167.45,0.996,1.714,9.663,0.024529755,68.0,0.024529755115509033,1869.25,6.960763454437256,11.0,1.1931767463684082
Wed Mar 27 21:44:45 GMT+01:00 2019,27-mar-2019 21:44:43.492,7.40351,45.09977833333334,19.37054,7.5,346.1,170.43,1.034,0.239,10.668,0.11182946,68.0,0.11182945966720581,1880.25,7.039772987365723,12.0,1.212707757949829
Wed Mar 27 21:44:46 GMT+01:00 2019,27-mar-2019 21:44:44.497,7.403560000000001,45.09960666666666,19.254728,7.5,345.6,173.57,1.35,1.187,10.314,0.08622545,69.0,0.08622545003890991,1888.0,7.137897491455078,12.0,1.2307653427124023
Wed Mar 27 21:44:47 GMT+01:00 2019,27-mar-2019 21:44:45.492,7.40359,45.09944833333334,19.93725,7.5,345.5,174.1,0.229,0.718,9.107,-0.049488306,69.0,-0.04948830604553223,1892.0,7.181338310241699,13.0,1.2493187189102173
Wed Mar 27 21:44:48 GMT+01:00 2019,27-mar-2019 21:44:46.492,7.403623333333333,45.09926166666667,19.777172,7.5,345.4,175.03,0.593,-0.201,9.289,-0.031960428,69.0,-0.03196042776107788,1894.0,8.078621864318848,12.0,1.268830418586731
Wed Mar 27 21:44:49 GMT+01:00 2019,27-mar-2019 21:44:47.492,7.403668333333333,45.09908666666667,19.805481,7.6,343.4,178.3,0.9,0.316,10.218,0.06511885,68.0,0.06511884927749634,1872.25,6.535342693328857,12.0,1.2876960039138794
Wed Mar 27 21:44:50 GMT+01:00 2019,27-mar-2019 21:44:48.491,7.403695000000001,45.09891,20.35572,7.6,343.1,177.75,1.264,-0.354,9.462,-0.007237017,67.0,-0.0072370171546936035,1835.5,4.555790424346924,12.0,1.3062140941619873
Wed Mar 27 21:44:51 GMT+01:00 2019,27-mar-2019 21:44:49.491,7.403735,45.098736666666674,20.090122,7.6,345.5,177.38,1.12,-0.344,8.207,-0.13592255,65.0,-0.13592255115509033,1797.75,7.549699306488037,12.0,1.3254225254058838
Wed Mar 27 21:44:52 GMT+01:00 2019,27-mar-2019 21:44:50.491,7.4037516666666665,45.098555000000005,19.588268,7.5,348.2,175.58,1.034,-0.727,9.72,0.01816827,65.0,0.018168270587921143,1784.0,9.947014808654785,12.0,1.3432074785232544
Wed Mar 27 21:44:53 GMT+01:00 2019,27-mar-2019 21:44:51.492,7.403781666666666,45.098375000000004,18.878468,7.5,351.3,169.17,1.292,-0.153,10.621,0.109763324,64.0,0.10976332426071167,1771.0,10.593854904174805,12.0,1.3609488010406494
Wed Mar 27 21:44:54 GMT+01:00 2019,27-mar-2019 21:44:52.491,7.403836666666666,45.09821166666667,18.211903,7.5,352.8,166.65,1.359,-0.775,10.4,0.091070235,64.0,0.09107023477554321,1755.0,11.168139457702637,12.0,1.378309965133667
Wed Mar 27 21:44:55 GMT+01:00 2019,27-mar-2019 21:44:53.491,7.403888333333333,45.09805166666667,17.731667,7.5,355.1,165.73,1.398,0.258,9.625,0.0107857585,63.0,0.01078575849533081,1734.25,11.378232955932617,12.0,1.3962137699127197
Wed Mar 27 21:44:56 GMT+01:00 2019,27-mar-2019 21:44:54.492,7.4039383333333335,45.097895,18.043587,7.6,358.5,164.13,0.852,0.469,12.929,0.34066433,63.0,0.3406643271446228,1714.5,11.67096996307373,12.0,1.4132169485092163
Wed Mar 27 21:44:57 GMT+01:00 2019,27-mar-2019 21:44:55.492,7.404015,45.09773833333334,17.848507,7.6,358.8,162.68,1.283,0.689,9.845,0.033487976,62.0,0.03348797559738159,1698.5,11.748202323913574,12.0,1.4296071529388428
Wed Mar 27 21:44:58 GMT+01:00 2019,27-mar-2019 21:44:56.492,7.404081666666667,45.09758,17.525778,7.6,358.0,164.56,0.641,0.852,9.423,-0.014320314,61.0,-0.014320313930511475,1668.75,11.787277221679688,12.0,1.4468141794204712
Wed Mar 27 21:44:59 GMT+01:00 2019,27-mar-2019 21:44:57.492,7.404163333333334,45.09742500000001,17.612764,7.6,356.1,163.53,1.245,-0.067,9.615,0.007328272,60.0,0.0073282718658447266,1637.0,4.773819446563721,12.0,1.4643720388412476
Wed Mar 27 21:45:00 GMT+01:00 2019,27-mar-2019 21:44:58.492,7.404213333333333,45.09728166666667,17.579308,7.6,356.7,163.34,1.417,-0.181,10.094,0.058202922,57.0,0.058202922344207764,901.75,8.588274955749512,11.0,1.4798191785812378
Wed Mar 27 21:45:01 GMT+01:00 2019,27-mar-2019 21:44:59.492,7.404295,45.09711833333334,16.963186,7.5,356.2,164.73,2.643,-0.833,9.098,-0.0115122795,52.0,-0.011512279510498047,1606.25,5.50981330871582,11.0,1.4954973459243774
Wed Mar 27 21:45:02 GMT+01:00 2019,27-mar-2019 21:45:00.492,7.40434,45.09697833333333,16.950832,7.5,356.7,167.5,1.417,0.086,8.849,-0.06742746,49.0,-0.06742745637893677,1894.0,3.200608968734741,11.0,1.5087823867797852
Wed Mar 27 21:45:03 GMT+01:00 2019,27-mar-2019 21:45:01.493,7.404373333333333,45.09686166666667,14.050887,7.5,356.7,167.23,1.494,0.459,10.266,0.07754117,47.0,0.07754117250442505,1814.75,3.1831960678100586,11.0,1.521816372871399
Wed Mar 27 21:45:04 GMT+01:00 2019,27-mar-2019 21:45:02.493,7.404415,45.09674666666667,13.62933,7.5,356.6,166.16,1.34,0.842,10.601,0.11160725,45.0,0.11160725355148315,1756.0,3.164449691772461,11.0,1.5346876382827759
Wed Mar 27 21:45:05 GMT+01:00 2019,27-mar-2019 21:45:03.496,7.4044533333333336,45.096630000000005,12.724448,7.5,357.3,167.0,2.001,0.498,10.391,0.09888011,44.0,0.0988801121711731,1699.5,3.2268168926239014,11.0,1.5465137958526611
Wed Mar 27 21:45:06 GMT+01:00 2019,27-mar-2019 21:45:04.492,7.404480000000001,45.09651166666666,12.763567,7.5,358.5,169.47,2.039,0.095,10.333,0.092668116,42.0,0.09266811609268188,1351.25,3.4604082107543945,11.0,1.558103322982788
Wed Mar 27 21:45:07 GMT+01:00 2019,27-mar-2019 21:45:05.493,7.404476666666667,45.09641333333334,12.036264,7.5,359.1,173.94,1.8,0.086,9.433,0.030381402,38.0,0.030381402000784874,731.25,10.460299491882324,10.0,1.5696613788604736
Wed Mar 27 21:45:08 GMT+01:00 2019,27-mar-2019 21:45:06.492,7.404481666666667,45.09632833333333,10.306798,7.5,359.9,178.3,2.02,0.21,9.385,0.032776855,35.0,0.0327768549323082,942.5,10.724164962768555,10.0,1.5798271894454956
Wed Mar 27 21:45:09 GMT+01:00 2019,27-mar-2019 21:45:07.493,7.404476666666667,45.096246666666666,9.945463,7.4,359.7,177.34,2.442,-0.507,9.184,-0.010905147,30.0,-0.010905146598815918,1742.25,2.683391809463501,11.0,1.5888680219650269
Wed Mar 27 21:45:10 GMT+01:00 2019,27-mar-2019 21:45:08.492,7.404471666666666,45.09617,9.184703,7.4,359.3,178.25,1.762,-0.086,9.96,8.982685E-4,27.0,8.982684812508523E-4,1632.0,2.0699703693389893,12.0,1.5961307287216187
Wed Mar 27 21:45:11 GMT+01:00 2019,27-mar-2019 21:45:09.496,7.404445,45.09611833333334,7.636934,7.4,357.5,183.21,2.116,-0.153,9.404,0.0017049909,23.0,0.0017049908638000488,1431.75,2.06268310546875,12.0,1.603430986404419
Wed Mar 27 21:45:12 GMT+01:00 2019,27-mar-2019 21:45:10.491,7.404428333333334,45.096063333333326,6.789186,7.4,356.4,187.37,1.57,0.153,9.462,-0.0031623244,20.0,-0.0031623244285583496,1279.75,2.1536357402801514,11.0,1.6091707944869995
Wed Mar 27 21:45:13 GMT+01:00 2019,27-mar-2019 21:45:11.491,7.4044099999999995,45.09602333333334,5.5883393,7.4,355.3,187.28,1.79,-0.181,9.04,-0.04141885,17.0,-0.04141885042190552,1041.75,2.272364616394043,11.0,1.6142261028289795
Wed Mar 27 21:45:14 GMT+01:00 2019,27-mar-2019 21:45:12.492,7.404385,45.09599333333334,4.8594923,7.4,352.8,190.45,2.174,-0.095,8.925,-0.0445624,14.0,-0.04456239938735962,747.0,4.700211048126221,11.0,1.6187567710876465
Wed Mar 27 21:45:15 GMT+01:00 2019,27-mar-2019 21:45:13.492,7.404375000000001,45.095973333333326,3.606144,7.4,350.1,190.99,2.135,-0.201,9.51,0.012759507,9.0,0.012759506702423096,794.75,2.9994819164276123,11.0,1.6217981576919556
Wed Mar 27 21:45:16 GMT+01:00 2019,27-mar-2019 21:45:14.492,7.40438,45.09596333333334,1.7783653,7.4,348.1,185.65,2.231,-0.249,8.925,-0.0428769,3.0,-0.04287689924240112,779.75,1.091566801071167,11.0,1.6232879161834717
Wed Mar 27 21:45:17 GMT+01:00 2019,27-mar-2019 21:45:15.492,7.404375000000001,45.09596499999999,0.0,7.4,346.5,185.65,0.986,0.181,9.625,0.0054489374,0.0,0.00544893741607666,740.0,0.0,12.0,1.6232879161834717
Wed Mar 27 21:45:18 GMT+01:00 2019,27-mar-2019 21:45:16.492,7.404366666666665,45.095973333333326,0.0,7.4,346.2,185.65,1.043,0.114,9.347,-0.022212744,0.0,-0.022212743759155273,746.0,0.0,12.0,1.6232879161834717
Wed Mar 27 21:45:19 GMT+01:00 2019,27-mar-2019 21:45:17.491,7.404366666666665,45.09597999999999,0.0,7.4,344.8,185.65,0.842,0.296,10.065,0.049019754,0.0,0.04901975393295288,747.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:45:20 GMT+01:00 2019,27-mar-2019 21:45:18.491,7.404366666666665,45.09597999999999,0.0,7.4,344.8,185.65,0.948,0.229,9.787,0.021596491,0.0,0.02159649133682251,743.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:45:21 GMT+01:00 2019,27-mar-2019 21:45:19.491,7.404366666666665,45.09597999999999,0.0,7.4,344.8,185.65,0.957,0.296,9.596,0.002500832,0.0,0.0025008320808410645,747.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:45:22 GMT+01:00 2019,27-mar-2019 21:45:20.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.967,0.239,9.768,0.019882381,0.0,0.019882380962371826,748.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:23 GMT+01:00 2019,27-mar-2019 21:45:21.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.842,0.277,9.854,0.027540863,0.0,0.027540862560272217,743.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:24 GMT+01:00 2019,27-mar-2019 21:45:22.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.775,0.354,9.663,0.007836878,0.0,0.007836878299713135,745.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:25 GMT+01:00 2019,27-mar-2019 21:45:23.497,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.928,0.268,9.653,0.007909954,0.0,0.007909953594207764,741.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:26 GMT+01:00 2019,27-mar-2019 21:45:24.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.928,0.316,9.739,0.016779304,0.0,0.016779303550720215,752.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:27 GMT+01:00 2019,27-mar-2019 21:45:25.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.871,0.229,9.874,0.029701889,0.0,0.02970188856124878,749.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:28 GMT+01:00 2019,27-mar-2019 21:45:26.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.938,0.258,9.701,0.012848794,0.0,0.01284879446029663,744.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:29 GMT+01:00 2019,27-mar-2019 21:45:27.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.785,0.287,10.008,0.04273504,0.0,0.04273504018783569,751.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:30 GMT+01:00 2019,27-mar-2019 21:45:28.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.794,0.316,10.305,0.073064506,0.0,0.07306450605392456,750.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:31 GMT+01:00 2019,27-mar-2019 21:45:29.503,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.948,0.249,9.749,0.017791748,0.0,0.05975979566574097,745.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:32 GMT+01:00 2019,27-mar-2019 21:45:30.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.823,0.306,10.056,0.047976553,0.0,0.047976553440093994,746.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:33 GMT+01:00 2019,27-mar-2019 21:45:31.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.823,0.296,9.711,0.012914956,0.0,0.012914955615997314,748.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:34 GMT+01:00 2019,27-mar-2019 21:45:32.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.775,0.277,10.257,0.06792611,0.0,0.06792610883712769,756.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:35 GMT+01:00 2019,27-mar-2019 21:45:33.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.766,0.306,10.218,0.06397861,0.0,0.06397861242294312,748.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:36 GMT+01:00 2019,27-mar-2019 21:45:34.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.9,0.277,10.103,0.053331196,0.0,0.053331196308135986,747.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:37 GMT+01:00 2019,27-mar-2019 21:45:35.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.957,0.201,9.759,0.018782914,0.0,0.01878291368484497,750.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:38 GMT+01:00 2019,27-mar-2019 21:45:36.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,1.015,0.239,9.605,0.003855884,0.0,0.003855884075164795,751.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:39 GMT+01:00 2019,27-mar-2019 21:45:37.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.852,0.363,10.305,0.07369226,0.0,0.07369226217269897,745.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:45:40 GMT+01:00 2019,27-mar-2019 21:45:38.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.814,0.296,10.218,0.06432563,0.0,0.06432563066482544,745.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:41 GMT+01:00 2019,27-mar-2019 21:45:39.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.948,0.239,10.017,0.04495281,0.0,0.04495280981063843,747.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:42 GMT+01:00 2019,27-mar-2019 21:45:40.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.957,0.249,9.672,0.010072231,0.0,0.01007223129272461,748.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:43 GMT+01:00 2019,27-mar-2019 21:45:41.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.967,0.277,9.519,-0.005261004,0.0,-0.0052610039710998535,750.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:44 GMT+01:00 2019,27-mar-2019 21:45:42.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.909,0.287,9.768,0.019448578,0.0,0.019448578357696533,744.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:45 GMT+01:00 2019,27-mar-2019 21:45:43.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.833,0.287,10.084,0.050846636,0.0,0.050846636295318604,747.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:46 GMT+01:00 2019,27-mar-2019 21:45:44.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.996,0.201,9.902,0.033678353,0.0,0.03367835283279419,757.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:47 GMT+01:00 2019,27-mar-2019 21:45:45.493,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.986,0.21,9.663,0.009361267,0.0,0.00936126708984375,744.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:48 GMT+01:00 2019,27-mar-2019 21:45:46.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.976,0.268,9.615,0.0045375824,0.0,0.0045375823974609375,747.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:49 GMT+01:00 2019,27-mar-2019 21:45:47.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.833,0.22,9.893,0.031277716,0.0,0.03127771615982056,751.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:50 GMT+01:00 2019,27-mar-2019 21:45:48.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.794,0.296,10.218,0.06416577,0.0,0.06416577100753784,750.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:50 GMT+01:00 2019,27-mar-2019 21:45:49.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.804,0.373,10.266,0.06937593,0.0,0.06937593221664429,740.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:52 GMT+01:00 2019,27-mar-2019 21:45:50.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.967,0.201,9.596,0.0023530126,0.0,0.0023530125617980957,745.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:45:53 GMT+01:00 2019,27-mar-2019 21:45:51.491,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.986,0.258,9.557,-0.0012658834,0.0,-0.001265883445739746,750.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:45:54 GMT+01:00 2019,27-mar-2019 21:45:52.491,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.861,0.249,9.902,0.03250462,0.0,0.0325046181678772,748.0,0.0,13.0,1.6232879161834717
Wed Mar 27 21:45:55 GMT+01:00 2019,27-mar-2019 21:45:53.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.785,0.287,10.113,0.05340165,0.0,0.0534016489982605,746.0,0.0,13.0,1.6232879161834717
Wed Mar 27 21:45:56 GMT+01:00 2019,27-mar-2019 21:45:54.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.785,0.325,10.161,0.058394372,0.0,0.05839437246322632,745.0,0.0,13.0,1.6232879161834717
Wed Mar 27 21:45:57 GMT+01:00 2019,27-mar-2019 21:45:55.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.871,0.191,10.084,0.050941646,0.0,0.050941646099090576,749.0,0.0,13.0,1.6232879161834717
Wed Mar 27 21:45:58 GMT+01:00 2019,27-mar-2019 21:45:56.493,7.404366666666665,45.09597999999999,0.0,7.3,344.8,185.65,0.909,0.239,9.653,0.007649243,0.0,0.007649242877960205,750.0,0.0,13.0,1.6232879161834717
Wed Mar 27 21:45:59 GMT+01:00 2019,27-mar-2019 21:45:57.491,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.794,0.316,9.988,0.040864527,0.0,0.040864527225494385,744.0,0.0,13.0,1.6232879161834717
Wed Mar 27 21:46:00 GMT+01:00 2019,27-mar-2019 21:45:58.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.804,0.296,10.237,0.06617528,0.0,0.06617528200149536,744.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:46:01 GMT+01:00 2019,27-mar-2019 21:45:59.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.794,0.316,10.19,0.061382234,0.0,0.0613822340965271,757.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:46:02 GMT+01:00 2019,27-mar-2019 21:46:00.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,0.756,0.325,10.237,0.06589311,0.0,0.06589311361312866,743.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:46:03 GMT+01:00 2019,27-mar-2019 21:46:01.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.747,0.306,10.103,0.052149594,0.0,0.05214959383010864,752.0,0.0,16.0,1.6232879161834717
Wed Mar 27 21:46:04 GMT+01:00 2019,27-mar-2019 21:46:02.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,1.005,0.162,9.826,0.025991857,0.0,0.025991857051849365,740.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:46:05 GMT+01:00 2019,27-mar-2019 21:46:03.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.967,0.325,9.605,0.003609836,0.0,0.0036098361015319824,760.0,0.0,15.0,1.6232879161834717
Wed Mar 27 21:46:06 GMT+01:00 2019,27-mar-2019 21:46:04.491,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.833,0.258,10.113,0.05371231,0.0,0.053712308406829834,749.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:46:07 GMT+01:00 2019,27-mar-2019 21:46:05.491,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,0.737,0.229,10.123,0.05390066,0.0,0.05390065908432007,745.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:46:08 GMT+01:00 2019,27-mar-2019 21:46:06.491,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,1.101,0.201,9.969,0.041591942,0.0,0.04159194231033325,735.0,0.0,14.0,1.6232879161834717
Wed Mar 27 21:46:09 GMT+01:00 2019,27-mar-2019 21:46:07.492,7.404366666666665,45.09597999999999,0.0,7.1,344.8,185.65,-0.402,0.153,9.902,0.029330075,0.0,0.029330074787139893,1329.5,0.0,14.0,1.6232879161834717
Wed Mar 27 21:46:10 GMT+01:00 2019,27-mar-2019 21:46:08.492,7.404366666666665,45.09597999999999,0.0,7.2,344.8,185.65,-0.938,0.162,10.937,0.13809735,8.0,0.13809734582901,1075.5,1.2167623043060303,14.0,1.6243553161621094
Wed Mar 27 21:46:11 GMT+01:00 2019,27-mar-2019 21:46:09.492,7.404366666666665,45.09596666666666,2.113964,7.2,343.4,195.53,-1.283,-0.66,9.088,-0.042996287,15.0,-0.04299628734588623,1859.25,0.9058245420455933,14.0,1.6275594234466553
Wed Mar 27 21:46:12 GMT+01:00 2019,27-mar-2019 21:46:10.492,7.4043600000000005,45.095938333333336,3.868652,7.2,343.3,186.64,1.455,-0.996,8.657,-0.08041465,16.0,-0.08041465282440186,1343.25,1.3119300603866577,14.0,1.631670355796814
Wed Mar 27 21:46:13 GMT+01:00 2019,27-mar-2019 21:46:11.491,7.404361666666667,45.0959,4.224325,7.2,343.1,173.04,-0.622,-1.743,10.065,0.062193215,19.0,0.062193214893341064,1214.25,1.9190729856491089,14.0,1.63664710521698
Wed Mar 27 21:46:14 GMT+01:00 2019,27-mar-2019 21:46:12.491,7.404373333333333,45.095855,5.149281,7.2,342.9,169.31,-1.925,-1.752,10.314,0.10333985,26.0,0.10333985090255737,1676.75,1.250062346458435,15.0,1.6424734592437744
Wed Mar 27 21:46:15 GMT+01:00 2019,27-mar-2019 21:46:13.492,7.404456666666666,45.09580166666667,8.309161,7.3,342.7,131.33,0.469,-0.249,8.906,-0.07153869,33.0,-0.07153868675231934,1956.5,1.639034390449524,15.0,1.6508100032806396
Wed Mar 27 21:46:16 GMT+01:00 2019,27-mar-2019 21:46:14.492,7.404548333333334,45.09575333333334,9.159997,7.3,342.5,126.03,-0.526,0.162,9.567,-0.004158199,33.0,-0.004158198833465576,1261.0,2.709916114807129,15.0,1.6600103378295898
Wed Mar 27 21:46:17 GMT+01:00 2019,27-mar-2019 21:46:15.492,7.404651666666666,45.095703333333326,10.02473,7.3,342.4,122.5,-1.158,-1.072,9.854,0.036283553,39.0,0.03628355264663696,1501.0,2.027195453643799,15.0,1.6699044704437256
Wed Mar 27 21:46:18 GMT+01:00 2019,27-mar-2019 21:46:16.492,7.404756666666667,45.095655,11.028953,7.5,342.5,119.49,0.498,-0.153,9.213,-0.04035598,42.0,-0.04035598039627075,1648.0,3.6172537803649902,14.0,1.6814686059951782
Wed Mar 27 21:46:19 GMT+01:00 2019,27-mar-2019 21:46:17.491,7.404894999999999,45.09561166666667,12.268919,7.5,342.4,114.67,0.22,0.43,10.391,0.07936889,45.0,0.07936888933181763,1738.25,4.6888322830200195,15.0,1.6930065155029297
Wed Mar 27 21:46:20 GMT+01:00 2019,27-mar-2019 21:46:18.492,7.405076666666668,45.095569999999995,13.075489,7.5,341.9,114.76,0.306,0.162,10.534,0.09338206,46.0,0.09338206052780151,1815.75,4.438114643096924,15.0,1.7053388357162476
Wed Mar 27 21:46:21 GMT+01:00 2019,27-mar-2019 21:46:19.492,7.405225,45.09551,13.597932,7.5,342.9,112.24,0.651,0.44,10.812,0.12404722,48.0,0.12404721975326538,1878.25,4.4460835456848145,15.0,1.7187288999557495
Wed Mar 27 21:46:22 GMT+01:00 2019,27-mar-2019 21:46:20.493,7.405395,45.09546999999999,13.970076,7.5,343.9,109.65,0.354,-0.249,8.59,-0.10425222,49.0,-0.10425221920013428,1912.75,5.465695381164551,15.0,1.731550693511963
Wed Mar 27 21:46:23 GMT+01:00 2019,27-mar-2019 21:46:21.492,7.405581666666666,45.095409999999994,14.257291,7.5,344.6,108.75,0.603,-1.216,9.577,0.0050043464,50.0,0.0050043463706970215,1943.75,5.572697162628174,15.0,1.7460530996322632
Wed Mar 27 21:46:24 GMT+01:00 2019,27-mar-2019 21:46:22.492,7.405780000000001,45.095375,14.170302,7.5,343.6,105.17,0.928,0.172,8.293,-0.13018113,50.0,-0.13018113374710083,1908.0,4.549707412719727,14.0,1.7592097520828247
Wed Mar 27 21:46:25 GMT+01:00 2019,27-mar-2019 21:46:23.491,7.40597,45.095333333333336,14.492518,7.5,343.2,105.95,1.829,-0.632,9.031,-0.039512157,49.0,-0.03951215744018555,1888.0,3.15096378326416,15.0,1.7731388807296753
Wed Mar 27 21:46:26 GMT+01:00 2019,27-mar-2019 21:46:24.493,7.4061416666666675,45.09528666666667,13.465134,7.5,343.0,104.23,1.963,-0.172,9.443,0.002323985,47.0,0.0023239850997924805,1827.5,3.1404426097869873,15.0,1.785813570022583
Wed Mar 27 21:46:27 GMT+01:00 2019,27-mar-2019 21:46:25.491,7.406298333333333,45.09525166666667,13.049752,7.5,343.6,105.12,1.063,0.028,10.735,0.11864704,45.0,0.11864703893661499,1764.0,3.164449691772461,15.0,1.798500657081604
