GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Kilometers Per Litre(Instant)(kpl),GPS Satellites,Trip Distance(km)
Wed Mar 27 21:46:28 GMT+01:00 2019,27-mar-2019 21:46:26.492,7.406448333333333,45.095225,12.369804,7.5,344.0,105.6,0.948,0.325,9.807,0.02390021,43.0,0.023900210857391357,1670.75,3.2146544456481934,15.0,1.8107866048812866
Wed Mar 27 21:46:29 GMT+01:00 2019,27-mar-2019 21:46:27.493,7.406603333333334,45.09519,11.994572,7.5,344.3,104.47,1.426,-0.047,9.308,-0.02109015,42.0,-0.021090149879455566,1622.25,4.104290962219238,14.0,1.8228466510772705
Wed Mar 27 21:46:30 GMT+01:00 2019,27-mar-2019 21:46:28.492,7.4067533333333335,45.09516833333334,11.745961,7.5,343.2,104.84,0.363,-0.153,9.759,0.014611304,42.0,0.014611303806304932,1621.25,6.349179744720459,14.0,1.8342682123184204
Wed Mar 27 21:46:31 GMT+01:00 2019,27-mar-2019 21:46:29.492,7.406890000000001,45.095130000000005,11.708386,7.6,342.1,105.82,0.747,0.478,10.362,0.07913059,42.0,0.07913058996200562,1648.0,5.443872451782227,14.0,1.8451764583587646
Wed Mar 27 21:46:32 GMT+01:00 2019,27-mar-2019 21:46:30.492,7.407028333333333,45.09509166666667,11.95185,7.6,341.8,104.24,0.21,0.641,9.366,-0.02378726,43.0,-0.023787260055541992,1689.5,5.113270282745361,14.0,1.858242392539978
Wed Mar 27 21:46:33 GMT+01:00 2019,27-mar-2019 21:46:31.491,7.4071750000000005,45.095045,12.799083,7.6,341.3,106.97,0.507,0.565,10.87,0.12975174,44.0,0.12975174188613892,1721.25,5.200541973114014,14.0,1.8700273036956787
Wed Mar 27 21:46:34 GMT+01:00 2019,27-mar-2019 21:46:32.491,7.40733,45.09503333333334,13.095048,7.5,340.9,106.47,0.699,-0.038,8.81,-0.0801062,45.0,-0.08010619878768921,1745.25,5.257418155670166,15.0,1.8819657564163208
Wed Mar 27 21:46:35 GMT+01:00 2019,27-mar-2019 21:46:33.492,7.407489999999999,45.095016666666666,12.861364,7.5,339.8,105.06,0.976,0.277,9.605,0.0035496354,45.0,0.003549635410308838,1759.0,5.369765758514404,15.0,1.8940657377243042
Wed Mar 27 21:46:36 GMT+01:00 2019,27-mar-2019 21:46:34.492,7.4076450000000005,45.09499833333333,12.712609,7.5,339.8,103.74,0.383,-0.076,9.826,0.021421492,46.0,0.021421492099761963,1770.0,5.367374420166016,15.0,1.9068412780761719
Wed Mar 27 21:46:37 GMT+01:00 2019,27-mar-2019 21:46:35.492,7.407808333333333,45.094975000000005,13.151153,7.5,339.5,105.21,0.593,0.478,10.4,0.08198196,46.0,0.08198195695877075,1786.75,5.335520267486572,15.0,1.9199541807174683
Wed Mar 27 21:46:38 GMT+01:00 2019,27-mar-2019 21:46:36.492,7.407971666666667,45.09495333333333,13.309173,7.5,338.4,105.34,0.938,0.794,10.64,0.11081821,47.0,0.11081820726394653,1818.5,5.394342422485352,15.0,1.931888461112976
Wed Mar 27 21:46:39 GMT+01:00 2019,27-mar-2019 21:46:37.492,7.408138333333333,45.094935,13.551092,7.5,336.7,104.86,1.158,0.306,9.95,0.040593326,47.0,0.04059332609176636,1821.5,5.623136043548584,15.0,1.9450355768203735
Wed Mar 27 21:46:40 GMT+01:00 2019,27-mar-2019 21:46:38.491,7.4083033333333335,45.09492166666667,13.44403,7.4,335.2,105.7,1.072,0.354,10.209,0.06601626,47.0,0.06601625680923462,1828.5,5.984230995178223,15.0,1.958600401878357
Wed Mar 27 21:46:41 GMT+01:00 2019,27-mar-2019 21:46:39.493,7.408463333333333,45.09490000000001,13.136741,7.4,334.5,103.14,1.676,-0.191,9.481,6.403327E-4,47.0,6.403326988220215E-4,1826.5,5.208631992340088,15.0,1.9715383052825928
Wed Mar 27 21:46:42 GMT+01:00 2019,27-mar-2019 21:46:40.492,7.408628333333334,45.09487666666667,12.930337,7.4,333.8,104.27,1.312,-0.105,9.213,-0.032320857,45.0,-0.03232085704803467,1755.0,3.240229845046997,15.0,1.983704924583435
Wed Mar 27 21:46:43 GMT+01:00 2019,27-mar-2019 21:46:41.492,7.408788333333333,45.094845,12.920557,7.4,333.8,103.22,1.082,-0.258,9.059,-0.050619304,44.0,-0.050619304180145264,1738.25,5.681573390960693,14.0,1.9964126348495483
Wed Mar 27 21:46:44 GMT+01:00 2019,27-mar-2019 21:46:42.492,7.408951666666667,45.09482666666666,12.931366,7.4,334.0,100.66,0.296,0.105,9.155,-0.047219694,45.0,-0.047219693660736084,1737.25,6.053526878356934,14.0,2.008380889892578
Wed Mar 27 21:46:45 GMT+01:00 2019,27-mar-2019 21:46:43.495,7.409115000000001,45.09481833333333,12.957617,7.4,333.1,96.16,0.44,-0.574,9.596,-4.0233135E-5,45.0,-4.023313522338867E-5,1770.0,5.147522449493408,14.0,2.021143674850464
Wed Mar 27 21:46:46 GMT+01:00 2019,27-mar-2019 21:46:44.491,7.409286666666666,45.09481833333333,12.997766,7.4,333.1,91.8,0.89,0.191,9.72,0.014160991,46.0,0.014160990715026855,1793.75,5.220444679260254,15.0,2.0326316356658936
Wed Mar 27 21:46:47 GMT+01:00 2019,27-mar-2019 21:46:45.492,7.409455,45.09480666666666,13.242259,7.5,333.6,89.87,0.383,0.153,9.931,0.032206833,47.0,0.032206833362579346,1816.75,5.389820575714111,14.0,2.046095609664917
Wed Mar 27 21:46:48 GMT+01:00 2019,27-mar-2019 21:46:46.492,7.409621666666667,45.09480666666666,13.266451,7.6,335.2,89.9,0.545,0.842,8.408,-0.1178388,47.0,-0.1178387999534607,1837.5,5.266221046447754,13.0,2.0590600967407227
Wed Mar 27 21:46:49 GMT+01:00 2019,27-mar-2019 21:46:47.492,7.409805,45.09480666666666,13.37763,7.6,337.5,86.68,0.852,0.584,9.902,0.03385526,48.0,0.03385525941848755,1859.25,5.367279052734375,13.0,2.071810245513916
Wed Mar 27 21:46:50 GMT+01:00 2019,27-mar-2019 21:46:48.492,7.409963333333334,45.094815000000004,13.391013,7.6,339.0,88.02,0.9,0.469,9.759,0.019165933,48.0,0.01916593313217163,1875.25,5.360706806182861,13.0,2.085423469543457
Wed Mar 27 21:46:51 GMT+01:00 2019,27-mar-2019 21:46:49.492,7.410145,45.094793333333335,13.472855,7.6,338.9,84.48,1.321,0.478,9.356,-0.016588151,48.0,-0.016588151454925537,1854.25,6.603183746337891,13.0,2.0991435050964355
Wed Mar 27 21:46:52 GMT+01:00 2019,27-mar-2019 21:46:50.492,7.410325,45.094770000000004,13.5269,7.6,339.8,86.26,1.177,0.325,9.222,-0.032734454,47.0,-0.032734453678131104,1831.5,7.361255168914795,13.0,2.1116106510162354
Wed Mar 27 21:46:53 GMT+01:00 2019,27-mar-2019 21:46:51.491,7.4104883333333325,45.094771666666674,13.204169,7.6,340.5,88.67,0.603,0.766,10.151,0.05852121,47.0,0.05852121114730835,1815.75,7.614039421081543,13.0,2.1249144077301025
Wed Mar 27 21:46:54 GMT+01:00 2019,27-mar-2019 21:46:52.499,7.410653333333332,45.09476333333334,12.898424,7.6,341.7,88.54,1.197,0.134,9.596,0.0048609376,47.0,0.004860937595367432,1810.75,7.127119541168213,13.0,2.1380984783172607
Wed Mar 27 21:46:55 GMT+01:00 2019,27-mar-2019 21:46:53.492,7.410828333333334,45.09473666666666,12.755331,7.6,342.2,88.6,0.938,0.718,10.17,0.06266683,47.0,0.06266683340072632,1816.75,6.591548919677734,13.0,2.1501450538635254
Wed Mar 27 21:46:56 GMT+01:00 2019,27-mar-2019 21:46:54.494,7.410993333333333,45.09473333333334,13.29579,7.6,343.0,84.82,0.344,0.402,9.165,-0.04519379,47.0,-0.04519379138946533,1807.75,6.239743709564209,13.0,2.16260027885437
Wed Mar 27 21:46:57 GMT+01:00 2019,27-mar-2019 21:46:55.492,7.4111633333333335,45.09475166666666,13.4996195,7.6,343.2,81.21,0.909,0.507,10.17,0.061112344,47.0,0.06111234426498413,1821.5,5.8937273025512695,14.0,2.1763217449188232
Wed Mar 27 21:46:58 GMT+01:00 2019,27-mar-2019 21:46:56.492,7.4113283333333335,45.09478333333333,13.487267,7.6,342.7,80.4,0.804,0.507,9.5,-0.0077653527,47.0,-0.007765352725982666,1828.5,5.848164081573486,14.0,2.188175916671753
Wed Mar 27 21:46:59 GMT+01:00 2019,27-mar-2019 21:46:57.493,7.411505,45.09480666666666,13.612344,7.6,342.7,81.19,1.484,0.632,9.567,0.007992744,47.0,0.007992744445800781,1835.5,5.819055080413818,13.0,2.2020671367645264
Wed Mar 27 21:47:00 GMT+01:00 2019,27-mar-2019 21:46:58.491,7.411673333333332,45.09482833333333,13.620065,7.6,343.0,82.97,0.919,0.488,9.337,-0.023324192,48.0,-0.023324191570281982,1844.5,5.7503204345703125,13.0,2.2156569957733154
Wed Mar 27 21:47:01 GMT+01:00 2019,27-mar-2019 21:46:59.491,7.411843333333334,45.094858333333335,13.960811,7.6,341.5,78.99,1.197,0.651,9.902,0.037889898,48.0,0.03788989782333374,1867.25,5.373867034912109,13.0,2.2281367778778076
Wed Mar 27 21:47:02 GMT+01:00 2019,27-mar-2019 21:47:00.497,7.412090000000001,45.094725000000004,13.868161,7.5,343.2,79.9,1.024,0.354,9.634,0.007250011,49.0,0.007250010967254639,1893.0,4.884280681610107,13.0,2.242107391357422
Wed Mar 27 21:47:03 GMT+01:00 2019,27-mar-2019 21:47:01.492,7.412235,45.094744999999996,14.063241,7.5,341.5,77.97,0.574,0.239,10.161,0.056717217,50.0,0.05671721696853638,1933.75,4.78355598449707,14.0,2.2548940181732178
Wed Mar 27 21:47:04 GMT+01:00 2019,27-mar-2019 21:47:02.493,7.4123850000000004,45.09481833333333,14.097727,7.5,339.3,78.04,0.574,0.21,9.854,0.0254156,50.0,0.02541559934616089,1961.5,4.626638889312744,14.0,2.2688934803009033
Wed Mar 27 21:47:05 GMT+01:00 2019,27-mar-2019 21:47:03.491,7.412556666666668,45.09487333333333,14.1507435,7.5,338.6,79.23,0.498,0.737,10.18,0.060670197,51.0,0.06067019701004028,1984.25,4.731973648071289,14.0,2.283141613006592
Wed Mar 27 21:47:06 GMT+01:00 2019,27-mar-2019 21:47:04.491,7.412729999999999,45.094930000000005,14.238246,7.6,337.4,77.2,0.708,0.507,9.596,0.0012049079,52.0,0.0012049078941345215,2022.0,4.660402774810791,14.0,2.2977943420410156
Wed Mar 27 21:47:07 GMT+01:00 2019,27-mar-2019 21:47:05.491,7.412920000000001,45.09499833333333,14.904297,7.6,336.3,79.91,0.699,0.555,9.749,0.016937912,53.0,0.01693791151046753,2054.75,4.628735542297363,14.0,2.3122622966766357
Wed Mar 27 21:47:08 GMT+01:00 2019,27-mar-2019 21:47:06.492,7.413118333333333,45.09496166666666,15.039154,7.5,334.4,80.64,1.015,0.861,10.64,0.112060726,54.0,0.11206072568893433,2075.5,4.775050640106201,15.0,2.3258068561553955
Wed Mar 27 21:47:09 GMT+01:00 2019,27-mar-2019 21:47:07.491,7.413278333333333,45.09494333333334,15.228057,7.4,330.1,82.65,0.737,1.426,9.854,0.036725223,54.0,0.03672522306442261,2096.5,4.822274208068848,15.0,2.341754913330078
Wed Mar 27 21:47:10 GMT+01:00 2019,27-mar-2019 21:47:08.492,7.413475,45.09494333333334,15.228572,7.4,328.2,84.16,0.718,1.034,10.582,0.054307166,54.0,0.05430716648697853,2110.25,4.686155319213867,15.0,2.35556960105896
Wed Mar 27 21:47:11 GMT+01:00 2019,27-mar-2019 21:47:09.492,7.413671666666667,45.094973333333336,15.104009,7.5,326.4,88.82,0.727,0.306,11.329,0.17663771,55.0,0.1766377091407776,2127.25,4.79880952835083,15.0,2.3711295127868652
Wed Mar 27 21:47:12 GMT+01:00 2019,27-mar-2019 21:47:10.493,7.413873333333333,45.094995000000004,15.35159,7.5,326.0,91.65,0.804,0.603,10.142,0.05790645,55.0,0.05790644884109497,2142.0,5.080711364746094,15.0,2.3855206966400146
Wed Mar 27 21:47:13 GMT+01:00 2019,27-mar-2019 21:47:11.492,7.414066666666668,45.09500166666667,15.343355,7.5,325.4,92.01,0.766,0.622,9.299,-0.027768135,55.0,-0.02776813507080078,2102.5,6.162599086761475,15.0,2.4016079902648926
Wed Mar 27 21:47:14 GMT+01:00 2019,27-mar-2019 21:47:12.492,7.414251666666667,45.09501166666667,15.25122,7.6,325.2,93.01,1.12,0.114,9.347,-0.021310627,53.0,-0.021310627460479736,2059.75,3.046602725982666,14.0,2.416344404220581
Wed Mar 27 21:47:15 GMT+01:00 2019,27-mar-2019 21:47:13.492,7.414441666666666,45.09502166666666,15.285192,7.6,325.9,93.26,1.225,0.938,10.381,0.08882958,50.0,0.08882957696914673,1950.5,3.0723447799682617,15.0,2.4311399459838867
Wed Mar 27 21:47:16 GMT+01:00 2019,27-mar-2019 21:47:14.492,7.414643333333333,45.09502166666666,14.111625,7.6,325.7,93.01,1.206,0.047,9.05,-0.050304532,47.0,-0.050304532051086426,1715.5,3.1213865280151367,15.0,2.444467782974243
Wed Mar 27 21:47:17 GMT+01:00 2019,27-mar-2019 21:47:15.492,7.414843333333333,45.095018333333336,12.908719,7.6,326.2,91.86,1.407,0.306,8.945,-0.05743742,44.0,-0.05743741989135742,808.5,8.667569160461426,15.0,2.456312417984009
Wed Mar 27 21:47:18 GMT+01:00 2019,27-mar-2019 21:47:16.494,7.414983333333334,45.095028333333325,11.922511,7.6,326.6,92.65,2.844,-0.354,8.389,-0.077326,39.0,-0.07732599973678589,1542.75,3.996687889099121,15.0,2.4681074619293213
Wed Mar 27 21:47:19 GMT+01:00 2019,27-mar-2019 21:47:17.492,7.415123333333335,45.095036666666665,10.318122,7.6,327.6,93.9,1.81,-0.019,9.117,-0.03350234,34.0,-0.03350234031677246,2067.75,1.9693182706832886,15.0,2.4772439002990723
Wed Mar 27 21:47:20 GMT+01:00 2019,27-mar-2019 21:47:18.493,7.415241666666666,45.095036666666665,9.109039,7.5,328.1,93.09,1.972,-0.181,9.51,0.009213269,30.0,0.009213268756866455,1834.5,1.9264450073242188,16.0,2.486218214035034
Wed Mar 27 21:47:21 GMT+01:00 2019,27-mar-2019 21:47:19.492,7.415346666666666,45.09503500000001,8.374016,7.5,328.2,94.43,1.139,-1.446,9.155,-0.029092312,27.0,-0.02909231185913086,1677.75,1.9622108936309814,15.0,2.493868350982666
Wed Mar 27 21:47:22 GMT+01:00 2019,27-mar-2019 21:47:20.491,7.415439999999999,45.095040000000004,7.719804,7.5,328.5,86.79,0.517,-1.752,9.04,-0.040866435,25.0,-0.0408664345741272,1596.25,2.183365821838379,15.0,2.5008225440979004
Wed Mar 27 21:47:23 GMT+01:00 2019,27-mar-2019 21:47:21.492,7.415526666666667,45.09505166666666,7.3075113,7.5,328.5,80.25,0.43,-1.752,9.998,0.054621637,27.0,0.05462163686752319,1663.75,3.136730432510376,15.0,2.5082714557647705
Wed Mar 27 21:47:24 GMT+01:00 2019,27-mar-2019 21:47:22.492,7.41561,45.09507833333334,6.941544,7.5,328.1,66.95,-0.316,-1.953,11.655,0.22406834,29.0,0.22406834363937378,1827.5,2.2638981342315674,15.0,2.5161349773406982
Wed Mar 27 21:47:25 GMT+01:00 2019,27-mar-2019 21:47:23.493,7.41567,45.09514833333333,8.08989,7.5,328.0,38.15,0.612,-1.398,9.232,-0.027148366,30.0,-0.02714836597442627,1577.5,2.121628999710083,15.0,2.5245509147644043
Wed Mar 27 21:47:26 GMT+01:00 2019,27-mar-2019 21:47:24.491,7.415720000000001,45.09522666666667,8.640642,7.5,327.7,26.25,-0.814,0.249,8.897,-0.06992674,32.0,-0.06992673873901367,1252.0,2.8345165252685547,15.0,2.5328469276428223
Wed Mar 27 21:47:27 GMT+01:00 2019,27-mar-2019 21:47:25.492,7.415765000000001,45.09530333333334,8.927342,7.4,327.2,25.47,-0.679,0.44,9.021,-0.057736874,36.0,-0.057736873626708984,1414.75,2.1899285316467285,15.0,2.5420398712158203
Wed Mar 27 21:47:28 GMT+01:00 2019,27-mar-2019 21:47:26.492,7.415813333333333,45.09538666666667,9.866711,7.4,327.2,27.75,-0.086,-0.181,9.95,0.03347677,41.0,0.03347676992416382,1583.5,2.835076093673706,15.0,2.5524561405181885
Wed Mar 27 21:47:29 GMT+01:00 2019,27-mar-2019 21:47:27.491,7.415869999999999,45.09547666666667,10.752032,7.4,326.9,28.17,-1.302,-0.938,8.571,-0.0921188,44.0,-0.09211879968643188,1731.25,2.925699472427368,14.0,2.5647037029266357
Wed Mar 27 21:47:30 GMT+01:00 2019,27-mar-2019 21:47:28.491,7.415928333333333,45.09557333333334,11.244107,7.4,327.1,25.67,-0.22,-0.469,10.257,0.06589836,47.0,0.0658983588218689,1831.5,3.1550817489624023,14.0,2.5771822929382324
Wed Mar 27 21:47:31 GMT+01:00 2019,27-mar-2019 21:47:29.491,7.41598,45.09567333333333,11.399038,7.4,327.0,20.53,0.134,-0.545,9.088,-0.052833557,49.0,-0.05283355712890625,1905.0,3.5800669193267822,14.0,2.5899603366851807
Wed Mar 27 21:47:32 GMT+01:00 2019,27-mar-2019 21:47:30.491,7.416018333333333,45.09579999999999,12.798054,7.4,328.1,15.51,0.028,-0.43,8.925,-0.07015431,50.0,-0.07015430927276611,1938.75,4.123258113861084,14.0,2.6036031246185303
Wed Mar 27 21:47:33 GMT+01:00 2019,27-mar-2019 21:47:31.492,7.416048333333333,45.095928333333326,12.664741,7.4,329.4,11.04,0.881,1.206,10.898,0.1402908,50.0,0.14029079675674438,1952.5,4.072929382324219,13.0,2.6175894737243652
Wed Mar 27 21:47:34 GMT+01:00 2019,27-mar-2019 21:47:32.492,7.416103333333333,45.09607166666667,14.238761,7.5,333.0,12.26,0.967,0.996,10.324,0.080866754,51.0,0.0808667540550232,1970.5,4.0934553146362305,14.0,2.6315057277679443
Wed Mar 27 21:47:35 GMT+01:00 2019,27-mar-2019 21:47:33.492,7.416121666666667,45.09623499999999,14.335528,7.5,335.7,15.9,1.57,1.561,8.676,-0.068255246,50.0,-0.06825524568557739,1936.75,4.924755096435547,15.0,2.6455163955688477
Wed Mar 27 21:47:36 GMT+01:00 2019,27-mar-2019 21:47:34.493,7.416176666666667,45.09635333333334,14.350455,7.5,338.6,21.35,2.595,2.451,9.261,0.030732572,50.0,0.030732572078704834,1913.75,6.292994976043701,15.0,2.659111738204956
Wed Mar 27 21:47:37 GMT+01:00 2019,27-mar-2019 21:47:35.493,7.416259999999999,45.09645166666666,14.344793,7.5,340.4,28.77,1.79,2.777,9.146,0.010280371,49.0,0.010280370712280273,1914.75,5.111456871032715,15.0,2.672146797180176
Wed Mar 27 21:47:38 GMT+01:00 2019,27-mar-2019 21:47:36.492,7.416359999999999,45.09656666666667,14.207363,7.5,341.5,39.17,1.934,3.84,9.194,0.053623736,50.0,0.053623735904693604,1928.75,5.127799987792969,16.0,2.685960531234741
Wed Mar 27 21:47:39 GMT+01:00 2019,27-mar-2019 21:47:37.492,7.416493333333333,45.09665,14.194494,7.5,342.0,53.29,2.796,0.584,13.724,0.44795913,50.0,0.44795912504196167,1966.5,5.219752311706543,16.0,2.6995420455932617
Wed Mar 27 21:47:40 GMT+01:00 2019,27-mar-2019 21:47:38.493,7.416665,45.096714999999996,14.606788,7.5,341.5,62.18,1.015,1.81,9.194,-0.020216823,52.0,-0.020216822624206543,1996.25,5.289297103881836,16.0,2.7143588066101074
Wed Mar 27 21:47:41 GMT+01:00 2019,27-mar-2019 21:47:39.491,7.416846666666667,45.096774999999994,14.739071,7.5,339.9,65.73,2.25,1.857,8.945,-0.021905482,52.0,-0.021905481815338135,2004.25,3.067746639251709,16.0,2.7290632724761963
Wed Mar 27 21:47:42 GMT+01:00 2019,27-mar-2019 21:47:40.492,7.417028333333334,45.09682333333333,14.713849,7.5,338.6,70.45,2.423,3.275,8.916,0.018248975,52.0,0.01824897527694702,2010.0,4.8296709060668945,16.0,2.742511034011841
Wed Mar 27 21:47:43 GMT+01:00 2019,27-mar-2019 21:47:41.492,7.417201666666667,45.09686166666667,14.601126,7.5,337.4,82.26,3.428,2.997,11.243,0.25549895,52.0,0.2554989457130432,2012.0,4.921553134918213,16.0,2.757128953933716
Wed Mar 27 21:47:44 GMT+01:00 2019,27-mar-2019 21:47:42.492,7.417381666666667,45.096849999999996,14.749365,7.5,336.0,91.89,1.398,0.44,10.4,0.08961779,52.0,0.0896177887916565,1994.25,3.6927614212036133,16.0,2.7714436054229736
Wed Mar 27 21:47:45 GMT+01:00 2019,27-mar-2019 21:47:43.492,7.417555000000001,45.09683333333334,14.300013,7.5,334.5,93.31,1.273,-0.344,9.213,-0.032285273,50.0,-0.03228527307510376,1927.75,3.0681700706481934,16.0,2.785233974456787
Wed Mar 27 21:47:46 GMT+01:00 2019,27-mar-2019 21:47:44.493,7.417736666666667,45.09682166666666,13.380204,7.5,333.6,92.41,1.034,-1.139,10.237,0.074243605,47.0,0.07424360513687134,1314.5,3.998791217803955,16.0,2.7983169555664062
Wed Mar 27 21:47:47 GMT+01:00 2019,27-mar-2019 21:47:45.492,7.417883333333333,45.096815,12.753272,7.5,333.2,88.17,2.346,-0.909,9.002,-0.028199017,45.0,-0.02819901704788208,900.75,11.583135604858398,16.0,2.810987949371338
Wed Mar 27 21:47:48 GMT+01:00 2019,27-mar-2019 21:47:46.492,7.418055,45.096815,11.75677,7.5,332.7,84.24,2.202,-1.235,9.04,-0.024228692,39.0,-0.024228692054748535,1800.75,2.951094388961792,16.0,2.8223297595977783
Wed Mar 27 21:47:49 GMT+01:00 2019,27-mar-2019 21:47:47.496,7.41819,45.096819999999994,10.39533,7.6,332.4,80.67,1.446,-0.727,9.146,-0.034201086,34.0,-0.034201085567474365,2104.25,1.853568434715271,15.0,2.833129405975342
Wed Mar 27 21:47:50 GMT+01:00 2019,27-mar-2019 21:47:48.492,7.418311666666667,45.096819999999994,9.289192,7.6,332.4,84.11,1.838,-1.082,9.739,0.03529042,31.0,0.035290420055389404,1904.0,1.868738055229187,15.0,2.8420729637145996
Wed Mar 27 21:47:51 GMT+01:00 2019,27-mar-2019 21:47:49.492,7.418421666666668,45.09683166666667,8.304528,7.5,331.6,85.19,1.177,-1.551,8.772,-0.065048575,28.0,-0.06504857540130615,1760.0,1.9196550846099854,14.0,2.8499860763549805
Wed Mar 27 21:47:52 GMT+01:00 2019,27-mar-2019 21:47:50.492,7.418525,45.09684000000001,7.5849466,7.5,332.4,83.83,0.928,-2.614,9.347,0.012873769,26.0,0.01287376880645752,1626.0,1.979439377784729,14.0,2.8571808338165283
Wed Mar 27 21:47:53 GMT+01:00 2019,27-mar-2019 21:47:51.491,7.418609999999999,45.09687,7.0923576,7.5,333.4,66.11,0.172,-2.767,10.046,0.08133584,27.0,0.08133584260940552,1678.75,3.3428614139556885,14.0,2.864170789718628
Wed Mar 27 21:47:54 GMT+01:00 2019,27-mar-2019 21:47:52.492,7.4186733333333335,45.09691833333333,6.7016835,7.5,333.6,47.32,-0.67,-3.179,9.874,0.07860738,28.0,0.07860738039016724,1759.0,2.4642467498779297,14.0,2.8722212314605713
Wed Mar 27 21:47:55 GMT+01:00 2019,27-mar-2019 21:47:53.492,7.418715,45.09696833333334,5.748418,7.5,333.6,40.72,-0.517,-2.145,9.433,0.006523967,31.0,0.0065239667892456055,1919.75,2.393397808074951,14.0,2.8804476261138916
Wed Mar 27 21:47:56 GMT+01:00 2019,27-mar-2019 21:47:54.492,7.4187433333333335,45.09702166666666,5.735035,7.5,333.5,32.3,-0.047,0.641,9.452,-0.015268505,33.0,-0.015268504619598389,2051.75,2.3105015754699707,13.0,2.889183521270752
Wed Mar 27 21:47:57 GMT+01:00 2019,27-mar-2019 21:47:55.493,7.418713333333333,45.09713,7.6755376,7.5,332.9,18.59,0.785,0.612,10.257,0.06947738,36.0,0.069477379322052,2024.0,1.91864013671875,13.0,2.899033308029175
Wed Mar 27 21:47:58 GMT+01:00 2019,27-mar-2019 21:47:56.492,7.418646666666666,45.09723999999999,9.64538,7.5,333.5,350.04,-0.229,0.584,9.625,0.0022231936,36.0,0.002223193645477295,1412.75,2.975921154022217,14.0,2.9088375568389893
Wed Mar 27 21:47:59 GMT+01:00 2019,27-mar-2019 21:47:57.491,7.418608333333333,45.097275,9.345297,7.4,333.8,349.27,1.608,0.679,12.718,0.32758516,40.0,0.3275851607322693,1543.75,2.2993228435516357,14.0,2.918558120727539
Wed Mar 27 21:48:00 GMT+01:00 2019,27-mar-2019 21:47:58.491,7.41857,45.09733333333334,10.337167,7.4,333.5,346.17,-0.019,0.584,10.803,0.12183291,45.0,0.12183290719985962,1749.25,2.366670846939087,14.0,2.9307990074157715
Wed Mar 27 21:48:01 GMT+01:00 2019,27-mar-2019 21:47:59.492,7.418493333333333,45.09741,13.22167,7.5,335.5,349.47,0.66,1.12,8.705,-0.08379972,48.0,-0.08379971981048584,1876.25,3.151843547821045,15.0,2.9435834884643555
Wed Mar 27 21:48:02 GMT+01:00 2019,27-mar-2019 21:48:00.492,7.418464999999999,45.097541666666665,13.392557,7.5,334.2,348.76,-0.239,1.072,9.174,-0.039153814,51.0,-0.0391538143157959,1963.5,3.718249559402466,15.0,2.9567148685455322
Wed Mar 27 21:48:03 GMT+01:00 2019,27-mar-2019 21:48:01.492,7.418433333333334,45.09768666666667,14.3185425,7.5,333.7,348.73,1.561,1.11,10.774,0.13448805,52.0,0.134488046169281,2025.0,4.05246639251709,15.0,2.9710328578948975
Wed Mar 27 21:48:04 GMT+01:00 2019,27-mar-2019 21:48:02.492,7.41841,45.09783833333333,14.909444,7.5,332.1,353.09,0.584,0.574,9.079,-0.051759124,53.0,-0.05175912380218506,2075.5,3.8806071281433105,16.0,2.9854824542999268
Wed Mar 27 21:48:05 GMT+01:00 2019,27-mar-2019 21:48:03.492,7.418391666666667,45.097985,15.550788,7.6,331.0,352.8,0.316,0.086,9.874,0.02607733,54.0,0.026077330112457275,2113.25,3.7914929389953613,16.0,2.9996237754821777
Wed Mar 27 21:48:06 GMT+01:00 2019,27-mar-2019 21:48:04.492,7.418359999999999,45.098139999999994,15.265632,7.6,330.5,353.26,0.766,-0.009,9.874,0.028548539,56.0,0.02854853868484497,2162.0,3.7190988063812256,16.0,3.014863967895508
Wed Mar 27 21:48:07 GMT+01:00 2019,27-mar-2019 21:48:05.494,7.4183449999999995,45.09829333333334,15.705719,7.5,330.1,354.97,1.082,0.421,11.004,0.14693874,57.0,0.1469387412071228,2192.75,3.9384613037109375,16.0,3.0303986072540283
Wed Mar 27 21:48:08 GMT+01:00 2019,27-mar-2019 21:48:06.491,7.418326666666667,45.09844499999999,15.6218195,7.5,329.5,352.8,0.814,0.718,9.692,0.02041551,57.0,0.02041550911962986,2211.5,3.8320162296295166,16.0,3.0455985069274902
Wed Mar 27 21:48:09 GMT+01:00 2019,27-mar-2019 21:48:07.491,7.4182999999999995,45.098601666666674,15.849327,7.5,328.4,352.59,-0.095,0.181,8.925,-0.07097548,58.0,-0.07097548246383667,2235.25,3.739379405975342,16.0,3.0624475479125977
Wed Mar 27 21:48:10 GMT+01:00 2019,27-mar-2019 21:48:08.492,7.418276666666666,45.09878833333334,16.7784,7.5,326.7,353.58,1.273,0.038,8.925,-0.06199807,58.0,-0.061998069286346436,2251.25,3.768683433532715,16.0,3.078397512435913
Wed Mar 27 21:48:11 GMT+01:00 2019,27-mar-2019 21:48:09.493,7.418258333333333,45.098958333333336,16.376917,7.5,326.6,353.82,0.411,0.0,8.6,-0.10334301,59.0,-0.10334300994873047,2274.0,3.709454298019409,16.0,3.093729019165039
